merchant_id,month,payout_amount,payout_delay_days,active_provider_month_flag,loan_offer_flag,loan_amount,loan_status,repayment_amount,working_capital_gap,loan_disbursal_time,default_flag
UC00000005,2024-10,19180.32,6.3,True,False,0.0,not_offered,0.0,4387.28,0.0,False
UC00000005,2024-11,25134.6,7.47,True,False,0.0,not_offered,0.0,4008.89,0.0,False
UC00000005,2024-12,32621.22,3.95,True,False,0.0,not_offered,0.0,355.27,0.0,False
UC00000006,2024-01,14776.89,3.59,True,False,0.0,not_offered,0.0,2393.88,0.0,False
UC00000006,2024-02,22585.24,6.07,True,False,0.0,not_offered,0.0,0.0,0.0,False
UC00000006,2024-03,10967.91,3.53,True,False,0.0,not_offered,0.0,1491.27,0.0,False
UC00000006,2024-04,18611.89,5.35,True,True,0.0,declined,0.0,852.53,0.0,False
UC00000006,2024-05,15708.07,5.48,True,True,5501.85,defaulted,2895.07,53.42,3.791,True
UC00000006,2024-06,17079.88,7.28,True,False,0.0,not_offered,0.0,325.17,0.0,False
UC00000006,2024-07,10719.23,4.15,True,False,0.0,not_offered,0.0,2610.99,0.0,False
UC00000006,2024-08,10365.3,3.12,True,True,0.0,declined,0.0,2821.52,0.0,False
UC00000006,2024-09,13050.58,3.81,True,False,0.0,not_offered,0.0,629.14,0.0,False
UC00000006,2024-10,14582.75,3.7,True,True,0.0,declined,0.0,2097.7,0.0,False
UC00000006,2024-11,20096.24,6.69,True,False,0.0,not_offered,0.0,313.51,0.0,False
UC00000006,2024-12,11815.79,7.47,True,False,0.0,not_offered,0.0,2332.52,0.0,False
UC00000007,2024-01,13123.37,3.62,True,False,0.0,not_offered,0.0,2345.4,0.0,False
UC00000007,2024-02,13204.14,4.84,True,False,0.0,not_offered,0.0,3977.48,0.0,False
UC00000007,2024-03,14827.49,7.45,True,False,0.0,not_offered,0.0,2100.5,0.0,False
UC00000007,2024-04,16886.38,5.16,True,False,0.0,not_offered,0.0,1902.17,0.0,False
UC00000007,2024-05,22307.3,0.82,True,False,0.0,not_offered,0.0,0.0,0.0,False
UC00000007,2024-06,22585.67,1.6,True,False,0.0,not_offered,0.0,0.0,0.0,False
UC00000007,2024-07,24238.69,1.22,True,True,0.0,declined,0.0,0.0,0.0,False
UC00000007,2024-08,21671.26,0.51,True,False,0.0,not_offered,0.0,0.0,0.0,False
UC00000007,2024-09,26910.98,1.09,True,False,0.0,not_offered,0.0,0.0,0.0,False
UC00000007,2024-10,20875.13,0.6,True,False,0.0,not_offered,0.0,0.0,0.0,False
UC00000007,2024-11,17846.76,1.03,True,False,0.0,not_offered,0.0,0.0,0.0,False
UC00000007,2024-12,14193.1,0.62,True,True,0.0,declined,0.0,0.0,0.0,False
UC00000008,2024-01,47670.92,6.73,True,True,18935.89,active,905.35,9318.97,3.557,False
UC00000008,2024-02,43304.08,3.83,True,False,0.0,not_offered,0.0,7457.02,0.0,False
UC00000008,2024-03,46016.35,4.97,True,False,0.0,not_offered,0.0,5486.97,0.0,False
UC00000008,2024-04,29171.76,7.18,True,True,0.0,declined,0.0,7210.15,0.0,False
UC00000008,2024-05,58493.49,7.34,True,False,0.0,not_offered,0.0,0.0,0.0,False
UC00000008,2024-06,58970.08,4.99,True,True,0.0,declined,0.0,3223.08,0.0,False
UC00000008,2024-07,59931.71,4.44,True,True,0.0,declined,0.0,2283.32,0.0,False
UC00000008,2024-08,44598.09,4.58,True,True,0.0,declined,0.0,9297.83,0.0,False
UC00000008,2024-09,46627.12,4.76,True,True,0.0,declined,0.0,9699.9,0.0,False
UC00000008,2024-10,31844.38,7.2,True,False,0.0,not_offered,0.0,12405.42,0.0,False
UC00000008,2024-11,42369.25,6.77,True,True,0.0,declined,0.0,4227.7,0.0,False
UC00000008,2024-12,60062.66,4.3,True,False,0.0,not_offered,0.0,0.0,0.0,False
UC00000009,2024-01,48114.22,6.49,True,False,0.0,not_offered,0.0,6630.43,0.0,False
UC00000009,2024-02,52351.13,3.22,True,False,0.0,not_offered,0.0,3417.05,0.0,False
UC00000009,2024-03,45617.23,1.76,True,True,0.0,declined,0.0,0.0,0.0,False
UC00000009,2024-04,55004.29,1.69,True,True,0.0,declined,0.0,0.0,0.0,False
UC00000009,2024-05,51399.18,1.68,True,True,15716.57,repaid,16547.4,0.0,0.327,False
UC00000009,2024-06,44675.99,0.73,True,True,0.0,declined,0.0,918.25,0.0,False
UC00000009,2024-07,59702.88,1.51,True,True,15148.87,repaid,15693.67,0.0,0.224,False
UC00000009,2024-08,58861.9,0.81,True,True,23885.85,repaid,24743.24,0.0,0.213,False
UC00000009,2024-09,64049.74,0.6,True,False,0.0,not_offered,0.0,0.0,0.0,False
UC00000009,2024-10,52398.62,1.05,True,True,0.0,declined,0.0,0.0,0.0,False
UC00000009,2024-11,56451.37,0.64,True,True,21301.78,active,1573.62,0.0,0.318,False
UC00000009,2024-12,41367.58,0.57,True,True,16998.5,repaid,17568.34,1860.58,0.539,False
UC00000010,2024-01,17553.11,4.64,True,False,0.0,not_offered,0.0,3526.74,0.0,False
UC00000010,2024-02,21747.75,7.25,True,False,0.0,not_offered,0.0,617.77,0.0,False
UC00000010,2024-03,27733.51,6.07,True,False,0.0,not_offered,0.0,254.77,0.0,False
UC00000010,2024-04,28251.68,3.07,True,True,7304.62,active,438.94,726.93,1.569,False
UC00000010,2024-05,24833.36,3.96,True,False,0.0,not_offered,0.0,1235.89,0.0,False
UC00000010,2024-06,29585.77,6.99,True,False,0.0,not_offered,0.0,0.0,0.0,False
UC00000010,2024-07,18084.23,5.91,True,False,0.0,not_offered,0.0,4138.16,0.0,False
UC00000010,2024-08,22900.33,4.17,True,False,0.0,not_offered,0.0,761.94,0.0,False
UC00000010,2024-09,21837.78,4.23,True,True,6009.5,active,567.84,319.65,1.534,False
UC00000010,2024-10,17886.18,3.95,True,False,0.0,not_offered,0.0,827.7,0.0,False
UC00000010,2024-11,25295.88,3.97,True,True,0.0,declined,0.0,82.61,0.0,False
UC00000010,2024-12,17141.84,6.72,True,False,0.0,not_offered,0.0,1940.22,0.0,False
UC00000011,2024-01,36435.58,7.27,True,False,0.0,not_offered,0.0,10818.1,0.0,False
UC00000011,2024-02,58011.1,3.78,True,False,0.0,not_offered,0.0,8160.38,0.0,False
UC00000011,2024-03,47287.86,3.32,True,False,0.0,not_offered,0.0,9694.62,0.0,False
UC00000011,2024-04,45001.32,3.03,True,False,0.0,not_offered,0.0,9389.8,0.0,False
UC00000011,2024-05,59693.54,3.46,True,True,22076.14,repaid,23225.72,5594.36,1.288,False
UC00000011,2024-06,58153.81,0.97,True,True,12256.02,repaid,12915.2,0.0,0.301,False
UC00000011,2024-07,63971.15,1.37,True,False,0.0,not_offered,0.0,0.0,0.0,False
UC00000011,2024-08,52448.21,1.19,True,True,9594.34,repaid,9897.88,0.0,0.744,False
UC00000011,2024-09,55264.35,1.66,True,True,16924.66,active,884.41,0.0,0.579,False
UC00000011,2024-10,54610.24,1.42,True,True,19166.02,active,1092.25,0.0,0.33,False
UC00000011,2024-11,60121.26,1.3,True,True,24850.4,repaid,25654.56,0.0,0.629,False
UC00000011,2024-12,59429.41,1.32,True,False,0.0,not_offered,0.0,0.0,0.0,False
UC00000012,2024-01,21757.03,4.89,True,True,6096.71,active,707.78,7526.37,2.923,False
UC00000012,2024-02,34715.84,6.4,True,True,0.0,declined,0.0,1189.03,0.0,False
UC00000012,2024-03,33693.82,3.55,True,True,0.0,declined,0.0,78.44,0.0,False
UC00000012,2024-04,37103.25,3.2,True,False,0.0,not_offered,0.0,0.0,0.0,False
UC00000012,2024-05,33892.75,3.89,True,False,0.0,not_offered,0.0,4158.47,0.0,False
UC00000012,2024-06,32085.15,7.34,True,False,0.0,not_offered,0.0,4043.32,0.0,False
UC00000012,2024-07,32448.41,4.59,True,True,0.0,declined,0.0,4758.46,0.0,False
UC00000012,2024-08,28927.18,5.12,True,False,0.0,not_offered,0.0,6832.76,0.0,False
UC00000012,2024-09,28783.18,5.9,True,True,0.0,declined,0.0,1116.69,0.0,False
UC00000012,2024-10,28145.6,3.72,True,False,0.0,not_offered,0.0,3906.47,0.0,False
UC00000012,2024-11,33395.26,6.96,True,False,0.0,not_offered,0.0,4826.08,0.0,False
UC00000012,2024-12,35553.92,7.13,True,False,0.0,not_offered,0.0,513.36,0.0,False
UC00000013,2024-01,27758.24,6.62,True,False,0.0,not_offered,0.0,4010.24,0.0,False
UC00000013,2024-02,32421.38,3.64,True,True,0.0,declined,0.0,0.0,0.0,False
UC00000013,2024-03,29114.24,4.01,True,True,0.0,declined,0.0,1133.33,0.0,False
UC00000013,2024-04,32544.85,4.04,True,True,0.0,declined,0.0,1512.32,0.0,False
UC00000013,2024-05,34893.5,4.79,True,False,0.0,not_offered,0.0,2096.3,0.0,False
UC00000013,2024-06,36067.93,6.36,True,True,7253.64,active,415.73,878.86,2.225,False
UC00000013,2024-07,25636.81,5.07,True,True,0.0,declined,0.0,5363.0,0.0,False
UC00000013,2024-08,28853.85,4.97,True,False,0.0,not_offered,0.0,0.0,0.0,False
UC00000013,2024-09,35411.93,6.2,True,False,0.0,not_offered,0.0,0.0,0.0,False
UC00000013,2024-10,26728.5,6.36,True,False,0.0,not_offered,0.0,3796.41,0.0,False
UC00000013,2024-11,32404.87,6.05,True,True,6113.85,active,265.35,230.48,2.719,False
UC00000013,2024-12,40442.99,3.28,True,True,8271.55,active,553.23,0.0,3.582,False
UC00000014,2024-01,27942.49,4.78,True,False,0.0,not_offered,0.0,1762.54,0.0,False
UC00000014,2024-02,35236.0,1.78,True,False,0.0,not_offered,0.0,112.93,0.0,False
UC00000014,2024-03,41133.11,0.52,True,False,0.0,not_offered,0.0,0.0,0.0,False
UC00000014,2024-04,37663.15,0.62,True,True,0.0,declined,0.0,0.0,0.0,False
UC00000014,2024-05,31998.95,0.66,True,False,0.0,not_offered,0.0,1341.24,0.0,False
UC00000014,2024-06,37536.48,1.73,True,True,0.0,declined,0.0,0.0,0.0,False
UC00000014,2024-07,38529.79,1.74,True,True,0.0,declined,0.0,0.0,0.0,False
UC00000014,2024-08,41977.68,0.55,True,False,0.0,not_offered,0.0,0.0,0.0,False
UC00000014,2024-09,28288.07,0.63,True,True,11856.95,active,522.46,1079.9,0.097,False
UC00000014,2024-10,31641.41,1.53,True,True,0.0,declined,0.0,383.22,0.0,False
UC00000014,2024-11,45949.12,1.36,True,True,17533.74,repaid,18478.35,0.0,0.229,False
UC00000014,2024-12,37981.43,1.06,True,False,0.0,not_offered,0.0,0.0,0.0,False
UC00000015,2024-01,19158.01,6.98,True,True,7657.95,repaid,8056.54,153.84,2.845,False
UC00000015,2024-02,14860.59,4.19,True,False,0.0,not_offered,0.0,295.65,0.0,False
UC00000015,2024-03,10250.21,3.95,True,False,0.0,not_offered,0.0,2752.99,0.0,False
UC00000015,2024-04,13605.32,5.46,True,False,0.0,not_offered,0.0,3073.09,0.0,False
UC00000015,2024-05,11181.66,5.01,True,False,0.0,not_offered,0.0,3691.67,0.0,False
UC00000015,2024-06,17633.04,3.15,True,False,0.0,not_offered,0.0,1548.22,0.0,False
UC00000015,2024-07,13447.6,5.08,True,False,0.0,not_offered,0.0,1253.22,0.0,False
UC00000015,2024-08,16094.79,0.64,True,True,3678.75,repaid,3861.97,0.0,0.662,False
UC00000015,2024-09,13190.46,1.18,True,True,3849.42,active,254.05,0.0,0.575,False
UC00000015,2024-10,13815.8,1.59,True,False,0.0,not_offered,0.0,0.0,0.0,False
UC00000015,2024-11,13675.36,0.62,True,True,5525.56,active,282.14,0.0,0.455,False
UC00000015,2024-12,18061.34,1.59,True,True,4242.58,repaid,4394.77,0.0,0.289,False
UC00000016,2024-01,29275.99,6.41,True,True,0.0,declined,0.0,4824.57,0.0,False
UC00000016,2024-02,33226.1,3.04,True,False,0.0,not_offered,0.0,3711.23,0.0,False
UC00000016,2024-03,38185.55,5.91,True,True,15695.59,defaulted,8760.05,0.0,3.353,True
UC00000016,2024-04,33016.2,1.78,True,True,12489.19,active,921.97,0.0,0.487,False
UC00000016,2024-05,25994.53,1.24,True,True,5753.98,active,326.67,848.57,0.111,False
UC00000016,2024-06,26415.76,1.28,True,True,10055.8,active,492.7,0.0,0.563,False
UC00000016,2024-07,36563.07,1.37,True,True,0.0,declined,0.0,0.0,0.0,False
UC00000016,2024-08,25761.68,1.67,True,False,0.0,not_offered,0.0,0.0,0.0,False
UC00000016,2024-09,30563.74,1.13,True,False,0.0,not_offered,0.0,0.0,0.0,False
UC00000016,2024-10,28194.62,1.2,True,True,0.0,declined,0.0,0.0,0.0,False
UC00000016,2024-11,31205.17,0.66,True,False,0.0,not_offered,0.0,0.0,0.0,False
UC00000016,2024-12,24351.73,0.99,True,False,0.0,not_offered,0.0,0.0,0.0,False
UC00000017,2024-01,29039.4,6.09,True,False,0.0,not_offered,0.0,7041.63,0.0,False
UC00000017,2024-02,26224.01,6.43,True,False,0.0,not_offered,0.0,3173.82,0.0,False
UC00000017,2024-03,31086.06,4.91,True,False,0.0,not_offered,0.0,1909.84,0.0,False
UC00000017,2024-04,26910.0,3.04,True,False,0.0,not_offered,0.0,5989.79,0.0,False
UC00000017,2024-05,29280.98,3.75,True,False,0.0,not_offered,0.0,2288.21,0.0,False
UC00000017,2024-06,33769.37,1.05,True,False,0.0,not_offered,0.0,0.0,0.0,False
UC00000017,2024-07,26248.63,0.97,True,True,5809.86,active,256.85,0.0,0.524,False
UC00000017,2024-08,33363.01,1.56,True,True,0.0,declined,0.0,0.0,0.0,False
UC00000017,2024-09,31261.78,0.5,True,False,0.0,not_offered,0.0,0.0,0.0,False
UC00000017,2024-10,39677.0,1.12,True,True,0.0,declined,0.0,0.0,0.0,False
UC00000017,2024-11,43914.69,1.04,True,False,0.0,not_offered,0.0,0.0,0.0,False
UC00000017,2024-12,44388.63,0.57,True,True,13259.29,active,1314.15,0.0,0.255,False
UC00000018,2024-01,41650.77,7.31,True,True,0.0,declined,0.0,0.0,0.0,False
UC00000018,2024-02,30047.83,4.39,True,False,0.0,not_offered,0.0,0.0,0.0,False
UC00000018,2024-03,19962.54,3.93,True,False,0.0,not_offered,0.0,4735.31,0.0,False
UC00000018,2024-04,17696.4,7.44,True,False,0.0,not_offered,0.0,6058.63,0.0,False
UC00000018,2024-05,33474.98,5.67,True,True,0.0,declined,0.0,0.0,0.0,False
UC00000018,2024-06,30855.04,3.92,True,False,0.0,not_offered,0.0,239.81,0.0,False
UC00000018,2024-07,19764.3,6.06,True,False,0.0,not_offered,0.0,4433.55,0.0,False
UC00000018,2024-08,33061.23,5.34,True,False,0.0,not_offered,0.0,1104.54,0.0,False
UC00000018,2024-09,25125.82,6.59,True,False,0.0,not_offered,0.0,677.22,0.0,False
UC00000018,2024-10,30825.27,6.57,True,False,0.0,not_offered,0.0,0.0,0.0,False
UC00000018,2024-11,22685.97,6.64,True,False,0.0,not_offered,0.0,3435.53,0.0,False
UC00000018,2024-12,19585.01,4.07,True,True,0.0,declined,0.0,1080.71,0.0,False
UC00000019,2024-01,28046.0,5.62,True,True,9597.42,repaid,9834.14,3530.49,2.043,False
UC00000019,2024-02,38955.13,5.68,True,True,11623.38,active,671.06,0.0,1.76,False
UC00000019,2024-03,30702.12,3.19,True,True,0.0,declined,0.0,4259.44,0.0,False
UC00000019,2024-04,26638.88,4.83,True,True,0.0,declined,0.0,4837.69,0.0,False
UC00000019,2024-05,23777.18,5.06,True,False,0.0,not_offered,0.0,4958.34,0.0,False
UC00000019,2024-06,26718.69,5.1,True,False,0.0,not_offered,0.0,2569.15,0.0,False
UC00000019,2024-07,30310.69,4.31,True,True,0.0,declined,0.0,1065.06,0.0,False
UC00000019,2024-08,39420.18,3.95,True,False,0.0,not_offered,0.0,3136.92,0.0,False
UC00000019,2024-09,35626.78,7.35,True,False,0.0,not_offered,0.0,0.0,0.0,False
UC00000019,2024-10,33746.49,3.91,True,False,0.0,not_offered,0.0,3401.99,0.0,False
UC00000019,2024-11,34885.95,3.48,True,False,0.0,not_offered,0.0,4800.65,0.0,False
UC00000019,2024-12,36981.48,6.56,True,False,0.0,not_offered,0.0,619.22,0.0,False
UC00000020,2024-01,42789.75,3.71,True,False,0.0,not_offered,0.0,9797.88,0.0,False
UC00000020,2024-02,40820.43,6.42,True,False,0.0,not_offered,0.0,9553.29,0.0,False
UC00000020,2024-03,41792.22,5.88,True,False,0.0,not_offered,0.0,988.52,0.0,False
UC00000020,2024-04,55304.26,1.7,True,False,0.0,not_offered,0.0,0.0,0.0,False
UC00000020,2024-05,37455.69,1.24,True,False,0.0,not_offered,0.0,2099.73,0.0,False
UC00000020,2024-06,57233.25,1.0,True,True,14202.32,active,975.4,0.0,0.298,False
UC00000020,2024-07,40977.64,1.61,True,False,0.0,not_offered,0.0,0.0,0.0,False
UC00000020,2024-08,50332.64,1.72,True,True,13553.01,active,786.63,0.0,0.137,False
UC00000020,2024-09,43787.03,1.64,True,False,0.0,not_offered,0.0,2087.78,0.0,False
UC00000020,2024-10,32011.9,0.74,True,False,0.0,not_offered,0.0,1347.59,0.0,False
UC00000020,2024-11,50465.56,0.8,True,True,9365.46,repaid,9530.48,0.0,0.449,False
UC00000020,2024-12,42699.63,1.47,True,False,0.0,not_offered,0.0,2806.75,0.0,False
UC00000021,2024-01,13131.71,3.68,True,True,0.0,declined,0.0,2707.97,0.0,False
UC00000021,2024-02,15874.53,5.84,True,True,0.0,declined,0.0,922.33,0.0,False
UC00000021,2024-03,22575.74,3.75,True,False,0.0,not_offered,0.0,0.0,0.0,False
UC00000021,2024-04,15551.9,1.29,True,False,0.0,not_offered,0.0,0.0,0.0,False
UC00000021,2024-05,20347.73,1.27,True,True,7757.94,repaid,8016.97,0.0,0.161,False
UC00000021,2024-06,13684.92,1.33,True,True,3972.36,active,280.04,0.0,0.246,False
UC00000021,2024-07,18182.5,1.77,True,True,7470.7,repaid,7618.86,0.0,0.337,False
UC00000021,2024-08,9112.85,1.74,True,False,0.0,not_offered,0.0,1882.27,0.0,False
UC00000021,2024-09,21088.86,1.57,True,False,0.0,not_offered,0.0,0.0,0.0,False
UC00000021,2024-10,18744.79,0.8,True,False,0.0,not_offered,0.0,0.0,0.0,False
UC00000021,2024-11,11903.37,0.94,True,False,0.0,not_offered,0.0,0.0,0.0,False
UC00000021,2024-12,15399.59,0.51,True,False,0.0,not_offered,0.0,90.71,0.0,False
UC00000022,2024-01,49438.24,5.97,True,True,0.0,declined,0.0,3119.59,0.0,False
UC00000022,2024-02,34392.39,3.27,True,False,0.0,not_offered,0.0,5843.64,0.0,False
UC00000022,2024-03,47965.45,3.03,True,False,0.0,not_offered,0.0,967.81,0.0,False
UC00000022,2024-04,51181.58,5.78,True,False,0.0,not_offered,0.0,2311.8,0.0,False
UC00000022,2024-05,51113.83,4.2,True,False,0.0,not_offered,0.0,302.42,0.0,False
UC00000022,2024-06,56398.9,6.9,True,False,0.0,not_offered,0.0,22.35,0.0,False
UC00000022,2024-07,44522.64,1.18,True,False,0.0,not_offered,0.0,0.0,0.0,False
UC00000022,2024-08,44372.43,1.72,True,True,0.0,declined,0.0,0.0,0.0,False
UC00000022,2024-09,54234.68,1.19,True,True,10273.8,repaid,10564.77,0.0,0.4,False
UC00000022,2024-10,41175.06,1.53,True,True,10154.85,repaid,10406.59,0.0,0.399,False
UC00000022,2024-11,43230.97,1.68,True,True,0.0,declined,0.0,289.34,0.0,False
UC00000022,2024-12,53838.29,0.67,True,True,0.0,declined,0.0,0.0,0.0,False
UC00000023,2024-01,15634.14,6.16,True,False,0.0,not_offered,0.0,126.34,0.0,False
UC00000023,2024-02,13668.49,3.56,True,False,0.0,not_offered,0.0,1448.49,0.0,False
UC00000023,2024-03,12064.59,7.45,True,False,0.0,not_offered,0.0,2694.78,0.0,False
UC00000023,2024-04,13872.79,6.03,True,False,0.0,not_offered,0.0,257.56,0.0,False
UC00000023,2024-05,14540.06,6.11,True,True,0.0,declined,0.0,1171.23,0.0,False
UC00000023,2024-06,12958.68,4.1,True,True,3736.29,repaid,3935.64,2420.66,2.372,False
UC00000023,2024-07,10574.19,5.34,True,False,0.0,not_offered,0.0,1555.43,0.0,False
UC00000023,2024-08,15935.01,6.89,True,False,0.0,not_offered,0.0,747.81,0.0,False
UC00000023,2024-09,10390.37,6.0,True,False,0.0,not_offered,0.0,860.96,0.0,False
UC00000023,2024-10,16248.22,7.11,True,True,3652.36,repaid,3775.17,447.24,2.2,False
UC00000023,2024-11,12387.2,5.92,True,False,0.0,not_offered,0.0,960.7,0.0,False
UC00000023,2024-12,11747.76,7.24,True,False,0.0,not_offered,0.0,403.2,0.0,False
UC00000024,2024-01,29781.36,6.22,True,False,0.0,not_offered,0.0,2487.96,0.0,False
UC00000024,2024-02,22605.93,7.14,True,False,0.0,not_offered,0.0,5918.18,0.0,False
UC00000024,2024-03,38531.21,7.2,True,False,0.0,not_offered,0.0,0.0,0.0,False
UC00000024,2024-04,34369.71,4.37,True,False,0.0,not_offered,0.0,0.0,0.0,False
UC00000024,2024-05,36218.63,3.91,True,False,0.0,not_offered,0.0,0.0,0.0,False
UC00000024,2024-06,27614.19,4.41,True,False,0.0,not_offered,0.0,3598.95,0.0,False
UC00000024,2024-07,33736.6,7.24,True,False,0.0,not_offered,0.0,607.53,0.0,False
UC00000024,2024-08,33055.97,7.33,True,False,0.0,not_offered,0.0,1531.07,0.0,False
UC00000024,2024-09,25720.17,3.46,True,False,0.0,not_offered,0.0,4120.09,0.0,False
UC00000024,2024-10,23964.85,3.22,True,False,0.0,not_offered,0.0,1056.16,0.0,False
UC00000024,2024-11,32465.18,6.62,True,False,0.0,not_offered,0.0,1294.34,0.0,False
UC00000024,2024-12,19590.34,3.23,True,True,0.0,declined,0.0,3341.13,0.0,False
UC00000025,2024-01,34809.95,6.63,True,False,0.0,not_offered,0.0,103.54,0.0,False
UC00000025,2024-02,25210.0,3.05,True,False,0.0,not_offered,0.0,3325.04,0.0,False
UC00000025,2024-03,22253.11,5.14,True,False,0.0,not_offered,0.0,938.32,0.0,False
UC00000025,2024-04,27983.48,4.44,True,False,0.0,not_offered,0.0,1758.95,0.0,False
UC00000025,2024-05,29586.49,4.09,True,False,0.0,not_offered,0.0,180.87,0.0,False
UC00000025,2024-06,21261.19,3.13,True,False,0.0,not_offered,0.0,1053.71,0.0,False
