merchant_id,month,income_growth_pct,monthly_profit,retention_flag,churn_probability,treatment_flag,post_treatment_flag,lock_in_score,technology_adoption_score,advancement_score,agentic_intelligence_score,forecast_usage
UC00000003,2024-12,-0.2426,18100.44,True,0.0096,True,True,0.6986,0.7212,0.4953,0.2488,False
UC00000004,2024-01,-0.2586,18628.01,True,0.0162,True,False,0.6153,0.716,0.507,0.379,False
UC00000004,2024-02,-0.0045,25700.63,True,0.0133,True,False,0.6159,0.716,0.6485,0.379,False
UC00000004,2024-03,-0.1531,18741.0,True,0.0156,True,False,0.6156,0.716,0.5499,0.379,False
UC00000004,2024-04,-0.1727,16793.74,True,0.009,True,True,0.7687,0.716,0.5298,0.379,False
UC00000004,2024-05,-0.0548,23936.32,True,0.0081,True,True,0.7648,0.716,0.6241,0.379,False
UC00000004,2024-06,-0.2594,18625.37,True,0.0098,True,True,0.7662,0.716,0.5101,0.379,False
UC00000004,2024-07,-0.0956,22087.99,True,0.0082,True,True,0.769,0.716,0.5933,0.379,False
UC00000004,2024-08,-0.2654,16770.15,True,0.01,True,True,0.7662,0.716,0.4959,0.379,False
UC00000004,2024-09,-0.2263,18151.72,True,0.0094,True,True,0.7666,0.716,0.5182,0.379,False
UC00000004,2024-10,0.1629,31466.33,True,0.0064,True,True,0.7713,0.716,0.7522,0.379,False
UC00000004,2024-11,-0.2574,15987.48,True,0.0094,True,True,0.7696,0.716,0.4969,0.379,False
UC00000004,2024-12,-0.1589,23588.55,True,0.009,True,True,0.7688,0.716,0.5777,0.379,False
UC00000005,2024-01,-0.3287,10767.05,True,0.021,False,False,0.5694,0.5825,0.4732,0.1917,False
UC00000005,2024-02,-0.088,13278.95,True,0.0185,False,False,0.5734,0.5825,0.5921,0.1917,False
UC00000005,2024-03,-0.1523,12682.05,True,0.0194,False,False,0.5711,0.5825,0.5577,0.1917,False
UC00000005,2024-04,-0.0116,14036.82,True,0.0181,False,False,0.5683,0.5825,0.6264,0.1917,False
UC00000005,2024-05,-0.2324,11474.8,True,0.0208,False,False,0.5657,0.5825,0.5146,0.1917,False
UC00000005,2024-06,-0.2909,10290.56,True,0.02,False,False,0.573,0.5825,0.4807,0.1917,False
UC00000005,2024-07,-0.1662,13716.81,True,0.0188,False,False,0.5699,0.5825,0.5661,0.1917,False
UC00000005,2024-08,-0.1849,12495.54,True,0.0196,False,False,0.5698,0.5825,0.5432,0.1917,False
UC00000005,2024-09,-0.0594,14481.5,True,0.0185,False,False,0.5688,0.5825,0.6141,0.1917,False
UC00000005,2024-10,-0.3708,9879.06,True,0.0217,False,False,0.5706,0.5825,0.4457,0.1917,False
UC00000005,2024-11,-0.1755,11042.46,True,0.019,False,False,0.5713,0.5825,0.5315,0.1917,False
UC00000005,2024-12,0.0701,15169.46,True,0.017,False,False,0.5725,0.5825,0.6734,0.1917,False
UC00000006,2024-01,-0.1755,8688.66,True,0.0247,False,False,0.6104,0.7088,0.5674,0.7427,True
UC00000006,2024-02,0.2602,12992.75,True,0.0208,False,False,0.6125,0.7088,0.8105,0.7427,True
UC00000006,2024-03,-0.388,6257.84,True,0.0274,False,False,0.6098,0.7088,0.4473,0.7427,True
UC00000006,2024-04,0.0385,9306.87,True,0.0234,False,False,0.608,0.7088,0.6637,0.5427,False
UC00000006,2024-05,-0.1235,8422.71,True,0.0246,False,False,0.6124,0.7088,0.5893,0.7427,True
UC00000006,2024-06,-0.047,9305.11,True,0.0233,False,False,0.6126,0.7088,0.6293,0.5427,False
UC00000006,2024-07,-0.4019,5935.71,True,0.0266,False,False,0.6105,0.7088,0.4357,0.5427,False
UC00000006,2024-08,-0.4216,5499.88,True,0.0259,False,False,0.6109,0.7088,0.4296,0.5427,False
UC00000006,2024-09,-0.2718,7930.75,True,0.0254,False,False,0.6109,0.7088,0.5242,0.7427,True
UC00000006,2024-10,-0.1863,7348.61,True,0.0231,False,False,0.6175,0.7088,0.5418,0.5427,False
UC00000006,2024-11,0.1213,11835.42,True,0.0225,False,False,0.6103,0.7088,0.7378,0.7427,True
UC00000006,2024-12,-0.3407,5659.96,True,0.0266,False,False,0.611,0.7088,0.4527,0.5427,False
UC00000007,2024-01,-0.4144,6113.46,True,0.0262,True,False,0.6277,0.8658,0.4211,0.3289,False
UC00000007,2024-02,-0.4108,6046.68,True,0.0248,True,False,0.631,0.8658,0.4189,0.3289,False
UC00000007,2024-03,-0.3384,8067.25,True,0.0288,True,False,0.6216,0.8658,0.4679,0.3289,False
UC00000007,2024-04,-0.2465,9023.05,True,0.0236,True,False,0.629,0.8658,0.5207,0.3289,False
UC00000007,2024-05,-0.0046,12548.36,True,0.0126,True,True,0.7824,0.8658,0.6633,0.3289,False
UC00000007,2024-06,0.0078,10142.63,True,0.0125,True,True,0.783,0.8658,0.6367,0.3289,False
UC00000007,2024-07,0.0816,11945.57,True,0.0125,True,True,0.7786,0.8658,0.6909,0.3289,False
UC00000007,2024-08,-0.033,10379.04,True,0.0128,True,True,0.7817,0.8658,0.6254,0.3289,False
UC00000007,2024-09,0.2009,12984.16,True,0.0118,True,True,0.7807,0.8658,0.751,0.3289,False
UC00000007,2024-10,-0.0685,10296.58,True,0.0141,True,True,0.7771,0.8658,0.6076,0.3289,False
UC00000007,2024-11,-0.2036,8035.06,True,0.0138,True,True,0.778,0.8658,0.5257,0.3289,False
UC00000007,2024-12,-0.3667,7474.73,True,0.0155,True,True,0.7791,0.8658,0.4537,0.3289,False
UC00000008,2024-01,-0.2315,20488.42,True,0.0139,False,False,0.5847,0.7626,0.5051,0.3177,False
UC00000008,2024-02,-0.3019,21829.98,True,0.0157,False,False,0.5825,0.7626,0.4836,0.3177,False
UC00000008,2024-03,-0.2582,21988.29,True,0.0147,False,False,0.5827,0.7626,0.5003,0.3177,False
UC00000008,2024-04,-0.5297,11517.0,True,0.019,False,False,0.5869,0.7626,0.3951,0.3177,False
UC00000008,2024-05,-0.057,28408.01,True,0.0114,False,False,0.5853,0.7626,0.6114,0.3177,False
UC00000008,2024-06,-0.0493,25325.76,True,0.0113,False,False,0.5849,0.7626,0.599,0.3177,False
UC00000008,2024-07,-0.0338,27860.87,True,0.0111,False,False,0.585,0.7626,0.6174,0.3177,False
UC00000008,2024-08,-0.281,19988.1,True,0.0149,False,False,0.5828,0.7626,0.4813,0.3177,False
UC00000008,2024-09,-0.2483,23356.12,True,0.0144,False,False,0.5826,0.7626,0.5112,0.3177,False
UC00000008,2024-10,-0.4866,14429.64,True,0.0189,False,False,0.5838,0.7626,0.4093,0.3177,False
UC00000008,2024-11,-0.317,16777.88,True,0.0151,False,False,0.5832,0.7626,0.4512,0.3177,False
UC00000008,2024-12,-0.0317,24280.12,True,0.0115,False,False,0.5833,0.7626,0.6001,0.3177,False
UC00000009,2024-01,-0.1873,21677.05,True,0.0121,True,False,0.6196,0.6292,0.5308,0.5609,False
UC00000009,2024-02,-0.1158,27736.89,True,0.0118,True,False,0.6173,0.6292,0.5921,0.7609,True
UC00000009,2024-03,-0.2295,25804.22,True,0.0074,True,True,0.7714,0.6292,0.5396,0.5609,False
UC00000009,2024-04,-0.0709,23169.35,True,0.0061,True,True,0.7706,0.6292,0.5886,0.7609,True
UC00000009,2024-05,-0.1318,27703.8,True,0.0068,True,True,0.7687,0.6292,0.5879,0.5609,False
UC00000009,2024-06,-0.2454,24255.49,True,0.0076,True,True,0.7711,0.6292,0.527,0.5609,False
UC00000009,2024-07,0.0084,27924.72,True,0.0057,True,True,0.7711,0.6292,0.6439,0.5609,False
UC00000009,2024-08,-0.0058,31162.36,True,0.0059,True,True,0.77,0.6292,0.6551,0.7609,True
UC00000009,2024-09,0.0818,34432.02,True,0.0052,True,True,0.7716,0.6292,0.7049,0.7609,True
UC00000009,2024-10,-0.1149,26113.75,True,0.0064,True,True,0.7708,0.6292,0.5854,0.5609,False
UC00000009,2024-11,-0.0465,24490.28,True,0.0062,True,True,0.7706,0.6292,0.603,0.7609,True
UC00000009,2024-12,-0.3013,19621.75,True,0.0081,True,True,0.7705,0.6292,0.4801,0.7609,True
UC00000010,2024-01,-0.3411,8817.04,True,0.0177,False,False,0.6174,0.6631,0.4612,0.2855,False
UC00000010,2024-02,-0.1836,9037.43,True,0.0175,False,False,0.6208,0.6631,0.5229,0.2855,False
UC00000010,2024-03,0.0411,14322.97,True,0.0147,False,False,0.6189,0.6631,0.672,0.2855,False
UC00000010,2024-04,0.0605,16044.75,True,0.015,False,False,0.6198,0.6631,0.7021,0.2855,False
UC00000010,2024-05,-0.0678,13376.69,True,0.0162,False,False,0.6177,0.6631,0.6195,0.2855,False
UC00000010,2024-06,0.1106,12507.55,True,0.0141,False,False,0.6206,0.6631,0.6811,0.2855,False
UC00000010,2024-07,-0.3212,9827.89,True,0.0188,False,False,0.6197,0.6631,0.4799,0.2855,False
UC00000010,2024-08,-0.1404,10211.07,True,0.0159,False,False,0.6195,0.6631,0.5522,0.2855,False
UC00000010,2024-09,-0.1802,9277.34,True,0.0159,False,False,0.6225,0.6631,0.5286,0.2855,False
UC00000010,2024-10,-0.3286,7821.39,True,0.018,False,False,0.6182,0.6631,0.4536,0.2855,False
UC00000010,2024-11,-0.0504,13927.77,True,0.0167,False,False,0.6168,0.6631,0.6347,0.2855,False
UC00000010,2024-12,-0.3565,7292.44,True,0.0183,False,False,0.6208,0.6631,0.4393,0.2855,False
UC00000011,2024-01,-0.4458,20160.37,True,0.0183,True,False,0.5635,0.5905,0.4306,0.1994,False
UC00000011,2024-02,-0.1176,31123.84,True,0.0118,True,False,0.5632,0.5905,0.5914,0.1994,False
UC00000011,2024-03,-0.2807,19696.34,True,0.0146,True,False,0.5605,0.5905,0.4711,0.1994,False
UC00000011,2024-04,-0.3155,23845.31,True,0.0156,True,False,0.5607,0.5905,0.4793,0.1994,False
UC00000011,2024-05,-0.092,24424.83,True,0.0114,True,False,0.5635,0.5905,0.5743,0.1994,False
UC00000011,2024-06,-0.1155,26822.73,True,0.0069,True,True,0.7165,0.5905,0.5752,0.1994,False
UC00000011,2024-07,-0.027,31359.86,True,0.0061,True,True,0.715,0.5905,0.6291,0.1994,False
UC00000011,2024-08,-0.2022,24319.09,True,0.0077,True,True,0.7154,0.5905,0.5301,0.1994,False
UC00000011,2024-09,-0.1594,27335.23,True,0.0072,True,True,0.7161,0.5905,0.5601,0.1994,False
UC00000011,2024-10,-0.1694,25498.3,True,0.0074,True,True,0.7137,0.5905,0.545,0.1994,False
UC00000011,2024-11,-0.0855,32359.03,True,0.0069,True,True,0.7137,0.5905,0.6145,0.1994,False
UC00000011,2024-12,-0.0961,33058.94,True,0.0068,True,True,0.7145,0.5905,0.6138,0.1994,False
UC00000012,2024-01,-0.467,9137.16,True,0.0241,False,False,0.5609,0.7336,0.4046,0.3916,False
UC00000012,2024-02,-0.1496,15372.33,True,0.0178,False,False,0.5671,0.7336,0.5484,0.3916,False
UC00000012,2024-03,-0.1746,18925.38,True,0.0182,False,False,0.5691,0.7336,0.5648,0.3916,False
UC00000012,2024-04,-0.0911,17831.07,True,0.0177,False,False,0.5663,0.7336,0.5947,0.3916,False
UC00000012,2024-05,-0.1697,17647.28,True,0.0189,False,False,0.5655,0.7336,0.5567,0.3916,False
UC00000012,2024-06,-0.214,17189.84,True,0.0179,False,False,0.5701,0.7336,0.5359,0.3916,False
UC00000012,2024-07,-0.2051,16329.84,True,0.0188,False,False,0.5621,0.7336,0.5369,0.3916,False
UC00000012,2024-08,-0.2914,13140.06,True,0.0195,False,False,0.5715,0.7336,0.4764,0.3916,False
UC00000012,2024-09,-0.2949,13957.79,True,0.0193,False,False,0.5706,0.7336,0.483,0.3916,False
UC00000012,2024-10,-0.3105,11471.88,True,0.0205,False,False,0.5635,0.7336,0.458,0.3916,False
UC00000012,2024-11,-0.1819,15665.43,True,0.0181,False,False,0.5684,0.7336,0.5402,0.3916,False
UC00000012,2024-12,-0.129,15623.85,True,0.0185,False,False,0.5667,0.7336,0.5603,0.3916,False
UC00000013,2024-01,-0.2507,16106.12,True,0.0232,False,False,0.6125,0.9048,0.5284,0.5959,False
UC00000013,2024-02,-0.1248,18433.97,True,0.0211,False,False,0.6138,0.9048,0.5943,0.5959,False
UC00000013,2024-03,-0.2141,14851.76,True,0.0219,False,False,0.6164,0.9048,0.5331,0.7959,True
UC00000013,2024-04,-0.1215,16124.47,True,0.0212,False,False,0.6138,0.9048,0.5727,0.7959,True
UC00000013,2024-05,-0.0581,18557.11,True,0.0193,False,False,0.6189,0.9048,0.625,0.7959,True
UC00000013,2024-06,-0.0264,20737.9,True,0.0195,False,False,0.6143,0.9048,0.6531,0.7959,True
UC00000013,2024-07,-0.308,12966.71,True,0.0244,False,False,0.6156,0.9048,0.4814,0.7959,True
UC00000013,2024-08,-0.2211,16456.87,True,0.0224,False,False,0.6111,0.9048,0.5423,0.7959,True
UC00000013,2024-09,-0.0441,19642.33,True,0.0195,False,False,0.6143,0.9048,0.6361,0.7959,True
UC00000013,2024-10,-0.2785,13387.1,True,0.0241,False,False,0.6156,0.9048,0.4974,0.7959,True
UC00000013,2024-11,-0.1253,19059.87,True,0.021,False,False,0.6148,0.9048,0.5976,0.7959,True
UC00000013,2024-12,0.0917,20966.14,True,0.0178,False,False,0.6172,0.9048,0.7004,0.7959,True
UC00000014,2024-01,-0.299,11805.6,True,0.0187,True,False,0.5834,0.5646,0.468,0.2382,False
UC00000014,2024-02,-0.116,15859.71,True,0.009,True,True,0.7424,0.5646,0.5748,0.2382,False
UC00000014,2024-03,0.032,20161.75,True,0.008,True,True,0.7446,0.5646,0.6644,0.2382,False
UC00000014,2024-04,-0.0551,20507.53,True,0.0086,True,True,0.7419,0.5646,0.6302,0.2382,False
UC00000014,2024-05,-0.1972,15571.09,True,0.0096,True,True,0.7386,0.5646,0.5378,0.2382,False
UC00000014,2024-06,-0.0583,21273.92,True,0.0085,True,True,0.742,0.5646,0.6358,0.2382,False
UC00000014,2024-07,-0.0333,16463.88,True,0.0085,True,True,0.7377,0.5646,0.6086,0.2382,False
UC00000014,2024-08,0.0532,22979.11,True,0.0081,True,True,0.7382,0.5646,0.6889,0.2382,False
UC00000014,2024-09,-0.2903,15992.4,True,0.0106,True,True,0.7395,0.5646,0.5079,0.2382,False
UC00000014,2024-10,-0.2062,14076.76,True,0.0097,True,True,0.739,0.5646,0.5264,0.2382,False
UC00000014,2024-11,0.1528,23542.84,True,0.0073,True,True,0.7441,0.5646,0.7343,0.2382,False
UC00000014,2024-12,-0.0471,18584.26,True,0.0085,True,True,0.7432,0.5646,0.6211,0.2382,False
UC00000015,2024-01,0.017,8282.72,True,0.0253,True,False,0.5412,0.6257,0.6323,0.2349,False
UC00000015,2024-02,-0.2111,7474.4,True,0.029,True,False,0.5385,0.6257,0.5289,0.2349,False
UC00000015,2024-03,-0.4559,4632.75,True,0.0307,True,False,0.5396,0.6257,0.409,0.2349,False
UC00000015,2024-04,-0.2777,6871.81,True,0.029,True,False,0.5382,0.6257,0.4946,0.2349,False
UC00000015,2024-05,-0.4064,5442.95,True,0.0306,True,False,0.5367,0.6257,0.4231,0.2349,False
UC00000015,2024-06,-0.0639,9076.69,True,0.0265,True,False,0.54,0.6257,0.6115,0.2349,False
UC00000015,2024-07,-0.2861,6963.18,True,0.0287,True,False,0.5372,0.6257,0.4893,0.2349,False
UC00000015,2024-08,-0.1456,8150.85,True,0.0162,True,True,0.6919,0.6257,0.5718,0.2349,False
UC00000015,2024-09,-0.2998,6378.21,True,0.016,True,True,0.6942,0.6257,0.4795,0.2349,False
UC00000015,2024-10,-0.2666,6078.75,True,0.0165,True,True,0.6937,0.6257,0.4894,0.2349,False
UC00000015,2024-11,-0.274,6941.14,True,0.0171,True,True,0.6934,0.6257,0.502,0.2349,False
UC00000015,2024-12,-0.0412,8303.87,True,0.015,True,True,0.6912,0.6257,0.612,0.2349,False
UC00000016,2024-01,-0.1968,14240.63,True,0.014,True,False,0.643,0.6883,0.539,0.7262,True
UC00000016,2024-02,-0.0884,16802.14,True,0.0125,True,False,0.6476,0.6883,0.5985,0.7262,True
UC00000016,2024-03,0.0476,17616.74,True,0.0116,True,False,0.6487,0.6883,0.6575,0.5262,False
UC00000016,2024-04,-0.0942,16756.46,True,0.0075,True,True,0.7966,0.6883,0.6007,0.7262,True
UC00000016,2024-05,-0.2868,11583.13,True,0.0081,True,True,0.801,0.6883,0.481,0.7262,True
UC00000016,2024-06,-0.2753,12323.02,True,0.0082,True,True,0.7989,0.6883,0.4939,0.7262,True
UC00000016,2024-07,0.0031,18545.35,True,0.0066,True,True,0.8002,0.6883,0.6489,0.5262,False
UC00000016,2024-08,-0.2932,14075.83,True,0.0082,True,True,0.8007,0.6883,0.5005,0.7262,True
UC00000016,2024-09,-0.1615,16934.29,True,0.0078,True,True,0.8008,0.6883,0.5734,0.7262,True
UC00000016,2024-10,-0.2265,11828.46,True,0.0081,True,True,0.7994,0.6883,0.5072,0.7262,True
UC00000016,2024-11,-0.1439,14784.12,True,0.0075,True,True,0.7989,0.6883,0.5638,0.5262,False
UC00000016,2024-12,-0.3319,12514.5,True,0.0085,True,True,0.7976,0.6883,0.4776,0.7262,True
UC00000017,2024-01,-0.2861,14403.86,True,0.0234,True,False,0.5647,0.6083,0.488,0.8024,True
UC00000017,2024-02,-0.3553,11761.32,True,0.0244,True,False,0.5647,0.6083,0.4426,0.6024,False
UC00000017,2024-03,-0.2358,14760.22,True,0.0227,True,False,0.5618,0.6083,0.5076,0.8024,True
UC00000017,2024-04,-0.3384,12440.9,True,0.0234,True,False,0.5624,0.6083,0.4494,0.8024,True
UC00000017,2024-05,-0.2802,14204.51,True,0.0235,True,False,0.5632,0.6083,0.4937,0.8024,True
UC00000017,2024-06,-0.1698,15336.93,True,0.0126,True,True,0.7153,0.6083,0.5435,0.8024,True
UC00000017,2024-07,-0.3547,13056.34,True,0.0139,True,True,0.7136,0.6083,0.4537,0.6024,False
UC00000017,2024-08,-0.1798,13876.66,True,0.0126,True,True,0.7182,0.6083,0.531,0.8024,True
UC00000017,2024-09,-0.2315,13417.72,True,0.0127,True,True,0.7195,0.6083,0.5062,0.8024,True
UC00000017,2024-10,-0.0246,18712.33,True,0.0107,True,True,0.7191,0.6083,0.6277,0.8024,True
UC00000017,2024-11,0.0796,23765.87,True,0.0101,True,True,0.7172,0.6083,0.7006,0.6024,False
UC00000017,2024-12,0.0913,22757.57,True,0.01,True,True,0.7203,0.6083,0.7001,0.8024,True
UC00000018,2024-01,0.3546,23707.5,True,0.0175,False,False,0.6056,0.7254,0.865,0.7497,True
UC00000018,2024-02,-0.0228,16445.76,True,0.0213,False,False,0.6025,0.7254,0.6428,0.7497,True
UC00000018,2024-03,-0.3508,10088.18,True,0.0257,False,False,0.6035,0.7254,0.4545,0.5497,False
UC00000018,2024-04,-0.4245,9194.35,True,0.0273,False,False,0.6016,0.7254,0.4261,0.5497,False
UC00000018,2024-05,0.0887,19519.73,True,0.021,False,False,0.5986,0.7254,0.7187,0.5497,False
UC00000018,2024-06,0.0035,17880.7,True,0.0209,False,False,0.605,0.7254,0.6704,0.7497,True
UC00000018,2024-07,-0.3572,9902.46,True,0.0268,False,False,0.5985,0.7254,0.4524,0.5497,False
UC00000018,2024-08,0.0752,19104.55,True,0.02,False,False,0.6042,0.7254,0.7112,0.7497,True
UC00000018,2024-09,-0.1829,13805.48,True,0.0229,False,False,0.6026,0.7254,0.5541,0.7497,True
UC00000018,2024-10,0.0025,16046.86,True,0.0211,False,False,0.6067,0.7254,0.652,0.5497,False
UC00000018,2024-11,-0.2622,13088.86,True,0.0249,False,False,0.6005,0.7254,0.5214,0.7497,True
UC00000018,2024-12,-0.3631,10549.59,True,0.0279,False,False,0.599,0.7254,0.4564,0.7497,True
UC00000019,2024-01,-0.3254,14023.46,True,0.019,False,False,0.6992,0.804,0.4707,0.7303,True
UC00000019,2024-02,-0.063,17920.8,True,0.0148,False,False,0.7018,0.804,0.6026,0.7303,True
UC00000019,2024-03,-0.2615,16311.11,True,0.0182,False,False,0.7017,0.804,0.5115,0.5303,False
UC00000019,2024-04,-0.3593,13711.68,True,0.0184,False,False,0.7033,0.804,0.4566,0.7303,True
UC00000019,2024-05,-0.4281,10366.45,True,0.0188,False,False,0.7025,0.804,0.4165,0.7303,True
UC00000019,2024-06,-0.3574,10637.44,True,0.0178,False,False,0.7051,0.804,0.4287,0.5303,False
UC00000019,2024-07,-0.271,14777.33,True,0.0168,False,False,0.7022,0.804,0.4958,0.7303,True
UC00000019,2024-08,-0.0519,14958.77,True,0.0144,False,False,0.7035,0.804,0.5817,0.7303,True
UC00000019,2024-09,-0.1431,16809.01,True,0.0155,False,False,0.7059,0.804,0.562,0.7303,True
UC00000019,2024-10,-0.1883,15741.5,True,0.016,False,False,0.7031,0.804,0.5375,0.7303,True
UC00000019,2024-11,-0.1609,14259.97,True,0.0157,False,False,0.7058,0.804,0.5379,0.5303,False
UC00000019,2024-12,-0.1105,19475.98,True,0.0149,False,False,0.7063,0.804,0.5946,0.7303,True
UC00000020,2024-01,-0.2597,22012.99,True,0.0155,True,False,0.5687,0.6672,0.5079,0.2694,False
UC00000020,2024-02,-0.2938,19448.12,True,0.0158,True,False,0.5687,0.6672,0.4794,0.2694,False
UC00000020,2024-03,-0.277,21464.54,True,0.0162,True,False,0.5691,0.6672,0.4993,0.2694,False
UC00000020,2024-04,-0.0432,27657.67,True,0.0071,True,True,0.7212,0.6672,0.6253,0.2694,False
UC00000020,2024-05,-0.352,16748.12,True,0.0101,True,True,0.7165,0.6672,0.4481,0.2694,False
UC00000020,2024-06,-0.0099,23762.96,True,0.0071,True,True,0.7183,0.6672,0.6153,0.2694,False
UC00000020,2024-07,-0.2911,17376.85,True,0.009,True,True,0.7238,0.6672,0.4768,0.2694,False
UC00000020,2024-08,-0.1292,22480.69,True,0.0078,True,True,0.7206,0.6672,0.5664,0.2694,False
UC00000020,2024-09,-0.2425,23953.29,True,0.0086,True,True,0.7217,0.6672,0.5279,0.2694,False
UC00000020,2024-10,-0.4462,16700.91,True,0.0112,True,True,0.719,0.6672,0.428,0.2694,False
UC00000020,2024-11,-0.1269,21667.13,True,0.0078,True,True,0.7208,0.6672,0.5626,0.2694,False
UC00000020,2024-12,-0.2613,22128.52,True,0.0088,True,True,0.7183,0.6672,0.51,0.2694,False
UC00000021,2024-01,-0.3193,7090.35,True,0.0238,True,False,0.6282,0.7362,0.4781,0.2967,False
UC00000021,2024-02,-0.1771,8195.1,True,0.0221,True,False,0.6323,0.7362,0.5521,0.2967,False
UC00000021,2024-03,0.1703,11565.36,True,0.0197,True,False,0.6353,0.7362,0.7412,0.2967,False
UC00000021,2024-04,-0.1938,6991.17,True,0.0129,True,True,0.7845,0.7362,0.5324,0.2967,False
UC00000021,2024-05,0.0548,9267.91,True,0.0128,True,True,0.7841,0.7362,0.6611,0.2967,False
UC00000021,2024-06,-0.2906,7192.18,True,0.0137,True,True,0.7804,0.7362,0.4952,0.2967,False
UC00000021,2024-07,-0.0575,9166.64,True,0.0125,True,True,0.7859,0.7362,0.6177,0.2967,False
UC00000021,2024-08,-0.5276,4282.31,True,0.0158,True,True,0.7798,0.7362,0.4079,0.2967,False
UC00000021,2024-09,0.0932,10757.19,True,0.0116,True,True,0.7855,0.7362,0.7045,0.2967,False
UC00000021,2024-10,-0.0283,10006.62,True,0.0126,True,True,0.7838,0.7362,0.639,0.2967,False
UC00000021,2024-11,-0.383,5871.09,True,0.0134,True,True,0.7885,0.7362,0.4421,0.2967,False
UC00000021,2024-12,-0.2017,7781.58,True,0.0128,True,True,0.7863,0.7362,0.5414,0.2967,False
UC00000022,2024-01,-0.0615,26743.16,True,0.0123,True,False,0.5862,0.7731,0.6264,0.2575,False
UC00000022,2024-02,-0.3471,17741.04,True,0.0165,True,False,0.586,0.7731,0.4613,0.2575,False
