merchant_id,region,city,business_type,tenure_days,avg_ticket,monthly_income,repeat_customer_rate,kyc_flag,treatment_flag,treatment_start_month,intervention_timestamp,primary_match_level,survey_response_count,survey_digital_adoption_prior,survey_cashflow_stress_prior,survey_settlement_pain_prior,survey_credit_need_prior,survey_business_growth_prior,survey_repeat_customer_prior,survey_ai_usage_prior,survey_faster_payout_value_prior,avg_technology_adoption_score,avg_working_capital_gap,avg_payout_delay_days,loan_offer_rate,avg_loan_amount,default_rate,avg_lock_in_score,avg_advancement_score,avg_agentic_intelligence_score,upi_share,avg_settlement_delay,avg_service_completion_rate,active_provider_month_rate,technology_adoption_score_blended,working_capital_gap_blended,payout_delay_days_blended,loan_uptake_propensity_blended,advancement_score_blended,lock_in_score_blended,agentic_intelligence_score_blended,settlement_credit_stress,digital_growth_index,credit_dependency_score_primary_informed,settlement_experience_index
UC00000011,North,Jaipur,beauty_wellness,331,1114.56,65744.69,0.5151,True,True,12,2024-12-01,overall_prior,30.0,0.6416666666666667,0.6916666666666667,0.9333333333333333,0.8666666666666667,0.7583333333333333,0.7166666666666667,0.6,0.9333333333333333,0.6826206896551724,2290.65724137931,2.213448275862069,0.4827586206896552,6707.294827586206,0.0,0.6576172413793103,0.597848275862069,0.2435448275862069,0.7712820512820513,0.8321964102564102,0.960006717948718,1.0,0.6703344827586206,0.5726036551683207,0.5039520906394971,0.7079935197123874,0.6459937931034483,0.7064575408288214,0.35048137931034484,0.6387580271244856,0.6512364792219274,0.5929121617831652,0.4235679414638458
UC00000012,South,Bengaluru,salon_spa_premium,614,1684.51,40821.38,0.4027,False,False,0,,overall_prior,30.0,0.6416666666666667,0.6916666666666667,0.9333333333333333,0.8666666666666667,0.7583333333333333,0.7166666666666667,0.6,0.9333333333333333,0.8079413793103448,3430.097931034483,3.8531034482758617,0.20689655172413793,1618.840344827586,0.0,0.5679827586206896,0.5614103448275862,0.4139,0.7530529172320217,1.6643514246947082,0.9540442333785617,1.0,0.7580589655172414,0.7640290721322143,0.8546682176240152,0.4416712813682393,0.6204872413793103,0.6473566419220179,0.46973,0.8380788383546245,0.686953342067094,0.5571270034518814,0.11659859646210613
UC00000013,West,Mumbai,plumbing_electrical,351,777.18,37045.88,0.2966,True,False,0,,business_type_region,3.0,0.5,0.6666666666666666,0.9166666666666666,1.0,0.6666666666666666,0.5833333333333334,0.6666666666666666,0.9166666666666666,0.9282758620689655,739.194827586207,3.6217241379310345,0.3448275862068966,1941.9875862068966,0.0,0.5761310344827586,0.6657275862068965,0.7683275862068966,0.7621173469387755,1.5629891581632651,0.9570625637755101,1.0,0.7997931034482758,0.30445881234281924,0.800177045971731,0.5594364660086404,0.6660093103448276,0.6193158221308704,0.7378293103448275,0.6310121576939002,0.7459264349049964,0.4871404068058699,0.1614895969670439
UC00000014,South,Bengaluru,home_cleaning,721,1448.36,39858.76,0.6009,True,True,2,2024-02-01,overall_prior,30.0,0.6416666666666667,0.6916666666666667,0.9333333333333333,0.8666666666666667,0.7583333333333333,0.7166666666666667,0.6,0.9333333333333333,0.6628137931034482,177.04724137931035,0.9889655172413793,0.6206896551724138,3656.38,0.0,0.7354896551724138,0.6077206896551723,0.2820586206896552,0.8136160714285714,0.3396785714285714,0.9648816964285715,1.0,0.6564696551724137,0.21751832319593162,0.27999999999999997,0.6848121969759038,0.6529044827586206,0.7570684245652842,0.3774410344827586,0.418340662611706,0.6589265246305418,0.4782730992336791,0.58
UC00000015,North,Chandigarh,plumbing_electrical,157,612.85,18837.17,0.4513,True,True,16,2025-04-01,overall_prior,30.0,0.6416666666666667,0.6916666666666667,0.9333333333333333,0.8666666666666667,0.7583333333333333,0.7166666666666667,0.6,0.9333333333333333,0.6957448275862069,880.9627586206897,2.9181818181818184,0.20689655172413793,1022.1441379310345,0.0,0.4464655172413793,0.4610448275862069,0.34985172413793103,0.7659574468085106,1.3061010638297872,0.9546992021276596,0.7586206896551724,0.6795213793103448,0.3357757477539963,0.6546919673384544,0.4249980779153323,0.5502313793103448,0.5413011666452849,0.4248962068965517,0.596785821003391,0.6325590755685986,0.42281538492989856,0.24875171302485655
UC00000016,North,Delhi NCR,home_cleaning,1888,1176.96,36449.83,0.5307,True,True,6,2024-06-01,overall_prior,30.0,0.6416666666666667,0.6916666666666667,0.9333333333333333,0.8666666666666667,0.7583333333333333,0.7166666666666667,0.6,0.9333333333333333,0.7339034482758621,412.45517241379315,5.395,0.034482758620689655,260.72137931034484,0.0,0.08946896551724137,0.0780896551724138,0.6150137931034483,0.6917293233082706,1.9225714285714286,0.950106015037594,0.13793103448275862,0.7062324137931034,0.25706672774564165,0.98,0.3261357904581454,0.2821627586206896,0.24123560384276196,0.6105096551724138,0.67916002443159,0.5665386232823438,0.3646008783173767,0.029999999999999916
UC00000017,South,Kochi,appliance_repair,320,1086.01,40676.6,0.2689,True,True,13,2025-01-01,overall_prior,30.0,0.6416666666666667,0.6916666666666667,0.9333333333333333,0.8666666666666667,0.7583333333333333,0.7166666666666667,0.6,0.9333333333333333,0.5547310344827586,273.26206896551724,4.54,0.0,0.0,0.0,0.0361896551724138,0.03229655172413793,0.7210689655172414,0.6338028169014085,1.9975352112676055,0.9412042253521128,0.06896551724137931,0.580811724137931,0.2336823619704049,0.98,0.30333333333333334,0.25010758620689655,0.20268994252873565,0.6847482758620689,0.6698062781214953,0.50259235648373,0.34960470859112147,0.029999999999999916
UC00000018,South,Bengaluru,plumbing_electrical,218,839.92,30748.63,0.3908,True,False,0,,business_type_region,4.0,0.5625,0.6875,0.875,0.75,0.625,0.5625,0.5,0.875,0.780144827586207,163.71379310344827,4.575,0.06896551724137931,435.86034482758623,0.0,0.12513793103448276,0.13834137931034482,0.6543241379310345,0.6731517509727627,1.8016848249027237,0.9501949416342412,0.20689655172413793,0.7148513793103448,0.21402831112777754,0.9624999999999999,0.3057135248278866,0.28433896551724136,0.23336946372411152,0.6080268965517241,0.641236324451111,0.5666752812290353,0.3212082270280936,0.09218839111902799
UC00000019,South,Hyderabad,home_cleaning,493,1219.1,41576.42,0.7162,True,False,0,,overall_prior,30.0,0.6416666666666667,0.6916666666666667,0.9333333333333333,0.8666666666666667,0.7583333333333333,0.7166666666666667,0.6,0.9333333333333333,0.9010448275862069,1177.588275862069,3.5557142857142856,0.2413793103448276,1108.22,0.0,0.33994827586206894,0.2532931034482758,0.6452482758620689,0.7159763313609467,1.7115384615384615,0.96321775147929,0.4827586206896552,0.8232313793103447,0.38560867353554396,0.7910577847381646,0.44292049691111274,0.40480517241379305,0.442143527620798,0.6316737931034482,0.6644470274059084,0.65709674903081,0.44403810931288595,0.09919201530693855
UC00000020,North,Chandigarh,beauty_wellness,652,1263.31,57803.37,0.4053,True,True,8,2024-08-01,overall_prior,30.0,0.6416666666666667,0.6916666666666667,0.9333333333333333,0.8666666666666667,0.7583333333333333,0.7166666666666667,0.6,0.9333333333333333,0.7572241379310346,1656.375172413793,1.723103448275862,0.7586206896551724,8395.997931034482,0.0,0.6453275862068966,0.5977344827586206,0.3092103448275862,0.7818419333768779,0.6407557152188113,0.9618890267798824,1.0,0.7225568965517242,0.4660446120985233,0.39906916055075164,0.8447126436781609,0.6459141379310345,0.6985056031874476,0.3964472413793103,0.5594253843655057,0.6788101108133067,0.6087961422502466,0.4941875060194192
UC00000021,South,Hyderabad,home_cleaning,536,1330.99,19290.92,0.6123,True,True,9,2024-09-01,overall_prior,30.0,0.6416666666666667,0.6916666666666667,0.9333333333333333,0.8666666666666667,0.7583333333333333,0.7166666666666667,0.6,0.9333333333333333,0.8261793103448276,393.3113793103449,1.9141379310344826,0.27586206896551724,611.3531034482759,0.0,0.7422724137931035,0.641248275862069,0.33445862068965515,0.7580993520518359,0.6747537796976242,0.9696084233261338,1.0,0.7708255172413793,0.25385058090239776,0.43993072403117706,0.44455401863631505,0.6763737931034483,0.7609375564337277,0.4141210344827586,0.4888493191052044,0.7042743186862293,0.40508241412676294,0.4816461364388578
UC00000022,East,Patna,appliance_repair,980,1216.23,52676.82,0.4592,True,True,16,2025-04-01,overall_prior,30.0,0.6416666666666667,0.6916666666666667,0.9333333333333333,0.8666666666666667,0.7583333333333333,0.7166666666666667,0.6,0.9333333333333333,0.8518275862068966,1693.846896551724,2.3817241379310343,0.41379310344827586,1495.1441379310345,0.0,0.6602103448275862,0.6154965517241379,0.2961793103448276,0.7695560253699789,0.973124735729387,0.9651012684989428,1.0,0.7887793103448276,0.4723398414005682,0.5399456700229766,0.5313183443007693,0.6583475862068965,0.7080873910087103,0.3873255172413793,0.6112502544016024,0.7056597567981338,0.500996706258773,0.37158162279480245
UC00000023,South,Bengaluru,plumbing_electrical,760,687.95,16180.81,0.6156,True,False,0,,business_type_region,4.0,0.5625,0.6875,0.875,0.75,0.625,0.5625,0.5,0.875,0.7501310344827585,774.4486206896552,3.8155172413793106,0.1724137931034483,163.7741379310345,0.0,0.6333,0.6259551724137931,0.31489999999999996,0.7490247074122237,1.6420091027308192,0.9572608582574772,1.0,0.6938417241379309,0.31663143043576153,0.8291286681305743,0.3446624711504352,0.6256686206896551,0.6509047073304243,0.3704299999999999,0.6355976060200056,0.6520852173445135,0.3656212940333808,0.1510903396710952
UC00000024,South,Bengaluru,appliance_repair,706,913.92,35414.31,0.6201,False,False,0,,overall_prior,30.0,0.6416666666666667,0.6916666666666667,0.9333333333333333,0.8666666666666667,0.7583333333333333,0.7166666666666667,0.6,0.9333333333333333,0.8062344827586208,1098.0986206896553,3.926206896551724,0.1724137931034483,469.63620689655176,0.0,0.6345689655172414,0.6701206896551724,0.595051724137931,0.755868544600939,1.601793427230047,0.9608766823161189,1.0,0.7568641379310345,0.37225445464214957,0.870304772602084,0.3940423654396576,0.6965844827586206,0.6909136922513335,0.5965362068965516,0.6868417856009226,0.7225483296098429,0.42292449762985834,0.13967529151670455
UC00000025,West,Ahmedabad,appliance_repair,923,899.22,32256.38,0.4678,True,False,0,,business_type_region,1.0,0.5,0.5,0.75,1.0,0.5,0.5,1.0,0.75,0.8538896551724138,1387.9755172413793,3.6765517241379313,0.27586206896551724,1177.1262068965518,0.0,0.5876206896551724,0.6242172413793103,0.298,0.740392826643894,1.598274124679761,0.9587798462852263,1.0,0.7477227586206896,0.36345361581341334,0.7619044622052827,0.5070298189172853,0.5869520689655172,0.6060837470842777,0.5085999999999999,0.5995480080972143,0.6741132894667098,0.4864965213650738,0.22347350877187955
UC00000026,West,Surat,plumbing_electrical,812,939.21,47469.51,0.5256,True,False,0,,business_type_region,3.0,0.5,0.6666666666666666,0.9166666666666666,1.0,0.6666666666666666,0.5833333333333334,0.6666666666666666,0.9166666666666666,0.632451724137931,4628.041034482759,3.9213793103448276,0.4482758620689655,1167.3606896551723,0.0,0.5654896551724138,0.5885793103448276,0.3547,0.7461170848267622,1.8369181600955795,0.9481720430107526,1.0,0.5927162068965517,0.8999999999999999,0.8642721699148532,0.5843431525260457,0.6120055172413793,0.6127097333391347,0.44828999999999997,0.8916619261368652,0.6147405548963869,0.6745201033841159,0.06044134893491271
UC00000027,West,Surat,beauty_wellness,118,1151.12,50711.19,0.2518,True,False,0,,business_type_region,17.0,0.75,0.75,1.0,0.9411764705882353,0.8529411764705882,0.8235294117647058,0.7058823529411765,1.0,0.6644275862068966,1190.5641379310346,4.41,0.10344827586206896,0.0,0.0,0.16154137931034485,0.18026206896551725,0.636448275862069,0.6851851851851852,1.8479537037037037,0.9443604166666667,0.3103448275862069,0.6900993103448275,0.4052886113151658,0.9937863133295877,0.37596348884381336,0.3820658012170385,0.33371665529959366,0.6572784989858012,0.759940654191422,0.5934243514386598,0.44140909860753147,0.018870504519691966
UC00000028,North,Chandigarh,beauty_wellness,278,1095.26,54217.11,0.463,True,False,0,,overall_prior,30.0,0.6416666666666667,0.6916666666666667,0.9333333333333333,0.8666666666666667,0.7583333333333333,0.7166666666666667,0.6,0.9333333333333333,0.8033689655172414,3032.042413793103,3.7120689655172416,0.3448275862068966,2809.964137931034,0.06896551724137931,0.587096551724138,0.5930241379310345,0.21939999999999998,0.7596618357487923,1.5923532608695652,0.9581660024154589,1.0,0.7548582758620689,0.6971559614433471,0.8245014676899105,0.5370232627828067,0.642616896551724,0.6601490151448177,0.33358,0.8007712316021409,0.6800187464601032,0.5807830913265267,0.14315762549788058
UC00000029,South,Bengaluru,plumbing_electrical,387,896.06,37596.74,0.3461,True,False,0,,business_type_region,4.0,0.5625,0.6875,0.875,0.75,0.625,0.5625,0.5,0.875,0.6933896551724138,855.8348275862069,4.833333333333333,0.10344827586206896,250.48724137931035,0.0,0.1579655172413793,0.1687448275862069,0.4502206896551724,0.7070707070707071,1.8636641414141413,0.9477027777777778,0.3103448275862069,0.6541227586206896,0.3303042689886808,0.9624999999999999,0.31605097214655575,0.30562137931034483,0.26606038268811977,0.4651544827586207,0.6877467075954723,0.5412651069313827,0.35970912094789875,0.06932516267834177
UC00000030,North,Lucknow,salon_spa_premium,149,1304.59,58422.36,0.2135,True,True,15,2025-03-01,overall_prior,30.0,0.6416666666666667,0.6916666666666667,0.9333333333333333,0.8666666666666667,0.7583333333333333,0.7166666666666667,0.6,0.9333333333333333,0.6332586206896551,1243.3403448275863,4.1866666666666665,0.06896551724137931,0.0,0.0,0.09713448275862069,0.10645172413793104,0.39126206896551724,0.6478405315614618,1.9029269102990032,0.9420760797342194,0.20689655172413793,0.6357810344827586,0.39665498540788185,0.9260161461560217,0.33436781609195404,0.30201620689655173,0.2537394285799244,0.453883448275862,0.7161009786510937,0.5198737270019476,0.4093585645878818,0.029999999999999916
UC00000031,South,Hyderabad,beauty_wellness,1059,710.32,34577.14,0.6091,True,False,0,,business_type_region,1.0,0.75,0.75,1.0,1.0,0.75,0.75,1.0,1.0,0.9226620689655173,1817.0010344827585,3.825652173913044,0.4482758620689655,1191.085172413793,0.0,0.5642068965517241,0.4485758620689655,0.9080137931034483,0.7545155993431856,1.6209392446633826,0.9613529556650245,0.7931034482758621,0.870863448275862,0.5105296696806269,0.8687964924056306,0.5850060746684653,0.5390031034482758,0.6306070044146539,0.9356096551724138,0.7582906402142214,0.7545103957307061,0.5579110270381509,0.10261269027647657
UC00000032,North,Delhi NCR,home_cleaning,594,1550.45,35492.05,0.2387,True,True,7,2024-07-01,overall_prior,30.0,0.6416666666666667,0.6916666666666667,0.9333333333333333,0.8666666666666667,0.7583333333333333,0.7166666666666667,0.6,0.9333333333333333,0.7516344827586207,272.8141379310345,4.5825,0.06896551724137931,314.3162068965517,0.0,0.08219310344827586,0.0833551724137931,0.8396965517241379,0.6470588235294118,1.8554411764705883,0.9457362745098038,0.13793103448275862,0.7186441379310344,0.23360710979990984,0.98,0.3431506070759778,0.28584862068965516,0.2364034640649034,0.7677875862068966,0.6697761772532973,0.5794027647058824,0.3635181787498985,0.04610848954520996
UC00000033,West,Ahmedabad,appliance_repair,539,778.76,35319.35,0.4405,True,True,10,2024-10-01,business_type_region,1.0,0.5,0.5,0.75,1.0,0.5,0.5,1.0,0.75,0.9072965517241379,464.71620689655174,1.5,0.3793103448275862,1443.4344827586206,0.0,0.6850655172413793,0.598448275862069,0.37882758620689655,0.79191128506197,0.6713039791258969,0.968107240704501,1.0,0.7851075862068966,0.20834655315266132,0.2963481649337205,0.561022870841989,0.5689137931034483,0.66981023498485,0.5651793103448275,0.3745604789878667,0.6996173604606699,0.45886197074049456,0.5654187154698266
UC00000034,West,Ahmedabad,home_cleaning,245,1646.0,76711.13,0.4439,True,False,0,,business_type_region,3.0,0.3333333333333333,0.5,0.75,0.3333333333333333,0.6666666666666666,0.5833333333333334,0.0,0.75,0.7442275862068966,2984.3931034482757,3.998421052631579,0.2413793103448276,4054.4403448275857,0.0,0.381151724137931,0.37599655172413793,0.48675862068965514,0.7445932028836252,1.7789752832131822,0.9513873326467559,0.6551724137931034,0.6209593103448275,0.6316509031865977,0.8307511112956633,0.3385786894586433,0.46319758620689655,0.4549580012595828,0.3407310344827586,0.7309232502281212,0.570334744025001,0.37466447893317106,0.1568155961070119
UC00000035,South,Kochi,home_cleaning,837,969.2,9042.87,0.715,True,True,2,2024-02-01,overall_prior,30.0,0.6416666666666667,0.6916666666666667,0.9333333333333333,0.8666666666666667,0.7583333333333333,0.7166666666666667,0.6,0.9333333333333333,0.8358034482758621,107.29862068965517,1.1075862068965516,0.4482758620689655,980.9941379310344,0.034482758620689655,0.8109448275862069,0.6361655172413793,0.26675862068965517,0.7928802588996764,0.3166051779935275,0.9748022653721684,1.0,0.7775624137931034,0.2075,0.27999999999999997,0.5324689323375047,0.6728158620689655,0.805779897688491,0.36673103448275857,0.41433333333333333,0.7081188793661423,0.4271198734445634,0.58
UC00000036,North,Delhi NCR,appliance_repair,732,1038.54,55723.98,0.3726,True,False,0,,overall_prior,30.0,0.6416666666666667,0.6916666666666667,0.9333333333333333,0.8666666666666667,0.7583333333333333,0.7166666666666667,0.6,0.9333333333333333,0.9144931034482758,2861.141724137931,3.4058620689655172,0.4482758620689655,2578.4472413793105,0.0,0.6000275862068966,0.5768793103448276,0.7470310344827586,0.7620446533490012,1.5435804935370152,0.9585110458284372,1.0,0.8326451724137931,0.6684447384076324,0.7590049543855463,0.5771058183985022,0.6313155172413794,0.6686709337570145,0.7029217241379311,0.7663629627313275,0.7451538272215245,0.5758537912950988,0.1611491585442818
UC00000037,West,Pune,beauty_wellness,227,1154.04,18322.73,0.3513,True,False,0,,business_type_region,17.0,0.75,0.75,1.0,0.9411764705882353,0.8529411764705882,0.8235294117647058,0.7058823529411765,1.0,0.7033034482758621,1373.558620689655,3.978,0.27586206896551724,787.4355172413793,0.0,0.4394137931034483,0.4416793103448276,0.23152758620689654,0.7755610972568578,1.7725436408977555,0.950414463840399,0.8620689655172413,0.7173124137931034,0.4360315850233998,0.9013831242893764,0.4755526386672115,0.5650578701825557,0.5743254205951053,0.3738340162271805,0.7398967275106416,0.6489379476460977,0.48548819315819103,0.04668813126524163
UC00000038,South,Chennai,plumbing_electrical,545,827.23,38551.0,0.4962,True,True,8,2024-08-01,business_type_region,4.0,0.5625,0.6875,0.875,0.75,0.625,0.5625,0.5,0.875,0.8284275862068966,760.9562068965517,1.5686206896551724,0.6896551724137931,4772.889655172414,0.0,0.7133,0.6462310344827586,0.3236103448275862,0.7785622593068036,0.6028684210526316,0.9672646983311938,1.0,0.7486493103448275,0.3143647122470546,0.34852587455936074,0.7062114542870219,0.639861724137931,0.7039500110406339,0.3765272413793103,0.4664799409945981,0.6847834173786022,0.49148342267457407,0.5344135533571028
UC00000039,West,Pune,appliance_repair,237,920.2,28896.88,0.4964,True,True,15,2025-03-01,business_type_region,1.0,0.5,0.5,0.75,1.0,0.5,0.5,1.0,0.75,0.7834758620689656,950.6937931034483,2.5844827586206898,0.5172413793103449,2948.945862068965,0.0,0.7145758620689655,0.6195413793103448,0.733751724137931,0.7855787476280834,0.9857741935483871,0.9627510436432638,1.0,0.6984331034482759,0.2899905236720174,0.5283149828866773,0.665159637759315,0.5836789655172413,0.6885752293152344,0.8136262068965516,0.488406453479144,0.6929553012497546,0.5198030303173655,0.4494154299413633
UC00000040,North,Delhi NCR,plumbing_electrical,540,940.51,49434.27,0.4763,False,False,0,,overall_prior,30.0,0.6416666666666667,0.6916666666666667,0.9333333333333333,0.8666666666666667,0.7583333333333333,0.7166666666666667,0.6,0.9333333333333333,0.7191655172413793,2958.0124137931034,3.6241379310344826,0.27586206896551724,1739.8375862068965,0.0,0.5506068965517241,0.6525413793103448,0.592048275862069,0.7365558912386707,1.7346495468277945,0.9539990332326285,1.0,0.6959158620689655,0.6847189616534541,0.8056933473153465,0.47608673353715736,0.6842789655172413,0.6364318990131965,0.5944337931034482,0.7892135895550862,0.6904045920408375,0.5453793785673746,0.09066668698414437
UC00000041,West,Pune,appliance_repair,562,503.13,11083.43,0.3904,True,False,0,,business_type_region,1.0,0.5,0.5,0.75,1.0,0.5,0.5,1.0,0.75,0.6666448275862069,698.8982758620689,3.85448275862069,0.20689655172413793,0.0,0.0,0.5219758620689655,0.5741068965517242,0.3034,0.7386196769456681,1.7631424375917768,0.9476251101321587,1.0,0.6166513793103447,0.2476890135406239,0.7999632469632241,0.44310344827586207,0.5518748275862069,0.5621667391914988,0.51238,0.566562741853378,0.6111849353891337,0.4293929109587389,0.16265609236743162
