model,feature,coefficient,importance
embedded_finance_adoption,credit_dependency_score,-0.016856897444383453,0.016856897444383453
embedded_finance_adoption,cash_to_digital_transition_score,0.0163813470185244,0.0163813470185244
embedded_finance_adoption,city_Lucknow,-0.016287130993949,0.016287130993949
embedded_finance_adoption,primary_cashflow_stress_prior,0.015117947247083612,0.015117947247083612
embedded_finance_adoption,loan_offer_flag_lag1,0.014995901218293308,0.014995901218293308
embedded_finance_adoption,digital_growth_index,0.014910476629781993,0.014910476629781993
embedded_finance_adoption,city_Mumbai,0.01479102815418041,0.01479102815418041
embedded_finance_adoption,agentic_intelligence_score_lag1,0.014019067346261339,0.014019067346261339
embedded_finance_adoption,category_home_cleaning,0.013348563298512237,0.013348563298512237
embedded_finance_adoption,working_capital_gap_rolling3,-0.013307230828083449,0.013307230828083449
embedded_finance_adoption,multi_product_adoption,-0.006912146308642937,0.006912146308642937
embedded_finance_adoption,city_Chandigarh,-0.006530477058269645,0.006530477058269645
embedded_finance_adoption,credit_offer_mismatch,-0.004642600474519211,0.004642600474519211
embedded_finance_adoption,agentic_productivity_signal,-0.004637303858659471,0.004637303858659471
embedded_finance_adoption,city_Ahmedabad,-0.0020305721731419886,0.0020305721731419886
embedded_finance_adoption,payment_success_rate,-0.0018197535908842334,0.0018197535908842334
embedded_finance_adoption,forecast_usage_lag1,-0.0013121261582388277,0.0013121261582388277
embedded_finance_adoption,primary_settlement_pain_prior,0.001303709983931964,0.001303709983931964
embedded_finance_adoption,primary_faster_payout_prior,0.0013037099839319334,0.0013037099839319334
embedded_finance_adoption,primary_upi_frequency_prior,0.0,0.0
