provider_id,month,default_probability,risk_band,city,business_type
UC00000016,2024-08,0.1135863505338795,Low,Delhi NCR,home_cleaning
UC00000016,2024-09,0.11386407843746775,Low,Delhi NCR,home_cleaning
UC00000016,2024-10,0.11233050377270185,Low,Delhi NCR,home_cleaning
UC00000016,2024-11,0.10674434701336569,Low,Delhi NCR,home_cleaning
UC00000016,2024-12,0.11195994008565349,Low,Delhi NCR,home_cleaning
UC00000017,2024-01,0.09655087763942694,Low,Kochi,appliance_repair
UC00000017,2024-02,0.08432439475990407,Low,Kochi,appliance_repair
UC00000017,2024-03,0.08531614069512529,Low,Kochi,appliance_repair
UC00000017,2024-04,0.08904311029975717,Low,Kochi,appliance_repair
UC00000017,2024-05,0.08421123293946456,Low,Kochi,appliance_repair
UC00000017,2024-06,0.06486134870721304,Low,Kochi,appliance_repair
UC00000017,2024-07,0.062126958963685586,Low,Kochi,appliance_repair
UC00000017,2024-08,0.06518765864861709,Low,Kochi,appliance_repair
UC00000017,2024-09,0.06374482438531709,Low,Kochi,appliance_repair
UC00000017,2024-10,0.06572620887304115,Low,Kochi,appliance_repair
UC00000017,2024-11,0.06298808592002555,Low,Kochi,appliance_repair
UC00000017,2024-12,0.06281308479511409,Low,Kochi,appliance_repair
UC00000018,2024-01,0.07675619092670266,Low,Bengaluru,plumbing_electrical
UC00000018,2024-02,0.0697985038379559,Low,Bengaluru,plumbing_electrical
UC00000018,2024-03,0.06972563883519912,Low,Bengaluru,plumbing_electrical
UC00000018,2024-04,0.07604344039683938,Low,Bengaluru,plumbing_electrical
UC00000018,2024-05,0.06879089509391305,Low,Bengaluru,plumbing_electrical
UC00000018,2024-06,0.07000523706094515,Low,Bengaluru,plumbing_electrical
UC00000018,2024-07,0.07205606587349418,Low,Bengaluru,plumbing_electrical
UC00000018,2024-08,0.07370925923819101,Low,Bengaluru,plumbing_electrical
UC00000018,2024-09,0.0723687157126991,Low,Bengaluru,plumbing_electrical
UC00000018,2024-10,0.06864678431474164,Low,Bengaluru,plumbing_electrical
UC00000018,2024-11,0.07642935729956456,Low,Bengaluru,plumbing_electrical
UC00000018,2024-12,0.06859568006248466,Low,Bengaluru,plumbing_electrical
UC00000019,2024-01,0.1628615865378831,Low,Hyderabad,home_cleaning
UC00000019,2024-02,0.16422655553004356,Low,Hyderabad,home_cleaning
UC00000019,2024-03,0.14495460775513672,Low,Hyderabad,home_cleaning
UC00000019,2024-04,0.15704266713746648,Low,Hyderabad,home_cleaning
UC00000019,2024-05,0.15714546141616542,Low,Hyderabad,home_cleaning
UC00000019,2024-06,0.14228268170972813,Low,Hyderabad,home_cleaning
UC00000019,2024-07,0.1454047411531099,Low,Hyderabad,home_cleaning
UC00000019,2024-08,0.15120448366951367,Low,Hyderabad,home_cleaning
UC00000019,2024-09,0.15070328925606394,Low,Hyderabad,home_cleaning
UC00000019,2024-10,0.15180632462456423,Low,Hyderabad,home_cleaning
UC00000019,2024-11,0.1467805479734137,Low,Hyderabad,home_cleaning
UC00000019,2024-12,0.1515661350225884,Low,Hyderabad,home_cleaning
UC00000020,2024-01,0.08492408215066988,Low,Chandigarh,beauty_wellness
UC00000020,2024-02,0.08819056475115526,Low,Chandigarh,beauty_wellness
UC00000020,2024-03,0.07339352144174391,Low,Chandigarh,beauty_wellness
UC00000020,2024-04,0.0566074871696142,Low,Chandigarh,beauty_wellness
UC00000020,2024-05,0.05794424245800017,Low,Chandigarh,beauty_wellness
UC00000020,2024-06,0.05312067631103926,Low,Chandigarh,beauty_wellness
UC00000020,2024-07,0.0556855800308977,Low,Chandigarh,beauty_wellness
UC00000020,2024-08,0.05321177815997095,Low,Chandigarh,beauty_wellness
UC00000020,2024-09,0.05888148972288796,Low,Chandigarh,beauty_wellness
UC00000020,2024-10,0.05684879143770749,Low,Chandigarh,beauty_wellness
UC00000020,2024-11,0.04966487745293623,Low,Chandigarh,beauty_wellness
UC00000020,2024-12,0.0594811164351994,Low,Chandigarh,beauty_wellness
UC00000021,2024-01,0.1606738824980015,Low,Hyderabad,home_cleaning
UC00000021,2024-02,0.16315308216058316,Low,Hyderabad,home_cleaning
UC00000021,2024-03,0.1614202565097439,Low,Hyderabad,home_cleaning
UC00000021,2024-04,0.12638994623372504,Low,Hyderabad,home_cleaning
UC00000021,2024-05,0.11738136954583862,Low,Hyderabad,home_cleaning
UC00000021,2024-06,0.1262200567761106,Low,Hyderabad,home_cleaning
UC00000021,2024-07,0.11993651775832184,Low,Hyderabad,home_cleaning
UC00000021,2024-08,0.12927157763010008,Low,Hyderabad,home_cleaning
UC00000021,2024-09,0.13214459004349483,Low,Hyderabad,home_cleaning
UC00000021,2024-10,0.12862568288817683,Low,Hyderabad,home_cleaning
UC00000021,2024-11,0.1230756512197674,Low,Hyderabad,home_cleaning
UC00000021,2024-12,0.1253005834331873,Low,Hyderabad,home_cleaning
UC00000022,2024-01,0.1224785260211207,Low,Patna,appliance_repair
UC00000022,2024-02,0.12156142060157993,Low,Patna,appliance_repair
UC00000022,2024-03,0.11088480974567859,Low,Patna,appliance_repair
UC00000022,2024-04,0.12068315349350481,Low,Patna,appliance_repair
UC00000022,2024-05,0.1115818036729404,Low,Patna,appliance_repair
UC00000022,2024-06,0.11812474673824394,Low,Patna,appliance_repair
UC00000022,2024-07,0.08945035474439676,Low,Patna,appliance_repair
UC00000022,2024-08,0.08984329483226557,Low,Patna,appliance_repair
UC00000022,2024-09,0.07952474466537358,Low,Patna,appliance_repair
UC00000022,2024-10,0.07899870027252509,Low,Patna,appliance_repair
UC00000022,2024-11,0.09038994016017718,Low,Patna,appliance_repair
UC00000022,2024-12,0.08981136322654966,Low,Patna,appliance_repair
UC00000023,2024-01,0.08420665605440336,Low,Bengaluru,plumbing_electrical
UC00000023,2024-02,0.08044103274104165,Low,Bengaluru,plumbing_electrical
UC00000023,2024-03,0.08755875503132281,Low,Bengaluru,plumbing_electrical
UC00000023,2024-04,0.08245015674702487,Low,Bengaluru,plumbing_electrical
UC00000023,2024-05,0.08500663648190085,Low,Bengaluru,plumbing_electrical
UC00000023,2024-06,0.0988581133639172,Low,Bengaluru,plumbing_electrical
UC00000023,2024-07,0.08125856527866375,Low,Bengaluru,plumbing_electrical
UC00000023,2024-08,0.08551152614535253,Low,Bengaluru,plumbing_electrical
UC00000023,2024-09,0.08075985206447442,Low,Bengaluru,plumbing_electrical
UC00000023,2024-10,0.10076161079778007,Low,Bengaluru,plumbing_electrical
UC00000023,2024-11,0.0825961301764498,Low,Bengaluru,plumbing_electrical
UC00000023,2024-12,0.083291398346168,Low,Bengaluru,plumbing_electrical
UC00000024,2024-01,0.07793402404384986,Low,Bengaluru,appliance_repair
UC00000024,2024-02,0.07898723154818746,Low,Bengaluru,appliance_repair
UC00000024,2024-03,0.07722908432329167,Low,Bengaluru,appliance_repair
UC00000024,2024-04,0.0723593044257041,Low,Bengaluru,appliance_repair
UC00000024,2024-05,0.07165136196518264,Low,Bengaluru,appliance_repair
UC00000024,2024-06,0.0764003485026453,Low,Bengaluru,appliance_repair
UC00000024,2024-07,0.07280973445439436,Low,Bengaluru,appliance_repair
UC00000024,2024-08,0.07404248338754597,Low,Bengaluru,appliance_repair
UC00000024,2024-09,0.07575123133607578,Low,Bengaluru,appliance_repair
UC00000024,2024-10,0.07053912887763106,Low,Bengaluru,appliance_repair
UC00000024,2024-11,0.07298753305035989,Low,Bengaluru,appliance_repair
UC00000024,2024-12,0.06937396528515051,Low,Bengaluru,appliance_repair
UC00000025,2024-01,0.05601233001903602,Low,Ahmedabad,appliance_repair
UC00000025,2024-02,0.058415889458395195,Low,Ahmedabad,appliance_repair
UC00000025,2024-03,0.05408659915644402,Low,Ahmedabad,appliance_repair
UC00000025,2024-04,0.05820898136188603,Low,Ahmedabad,appliance_repair
UC00000025,2024-05,0.05281911792875932,Low,Ahmedabad,appliance_repair
UC00000025,2024-06,0.052000033229964444,Low,Ahmedabad,appliance_repair
UC00000025,2024-07,0.0582697004405995,Low,Ahmedabad,appliance_repair
UC00000025,2024-08,0.055669930040829124,Low,Ahmedabad,appliance_repair
UC00000025,2024-09,0.05854541936733266,Low,Ahmedabad,appliance_repair
UC00000025,2024-10,0.06103787539370907,Low,Ahmedabad,appliance_repair
UC00000025,2024-11,0.05496386459438227,Low,Ahmedabad,appliance_repair
UC00000025,2024-12,0.06398895475551826,Low,Ahmedabad,appliance_repair
UC00000026,2024-01,0.10617704580517355,Low,Surat,plumbing_electrical
UC00000026,2024-02,0.10217743422505998,Low,Surat,plumbing_electrical
UC00000026,2024-03,0.11653257122567695,Low,Surat,plumbing_electrical
UC00000026,2024-04,0.09514849643529297,Low,Surat,plumbing_electrical
UC00000026,2024-05,0.10599907462650442,Low,Surat,plumbing_electrical
UC00000026,2024-06,0.1032064918461019,Low,Surat,plumbing_electrical
UC00000026,2024-07,0.10894567182111968,Low,Surat,plumbing_electrical
UC00000026,2024-08,0.11310826529117103,Low,Surat,plumbing_electrical
UC00000026,2024-09,0.1013778186072793,Low,Surat,plumbing_electrical
UC00000026,2024-10,0.10297007917339103,Low,Surat,plumbing_electrical
UC00000026,2024-11,0.09970757521487851,Low,Surat,plumbing_electrical
UC00000026,2024-12,0.10489441985923771,Low,Surat,plumbing_electrical
UC00000027,2024-01,0.09569418739117098,Low,Surat,beauty_wellness
UC00000027,2024-02,0.08986364853952693,Low,Surat,beauty_wellness
UC00000027,2024-03,0.08942230792796604,Low,Surat,beauty_wellness
UC00000027,2024-04,0.08689958224727372,Low,Surat,beauty_wellness
UC00000027,2024-05,0.09585765025897643,Low,Surat,beauty_wellness
UC00000027,2024-06,0.08260359680935414,Low,Surat,beauty_wellness
UC00000027,2024-07,0.10282975589189106,Low,Surat,beauty_wellness
UC00000027,2024-08,0.08993647204450865,Low,Surat,beauty_wellness
UC00000027,2024-09,0.09063850536028907,Low,Surat,beauty_wellness
UC00000027,2024-10,0.10464690372098992,Low,Surat,beauty_wellness
UC00000027,2024-11,0.09670378927455979,Low,Surat,beauty_wellness
UC00000027,2024-12,0.09803854009750176,Low,Surat,beauty_wellness
UC00000028,2024-01,0.07215825664789768,Low,Chandigarh,beauty_wellness
UC00000028,2024-02,0.07259005758464591,Low,Chandigarh,beauty_wellness
UC00000028,2024-03,0.06526457826255228,Low,Chandigarh,beauty_wellness
UC00000028,2024-04,0.06627366204341663,Low,Chandigarh,beauty_wellness
UC00000028,2024-05,0.06890426734493388,Low,Chandigarh,beauty_wellness
UC00000028,2024-06,0.0739922478277663,Low,Chandigarh,beauty_wellness
UC00000028,2024-07,0.06547305220598673,Low,Chandigarh,beauty_wellness
UC00000028,2024-08,0.075275704775563,Low,Chandigarh,beauty_wellness
UC00000028,2024-09,0.06295992678779067,Low,Chandigarh,beauty_wellness
UC00000028,2024-10,0.06360445087766368,Low,Chandigarh,beauty_wellness
UC00000028,2024-11,0.06332529709789053,Low,Chandigarh,beauty_wellness
UC00000028,2024-12,0.06581660967443662,Low,Chandigarh,beauty_wellness
UC00000029,2024-01,0.09387637155077518,Low,Bengaluru,plumbing_electrical
UC00000029,2024-02,0.08022652037916561,Low,Bengaluru,plumbing_electrical
UC00000029,2024-03,0.07938665850525993,Low,Bengaluru,plumbing_electrical
UC00000029,2024-04,0.07551618645282389,Low,Bengaluru,plumbing_electrical
UC00000029,2024-05,0.08281192948930315,Low,Bengaluru,plumbing_electrical
UC00000029,2024-06,0.09839921687713367,Low,Bengaluru,plumbing_electrical
UC00000029,2024-07,0.08228467116387796,Low,Bengaluru,plumbing_electrical
UC00000029,2024-08,0.08160632644199786,Low,Bengaluru,plumbing_electrical
UC00000029,2024-09,0.08022099706674962,Low,Bengaluru,plumbing_electrical
UC00000029,2024-10,0.07815658469844915,Low,Bengaluru,plumbing_electrical
UC00000029,2024-11,0.07432358791102942,Low,Bengaluru,plumbing_electrical
UC00000029,2024-12,0.08056033797083972,Low,Bengaluru,plumbing_electrical
UC00000030,2024-01,0.09982931224447902,Low,Lucknow,salon_spa_premium
UC00000030,2024-02,0.1342184147861073,Low,Lucknow,salon_spa_premium
UC00000030,2024-03,0.11210791298939747,Low,Lucknow,salon_spa_premium
UC00000030,2024-04,0.10960761929691386,Low,Lucknow,salon_spa_premium
UC00000030,2024-05,0.09521167047466857,Low,Lucknow,salon_spa_premium
UC00000030,2024-06,0.10291756124344313,Low,Lucknow,salon_spa_premium
UC00000030,2024-07,0.07280204925421241,Low,Lucknow,salon_spa_premium
UC00000030,2024-08,0.07290304801513539,Low,Lucknow,salon_spa_premium
UC00000030,2024-09,0.07978031910149672,Low,Lucknow,salon_spa_premium
UC00000030,2024-10,0.07528359259492126,Low,Lucknow,salon_spa_premium
UC00000030,2024-11,0.05631811070923117,Low,Lucknow,salon_spa_premium
UC00000030,2024-12,0.06013536769537083,Low,Lucknow,salon_spa_premium
UC00000031,2024-01,0.17094331449283173,Low,Hyderabad,beauty_wellness
UC00000031,2024-02,0.1617304380980196,Low,Hyderabad,beauty_wellness
UC00000031,2024-03,0.15261028922579925,Low,Hyderabad,beauty_wellness
UC00000031,2024-04,0.1767867154981069,Low,Hyderabad,beauty_wellness
UC00000031,2024-05,0.16103435115448783,Low,Hyderabad,beauty_wellness
UC00000031,2024-06,0.1623505730832097,Low,Hyderabad,beauty_wellness
UC00000031,2024-07,0.15535668079078602,Low,Hyderabad,beauty_wellness
UC00000031,2024-08,0.15535668079078602,Low,Hyderabad,beauty_wellness
UC00000031,2024-09,0.15535668079078602,Low,Hyderabad,beauty_wellness
UC00000031,2024-10,0.15535668079078602,Low,Hyderabad,beauty_wellness
UC00000031,2024-11,0.15535668079078602,Low,Hyderabad,beauty_wellness
UC00000031,2024-12,0.15535668079078602,Low,Hyderabad,beauty_wellness
