transaction_id,merchant_id,timestamp,amount,customer_rating,payment_method,cancellation_flag,tip_amount,treatment_active,settlement_delay,service_completion_rate
TXN0000000046,UC00000001,2024-02-08T13:17:00,980.55,4.83,UPI,False,23.05,False,2.206,0.969
TXN0000000047,UC00000001,2024-02-07T07:24:00,1150.15,4.36,UPI,False,22.95,False,1.738,0.9539
TXN0000000048,UC00000001,2024-02-10T19:05:00,1116.42,4.32,UPI,False,0.0,False,1.716,0.9291
TXN0000000049,UC00000001,2024-02-20T15:27:00,1291.55,3.88,UPI,False,0.0,False,0.978,0.9618
TXN0000000050,UC00000001,2024-02-02T16:53:00,1290.23,4.69,UPI,True,0.0,False,0.889,0.9661
TXN0000000051,UC00000001,2024-02-18T20:55:00,1590.46,3.58,UPI,False,111.31,False,2.373,0.9626
TXN0000000052,UC00000001,2024-02-25T09:04:00,1129.77,5.0,card,False,0.0,False,2.464,0.9701
TXN0000000053,UC00000001,2024-02-10T17:18:00,1339.95,4.63,UPI,False,0.0,False,0.707,0.9641
TXN0000000054,UC00000001,2024-02-11T09:04:00,1064.94,5.0,UPI,False,0.0,False,2.636,0.9727
TXN0000000055,UC00000001,2024-02-18T19:56:00,1268.06,4.53,cash,False,0.0,False,0.65,0.9408
TXN0000000056,UC00000001,2024-02-01T09:33:00,1486.63,4.47,UPI,False,0.0,False,2.035,0.954
TXN0000000057,UC00000001,2024-02-08T09:11:00,907.8,4.53,wallet,False,0.0,False,1.976,0.955
TXN0000000058,UC00000001,2024-02-07T17:41:00,1221.15,3.91,card,False,0.0,False,2.268,0.961
TXN0000000059,UC00000001,2024-02-17T17:48:00,909.08,4.45,UPI,False,35.92,False,0.851,0.9504
TXN0000000060,UC00000001,2024-02-26T11:47:00,1280.17,3.88,card,False,150.4,False,1.116,0.9602
TXN0000000061,UC00000001,2024-02-14T20:17:00,1218.4,4.31,UPI,False,0.0,False,2.396,0.9244
TXN0000000062,UC00000001,2024-02-17T20:49:00,1109.03,3.99,card,False,149.53,False,2.836,0.9524
TXN0000000063,UC00000001,2024-03-12T11:18:00,1085.92,4.38,UPI,False,0.0,False,0.997,0.9569
TXN0000000064,UC00000001,2024-03-22T13:41:00,1416.77,3.76,UPI,False,0.0,False,1.253,0.9577
TXN0000000065,UC00000001,2024-03-07T19:22:00,1106.8,4.34,UPI,False,23.62,False,1.737,0.9575
TXN0000000066,UC00000001,2024-03-04T11:58:00,1155.17,4.35,UPI,False,0.0,False,2.819,0.9681
TXN0000000067,UC00000001,2024-03-30T08:08:00,1298.9,4.18,UPI,False,10.25,False,1.003,0.95
TXN0000000068,UC00000001,2024-03-08T08:33:00,1547.15,4.0,card,False,0.0,False,1.535,0.9383
TXN0000000069,UC00000001,2024-03-24T09:29:00,1751.33,5.0,UPI,False,0.0,False,1.223,0.9414
TXN0000000070,UC00000001,2024-03-27T17:27:00,1331.61,4.1,UPI,False,0.0,False,2.579,0.9706
TXN0000000071,UC00000001,2024-03-11T11:35:00,1663.06,4.23,UPI,False,0.0,False,2.363,0.9582
TXN0000000072,UC00000001,2024-03-17T09:03:00,1168.87,4.27,UPI,False,58.61,False,2.754,0.9707
TXN0000000073,UC00000001,2024-03-06T20:35:00,932.74,4.76,UPI,False,68.43,False,1.669,0.9626
TXN0000000074,UC00000001,2024-03-13T18:36:00,1313.0,4.53,UPI,False,0.0,False,0.975,0.936
TXN0000000075,UC00000001,2024-03-29T18:34:00,1031.78,4.16,netbanking,False,0.0,False,2.399,0.9567
TXN0000000076,UC00000001,2024-03-07T12:33:00,965.15,4.35,UPI,False,0.0,False,0.773,0.9537
TXN0000000077,UC00000001,2024-03-15T17:04:00,1138.86,4.46,UPI,False,0.0,False,2.249,0.9447
TXN0000000078,UC00000001,2024-03-15T20:48:00,877.39,4.56,UPI,False,0.0,False,2.142,0.9595
TXN0000000079,UC00000001,2024-03-27T17:00:00,879.93,4.24,card,False,0.0,False,2.741,0.9672
TXN0000000080,UC00000001,2024-03-12T09:39:00,1185.1,4.69,UPI,False,0.0,False,1.567,0.9583
TXN0000000081,UC00000001,2024-03-21T19:25:00,1104.88,4.37,UPI,False,94.15,False,0.679,0.9658
TXN0000000082,UC00000001,2024-03-11T17:43:00,1083.18,3.93,UPI,False,0.0,False,1.247,0.9573
TXN0000000083,UC00000001,2024-03-05T15:09:00,1314.22,4.54,UPI,False,0.0,False,2.753,0.9314
TXN0000000084,UC00000001,2024-03-19T14:32:00,1214.1,4.86,wallet,False,0.0,False,0.687,0.9507
TXN0000000085,UC00000001,2024-03-13T16:51:00,1524.83,4.7,UPI,False,0.0,False,1.846,0.9453
TXN0000000086,UC00000001,2024-03-16T07:17:00,1019.93,4.14,card,False,0.0,False,2.809,0.9453
TXN0000000087,UC00000001,2024-03-24T11:16:00,1246.44,3.79,UPI,False,0.0,False,1.278,0.9585
TXN0000000088,UC00000001,2024-03-08T07:32:00,1173.18,4.17,card,False,0.0,False,0.652,0.949
TXN0000000089,UC00000001,2024-03-11T07:22:00,1694.6,4.28,UPI,False,48.57,False,0.977,0.9458
TXN0000000090,UC00000001,2024-03-14T13:20:00,1062.0,4.47,wallet,False,80.14,False,2.11,0.958
TXN0000000091,UC00000001,2024-03-04T07:01:00,1412.44,4.11,cash,False,0.0,False,2.086,0.9663
TXN0000000092,UC00000001,2024-03-31T09:29:00,1196.79,4.57,UPI,False,0.0,False,1.66,0.9716
TXN0000000093,UC00000001,2024-03-14T12:31:00,1369.7,4.66,card,False,0.0,False,1.561,0.9472
TXN0000000094,UC00000001,2024-03-10T10:55:00,1141.78,4.26,UPI,False,61.98,False,1.822,0.9524
TXN0000000095,UC00000001,2024-03-03T07:54:00,1216.26,4.27,wallet,False,46.96,False,0.962,0.9555
TXN0000000096,UC00000001,2024-03-27T11:34:00,1144.04,4.94,UPI,False,0.0,False,1.207,0.9722
TXN0000000097,UC00000001,2024-03-24T20:27:00,1216.46,3.39,UPI,False,0.0,False,2.306,0.9502
TXN0000000098,UC00000001,2024-03-04T20:49:00,1112.59,4.8,UPI,False,0.0,False,0.94,0.9683
TXN0000000099,UC00000001,2024-03-21T13:37:00,1246.71,4.98,UPI,False,0.0,False,1.126,0.9397
TXN0000000100,UC00000001,2024-03-21T14:25:00,859.32,4.0,UPI,False,0.0,False,0.694,0.9783
TXN0000000101,UC00000001,2024-03-02T09:12:00,783.64,3.95,UPI,False,0.0,False,1.883,0.9375
TXN0000000102,UC00000001,2024-03-12T07:07:00,1337.88,4.72,wallet,False,0.0,False,0.637,0.9643
TXN0000000103,UC00000001,2024-03-07T13:38:00,1321.94,4.31,UPI,False,0.0,False,2.715,0.9688
TXN0000000104,UC00000001,2024-03-02T08:27:00,1907.86,3.98,UPI,False,0.0,False,1.095,0.944
TXN0000000105,UC00000001,2024-03-14T11:47:00,1187.11,4.08,UPI,False,0.0,False,1.429,0.9462
TXN0000000106,UC00000001,2024-04-08T09:56:00,1655.39,4.91,UPI,False,0.0,False,0.727,0.9664
TXN0000000107,UC00000001,2024-04-13T18:07:00,1068.94,4.6,UPI,False,20.89,False,1.506,0.9581
TXN0000000108,UC00000001,2024-04-18T16:20:00,1391.69,5.0,UPI,False,0.0,False,1.42,0.945
TXN0000000109,UC00000001,2024-04-13T20:34:00,1239.78,3.61,UPI,False,0.0,False,1.624,0.9383
TXN0000000110,UC00000001,2024-04-18T11:16:00,1308.32,4.1,card,False,0.0,False,0.838,0.9566
TXN0000000111,UC00000001,2024-04-05T20:35:00,1248.2,4.18,UPI,False,0.0,False,2.452,0.9556
TXN0000000112,UC00000001,2024-04-28T19:53:00,1399.08,4.97,UPI,True,0.0,False,2.666,0.9525
TXN0000000113,UC00000001,2024-04-18T13:19:00,1063.27,4.52,card,False,130.6,False,1.656,0.9328
TXN0000000114,UC00000001,2024-04-01T13:05:00,899.63,5.0,UPI,False,0.0,False,0.984,0.9591
TXN0000000115,UC00000001,2024-04-24T20:28:00,1295.05,3.7,UPI,False,0.0,False,1.939,0.9431
TXN0000000116,UC00000001,2024-04-27T19:44:00,679.55,4.68,UPI,False,0.0,False,1.968,0.9272
TXN0000000117,UC00000001,2024-04-13T17:13:00,1126.78,4.7,UPI,False,0.0,False,1.299,0.9619
TXN0000000118,UC00000001,2024-04-27T15:08:00,1330.81,4.87,UPI,False,36.49,False,0.718,0.9383
TXN0000000119,UC00000001,2024-04-14T09:46:00,846.92,4.68,card,False,0.0,False,2.717,0.9441
TXN0000000120,UC00000001,2024-04-13T08:52:00,1871.94,4.64,UPI,False,0.0,False,1.575,0.9545
TXN0000000121,UC00000001,2024-04-13T11:21:00,1081.28,5.0,wallet,False,31.11,False,0.729,0.9557
TXN0000000122,UC00000001,2024-04-29T16:54:00,1323.66,4.56,UPI,False,0.0,False,1.88,0.9509
TXN0000000123,UC00000001,2024-04-12T08:47:00,1506.89,4.73,wallet,False,77.08,False,2.541,0.973
TXN0000000124,UC00000001,2024-04-22T10:01:00,1476.97,3.69,card,False,76.4,False,2.611,0.9591
TXN0000000125,UC00000001,2024-04-30T17:08:00,631.2,4.3,card,False,0.0,False,0.827,0.9581
TXN0000000126,UC00000001,2024-04-03T12:22:00,988.72,4.99,netbanking,False,81.81,False,1.112,0.9794
TXN0000000127,UC00000001,2024-04-16T10:39:00,882.53,4.23,UPI,False,38.82,False,2.64,0.9654
TXN0000000128,UC00000001,2024-04-17T08:34:00,1373.46,5.0,UPI,False,0.0,False,1.396,0.9721
TXN0000000129,UC00000001,2024-04-03T15:37:00,1534.58,4.38,UPI,False,0.0,False,1.032,0.9545
TXN0000000130,UC00000001,2024-04-10T17:40:00,989.72,4.75,UPI,False,0.0,False,2.694,0.966
TXN0000000131,UC00000001,2024-04-06T14:10:00,837.89,4.33,UPI,False,0.0,False,1.701,0.9216
TXN0000000132,UC00000001,2024-04-15T07:14:00,1326.08,4.97,wallet,False,0.0,False,2.792,0.9605
TXN0000000133,UC00000001,2024-04-15T13:23:00,1064.87,4.58,wallet,False,0.0,False,1.573,0.9523
TXN0000000134,UC00000001,2024-04-20T15:23:00,1246.28,4.52,card,False,0.0,False,1.447,0.9483
TXN0000000135,UC00000001,2024-04-13T12:24:00,1231.89,3.79,UPI,False,0.0,False,0.919,0.9358
TXN0000000136,UC00000001,2024-04-06T11:35:00,725.71,4.3,wallet,False,14.16,False,1.272,0.9775
TXN0000000137,UC00000001,2024-04-16T12:26:00,1316.77,4.03,UPI,False,0.0,False,0.954,0.9405
TXN0000000138,UC00000001,2024-04-09T09:53:00,1214.19,3.92,wallet,False,21.32,False,2.426,0.9432
TXN0000000139,UC00000001,2024-04-14T19:44:00,1057.21,4.5,UPI,False,0.0,False,1.161,0.963
TXN0000000140,UC00000001,2024-04-23T14:33:00,1258.26,4.6,netbanking,False,0.0,False,1.15,0.933
TXN0000000141,UC00000001,2024-04-23T18:39:00,1650.47,3.55,card,False,0.0,False,2.59,0.924
TXN0000000142,UC00000001,2024-04-28T13:19:00,1564.3,4.29,UPI,False,0.0,False,1.527,0.9644
TXN0000000143,UC00000001,2024-04-18T16:21:00,933.68,3.96,wallet,False,0.0,False,2.822,0.9368
TXN0000000144,UC00000001,2024-04-27T20:55:00,1480.64,4.32,UPI,False,0.0,False,1.389,0.9542
TXN0000000145,UC00000001,2024-04-17T07:02:00,1336.78,4.06,UPI,False,0.0,False,2.468,0.9526
TXN0000000146,UC00000001,2024-04-21T20:59:00,1457.53,4.3,UPI,False,0.0,False,2.123,0.9587
TXN0000000147,UC00000001,2024-04-25T17:51:00,1054.73,4.43,card,False,0.0,False,1.187,0.938
TXN0000000148,UC00000001,2024-04-24T19:33:00,1216.91,3.84,card,False,118.26,False,1.088,0.9612
TXN0000000149,UC00000001,2024-05-17T10:24:00,886.23,4.06,UPI,False,0.0,False,1.505,0.9627
TXN0000000150,UC00000001,2024-05-29T12:38:00,958.84,4.84,UPI,False,0.0,False,1.029,0.9403
TXN0000000151,UC00000001,2024-05-15T10:51:00,1282.01,4.21,cash,False,0.0,False,1.181,0.9543
TXN0000000152,UC00000001,2024-05-05T18:00:00,1385.29,3.62,card,False,0.0,False,0.978,0.9482
TXN0000000153,UC00000001,2024-05-20T19:00:00,1606.22,4.84,UPI,False,0.0,False,0.735,0.9764
TXN0000000154,UC00000001,2024-05-27T20:39:00,1012.52,4.36,wallet,False,0.0,False,2.215,0.9703
TXN0000000155,UC00000001,2024-05-14T20:48:00,1169.58,4.58,UPI,False,0.0,False,0.882,0.9518
TXN0000000156,UC00000001,2024-05-08T17:50:00,1192.57,4.29,UPI,False,0.0,False,1.163,0.9512
TXN0000000157,UC00000001,2024-05-23T09:11:00,1160.83,4.53,UPI,False,0.0,False,2.629,0.9663
TXN0000000158,UC00000001,2024-05-31T15:24:00,1197.1,4.87,cash,False,69.05,False,2.345,0.9607
TXN0000000159,UC00000001,2024-05-12T20:05:00,1264.4,4.27,UPI,False,0.0,False,2.063,0.9692
TXN0000000160,UC00000001,2024-05-26T18:27:00,867.94,4.14,UPI,False,0.0,False,1.385,0.9496
TXN0000000161,UC00000001,2024-05-27T10:07:00,1186.49,4.14,wallet,False,0.0,False,2.517,0.9555
TXN0000000162,UC00000001,2024-05-24T11:45:00,919.65,4.17,card,False,0.0,False,0.684,0.9365
TXN0000000163,UC00000001,2024-05-30T11:20:00,1266.23,4.47,wallet,False,0.0,False,2.023,0.9519
TXN0000000164,UC00000001,2024-05-07T18:35:00,1072.4,4.64,UPI,False,23.5,False,1.35,0.9503
TXN0000000165,UC00000001,2024-05-06T14:23:00,1559.56,4.09,UPI,False,0.0,False,0.914,0.9708
TXN0000000166,UC00000001,2024-05-26T12:48:00,1246.54,4.33,UPI,False,0.0,False,2.181,0.9547
TXN0000000167,UC00000001,2024-05-14T18:11:00,894.76,4.02,UPI,False,0.0,False,1.162,0.9527
TXN0000000168,UC00000001,2024-05-27T13:20:00,1430.32,4.12,netbanking,False,0.0,False,1.097,0.9514
TXN0000000169,UC00000001,2024-05-22T09:10:00,1053.96,4.83,UPI,False,0.0,False,1.957,0.9778
TXN0000000170,UC00000001,2024-05-20T11:37:00,935.19,4.1,card,False,22.54,False,1.11,0.9427
TXN0000000171,UC00000001,2024-05-14T20:01:00,1104.84,3.82,UPI,False,0.0,False,2.651,0.9707
TXN0000000172,UC00000001,2024-05-16T11:41:00,947.04,4.71,UPI,False,0.0,False,2.638,0.9281
TXN0000000173,UC00000001,2024-05-16T16:02:00,1581.9,4.49,card,False,0.0,False,0.625,0.9374
TXN0000000174,UC00000001,2024-05-14T20:32:00,800.53,4.23,UPI,True,0.0,False,2.68,0.9555
TXN0000000175,UC00000001,2024-05-06T20:13:00,1357.01,4.19,card,False,0.0,False,2.603,0.9343
TXN0000000176,UC00000001,2024-05-16T15:56:00,1528.81,3.54,cash,False,0.0,False,1.198,0.9572
TXN0000000177,UC00000001,2024-05-19T12:18:00,1518.96,4.26,wallet,False,0.0,False,1.069,0.9665
TXN0000000178,UC00000001,2024-05-17T20:26:00,1431.17,5.0,UPI,False,0.0,False,2.368,0.9546
TXN0000000179,UC00000001,2024-05-09T18:18:00,1348.35,4.4,UPI,False,0.0,False,2.261,0.9542
TXN0000000180,UC00000001,2024-05-11T20:47:00,1228.81,3.74,UPI,False,0.0,False,2.283,0.9329
TXN0000000181,UC00000001,2024-05-18T19:55:00,1427.09,4.46,UPI,False,0.0,False,0.744,0.9654
TXN0000000182,UC00000001,2024-05-19T13:19:00,1558.27,3.78,wallet,False,0.0,False,0.781,0.9443
TXN0000000183,UC00000001,2024-05-25T18:18:00,1270.84,4.65,card,False,0.0,False,1.067,0.9601
TXN0000000184,UC00000001,2024-05-21T17:21:00,931.29,3.6,UPI,False,0.0,False,1.41,0.979
TXN0000000185,UC00000001,2024-05-07T15:50:00,1699.96,4.41,card,False,0.0,False,1.958,0.9605
TXN0000000186,UC00000001,2024-05-25T19:06:00,1388.71,4.04,UPI,False,0.0,False,0.717,0.9314
TXN0000000187,UC00000001,2024-05-07T14:27:00,1360.31,3.91,netbanking,False,0.0,False,2.655,0.9702
TXN0000000188,UC00000001,2024-06-01T16:16:00,629.26,3.09,UPI,False,0.0,False,0.951,0.9699
TXN0000000189,UC00000001,2024-06-23T08:49:00,1558.82,4.84,UPI,False,0.0,False,2.718,0.9433
TXN0000000190,UC00000001,2024-06-22T20:15:00,1456.74,4.2,UPI,False,0.0,False,1.085,0.9731
TXN0000000191,UC00000001,2024-06-26T16:00:00,942.23,4.03,UPI,False,0.0,False,2.119,0.9588
TXN0000000192,UC00000001,2024-06-30T07:21:00,813.09,3.99,UPI,False,203.5,False,1.344,0.9606
TXN0000000193,UC00000001,2024-06-26T16:39:00,972.49,3.86,UPI,False,0.0,False,2.535,0.9506
TXN0000000194,UC00000001,2024-06-15T16:39:00,1165.83,4.57,UPI,False,0.0,False,1.574,0.9565
TXN0000000195,UC00000001,2024-06-13T17:38:00,1147.06,5.0,UPI,True,0.0,False,2.029,0.9415
TXN0000000196,UC00000001,2024-06-04T09:52:00,1768.29,4.44,UPI,False,0.0,False,1.767,0.958
TXN0000000197,UC00000001,2024-06-18T10:27:00,1288.36,4.03,UPI,False,77.83,False,1.921,0.9604
TXN0000000198,UC00000001,2024-06-23T20:26:00,1319.99,4.14,UPI,False,0.0,False,1.582,0.9522
TXN0000000199,UC00000001,2024-06-17T07:02:00,891.05,4.33,cash,False,0.0,False,1.32,0.9719
TXN0000000200,UC00000001,2024-06-15T07:07:00,1432.28,4.43,UPI,False,0.0,False,1.536,0.9497
TXN0000000201,UC00000001,2024-06-28T12:47:00,1026.39,4.34,UPI,False,0.0,False,1.224,0.94
TXN0000000202,UC00000001,2024-06-26T14:52:00,1102.72,4.16,UPI,False,0.0,False,1.467,0.9528
TXN0000000203,UC00000001,2024-06-07T13:26:00,1547.98,4.49,UPI,False,0.0,False,2.171,0.9655
TXN0000000204,UC00000001,2024-06-14T14:54:00,979.26,4.58,UPI,False,0.0,False,0.703,0.9441
TXN0000000205,UC00000001,2024-06-15T09:06:00,2374.9,4.39,card,False,0.0,False,1.932,0.9517
TXN0000000206,UC00000001,2024-06-22T13:17:00,882.44,4.48,UPI,False,0.0,False,1.004,0.9539
TXN0000000207,UC00000001,2024-06-19T19:46:00,1390.69,4.22,UPI,False,6.84,False,1.036,0.9583
TXN0000000208,UC00000001,2024-06-12T07:37:00,749.66,4.54,UPI,False,20.19,False,2.629,0.9699
TXN0000000209,UC00000001,2024-06-16T08:42:00,1065.02,4.45,card,False,0.0,False,1.559,0.9592
TXN0000000210,UC00000001,2024-06-24T10:52:00,1503.86,3.61,UPI,False,0.0,False,0.821,0.9607
TXN0000000211,UC00000001,2024-06-20T20:42:00,1154.21,4.96,UPI,False,0.0,False,1.216,0.948
TXN0000000212,UC00000001,2024-06-13T19:03:00,1517.9,4.57,UPI,False,0.0,False,1.204,0.9584
TXN0000000213,UC00000001,2024-06-27T17:44:00,1398.54,4.03,UPI,False,0.0,False,0.947,0.9573
TXN0000000214,UC00000001,2024-06-11T15:05:00,1356.45,4.41,UPI,False,0.0,False,2.714,0.9531
TXN0000000215,UC00000001,2024-06-26T20:09:00,1303.43,4.5,UPI,False,0.0,False,2.632,0.9565
TXN0000000216,UC00000001,2024-06-04T11:07:00,1043.17,3.97,UPI,False,0.0,False,1.728,0.9532
TXN0000000217,UC00000001,2024-06-08T11:40:00,1013.08,4.46,UPI,False,0.0,False,1.891,0.9616
TXN0000000218,UC00000001,2024-06-22T19:34:00,1091.76,4.91,netbanking,False,0.0,False,0.809,0.9649
TXN0000000219,UC00000001,2024-06-04T14:42:00,1038.64,4.01,UPI,False,0.0,False,1.03,0.954
TXN0000000220,UC00000001,2024-06-27T13:14:00,1374.9,4.62,cash,False,0.0,False,2.038,0.9831
TXN0000000221,UC00000001,2024-06-03T13:32:00,824.83,4.32,UPI,False,0.0,False,1.782,0.9817
TXN0000000222,UC00000001,2024-06-09T11:37:00,978.18,4.44,UPI,False,0.0,False,1.976,0.9554
TXN0000000223,UC00000001,2024-06-12T08:43:00,1087.25,4.41,card,False,0.0,False,1.749,0.9706
TXN0000000224,UC00000001,2024-06-28T13:12:00,1416.57,4.7,UPI,False,0.0,False,0.82,0.9731
TXN0000000225,UC00000001,2024-06-17T13:14:00,1234.09,4.1,wallet,False,0.0,False,1.945,0.9587
TXN0000000226,UC00000001,2024-06-23T17:30:00,955.83,4.43,UPI,True,0.0,False,2.482,0.9646
TXN0000000227,UC00000001,2024-06-20T10:51:00,960.7,5.0,cash,False,22.74,False,1.051,0.9565
TXN0000000228,UC00000001,2024-06-09T15:38:00,1022.62,4.76,UPI,False,0.0,False,2.196,0.9502
TXN0000000229,UC00000001,2024-06-02T08:17:00,1609.38,4.33,UPI,False,0.0,False,1.563,0.929
TXN0000000230,UC00000001,2024-07-11T20:20:00,1482.19,4.28,UPI,False,0.0,False,0.683,0.9524
TXN0000000231,UC00000001,2024-07-03T12:53:00,1523.33,3.08,UPI,False,0.0,False,1.844,0.9805
TXN0000000232,UC00000001,2024-07-16T18:39:00,1239.91,4.49,UPI,False,0.0,False,2.477,0.9623
TXN0000000233,UC00000001,2024-07-12T07:01:00,859.41,4.85,wallet,False,0.0,False,2.167,0.9528
TXN0000000234,UC00000001,2024-07-03T10:59:00,1040.26,4.24,UPI,False,26.65,False,1.528,0.9527
TXN0000000235,UC00000001,2024-07-25T08:22:00,1239.92,4.48,UPI,False,0.0,False,1.638,0.9613
TXN0000000236,UC00000001,2024-07-28T12:59:00,1344.77,4.54,UPI,False,0.0,False,1.605,0.9547
TXN0000000237,UC00000001,2024-07-11T13:19:00,1239.44,4.59,wallet,False,0.0,False,0.9,0.9755
TXN0000000238,UC00000001,2024-07-22T08:29:00,864.93,4.35,UPI,False,62.24,False,2.219,0.9679
TXN0000000239,UC00000001,2024-07-03T12:32:00,1183.23,4.29,UPI,False,0.0,False,1.166,0.9463
TXN0000000240,UC00000001,2024-07-06T09:50:00,1468.65,4.63,UPI,False,0.0,False,2.343,0.9603
TXN0000000241,UC00000001,2024-07-08T09:45:00,1331.74,5.0,UPI,False,0.0,False,1.508,0.9459
TXN0000000242,UC00000001,2024-07-17T18:43:00,1737.4,4.21,wallet,False,101.73,False,2.256,0.955
TXN0000000243,UC00000001,2024-07-04T19:29:00,705.35,4.08,UPI,False,0.0,False,2.391,0.9569
TXN0000000244,UC00000001,2024-07-23T16:24:00,1097.52,4.11,cash,False,0.0,False,1.551,0.9659
TXN0000000245,UC00000001,2024-07-24T13:44:00,1454.03,4.5,UPI,False,0.0,False,0.719,0.944
TXN0000000246,UC00000001,2024-07-13T20:15:00,1415.34,4.78,UPI,False,0.0,False,1.954,0.9495
