merchant_id,region,city,category,tenure_days,avg_ticket,monthly_income,repeat_customer_rate,platform_commission_pct,kyc_flag,payment_success_rate,transaction_velocity,multi_product_adoption,digital_tool_usage,ai_adoption_score,agent_usage_flag,treatment_flag,treatment_start_month,intervention_timestamp
UC00000027,West,Surat,beauty_wellness,118,1151.12,50711.19,0.2518,0.1822,True,0.9558,39.91,3,0.4946,0.4236,True,False,0,
UC00000028,North,Chandigarh,beauty_wellness,278,1095.26,54217.11,0.463,0.2334,True,0.9211,45.69,3,0.7278,0.2589,False,False,0,
UC00000029,South,Bengaluru,plumbing_electrical,387,896.06,37596.74,0.3461,0.2138,True,0.9312,49.29,2,0.5367,0.3374,False,False,0,
UC00000030,North,Lucknow,salon_spa_premium,149,1304.59,58422.36,0.2135,0.2832,True,0.9627,39.21,2,0.4783,0.2499,False,True,15,2025-03-01
UC00000031,South,Hyderabad,beauty_wellness,1059,710.32,34577.14,0.6091,0.2496,True,0.9608,48.96,5,0.762,0.7423,True,False,0,
UC00000032,North,Delhi NCR,home_cleaning,594,1550.45,35492.05,0.2387,0.1921,True,0.9309,25.57,5,0.599,0.6514,True,True,7,2024-07-01
UC00000033,West,Ahmedabad,appliance_repair,539,778.76,35319.35,0.4405,0.2649,True,0.9589,49.52,3,0.8143,0.5363,False,True,10,2024-10-01
UC00000034,West,Ahmedabad,home_cleaning,245,1646.0,76711.13,0.4439,0.2128,True,0.9454,42.08,3,0.5536,0.5064,False,False,0,
UC00000035,South,Kochi,home_cleaning,837,969.2,9042.87,0.715,0.2309,True,0.9604,8.48,3,0.7185,0.3277,False,True,2,2024-02-01
UC00000036,North,Delhi NCR,appliance_repair,732,1038.54,55723.98,0.3726,0.2334,True,0.9652,57.08,4,0.8776,0.5129,True,False,0,
UC00000037,West,Pune,beauty_wellness,227,1154.04,18322.73,0.3513,0.2687,True,0.9598,17.05,2,0.5453,0.2137,False,False,0,
UC00000038,South,Chennai,plumbing_electrical,545,827.23,38551.0,0.4962,0.1874,True,0.9311,43.32,3,0.6763,0.4348,False,True,8,2024-08-01
UC00000039,West,Pune,appliance_repair,237,920.2,28896.88,0.4964,0.2185,True,0.9186,35.53,4,0.5914,0.4794,True,True,15,2025-03-01
UC00000040,North,Delhi NCR,plumbing_electrical,540,940.51,49434.27,0.4763,0.12,False,0.9885,48.46,2,0.5417,0.2939,True,False,0,
UC00000041,West,Pune,appliance_repair,562,503.13,11083.43,0.3904,0.2203,True,0.982,19.53,2,0.404,0.4117,False,False,0,
UC00000042,West,Ahmedabad,salon_spa_premium,774,1059.47,37473.78,0.4895,0.2244,True,0.9582,39.99,2,0.4871,0.2583,False,True,2,2024-02-01
UC00000043,North,Lucknow,salon_spa_premium,486,1464.53,56376.59,0.3928,0.2941,True,0.9356,36.72,2,0.2288,0.4552,False,True,8,2024-08-01
UC00000044,South,Hyderabad,beauty_wellness,415,1183.3,51145.04,0.496,0.2913,True,0.9127,41.35,3,0.6387,0.4313,False,True,3,2024-03-01
UC00000045,West,Surat,appliance_repair,420,618.21,21406.78,0.3398,0.2044,True,0.9308,40.99,2,0.5326,0.2165,False,False,0,
UC00000046,North,Chandigarh,beauty_wellness,116,929.77,7772.51,0.4201,0.2222,True,0.9677,8.48,3,0.721,0.5065,False,True,15,2025-03-01
UC00000047,West,Ahmedabad,plumbing_electrical,799,925.31,29262.25,0.4187,0.1691,True,0.9472,29.92,4,0.714,0.6606,False,True,11,2024-11-01
UC00000048,West,Pune,beauty_wellness,51,870.04,6427.86,0.2942,0.235,True,0.9816,8.76,3,0.6162,0.3077,False,False,0,
UC00000049,South,Bengaluru,home_cleaning,405,1445.63,68433.76,0.4238,0.2147,True,0.9255,41.32,2,0.4418,0.4392,False,False,0,
UC00000050,North,Delhi NCR,beauty_wellness,132,1386.07,59511.63,0.2807,0.212,True,0.9634,38.77,4,0.6593,0.5032,True,True,13,2025-01-01
UC00000051,North,Delhi NCR,beauty_wellness,115,1280.4,62959.66,0.2068,0.2425,True,0.9403,52.09,4,0.9069,0.6028,False,True,13,2025-01-01
UC00000052,North,Chandigarh,home_cleaning,958,1723.61,74141.87,0.6114,0.2359,True,0.9602,43.56,4,0.7256,0.5453,True,False,0,
UC00000053,North,Lucknow,plumbing_electrical,1306,745.94,32493.26,0.5454,0.1527,True,0.9537,50.66,4,0.6272,0.3389,True,True,12,2024-12-01
UC00000054,East,Bhubaneswar,beauty_wellness,562,1003.33,20840.22,0.3678,0.2087,True,0.981,23.0,4,0.6449,0.2596,True,True,8,2024-08-01
UC00000055,North,Chandigarh,beauty_wellness,247,1129.26,46964.34,0.5174,0.2367,False,0.9222,38.03,2,0.4653,0.3904,True,False,0,
UC00000056,West,Pune,beauty_wellness,585,1106.14,47781.71,0.3969,0.2759,True,0.9114,39.22,3,0.7192,0.3605,False,False,0,
UC00000057,South,Hyderabad,appliance_repair,1000,933.15,42239.97,0.4531,0.1812,True,0.9474,53.13,4,0.6326,0.6277,False,False,0,
UC00000058,East,Kolkata,plumbing_electrical,445,765.79,55017.97,0.3587,0.2042,False,0.9422,67.78,1,0.4111,0.4526,False,False,0,
UC00000059,North,Delhi NCR,plumbing_electrical,218,689.49,22677.5,0.4873,0.1464,True,0.9298,35.97,4,0.6,0.4167,True,True,18,2025-06-01
UC00000060,East,Bhubaneswar,appliance_repair,77,803.6,30087.14,0.4111,0.2237,False,0.9641,31.53,1,0.3182,0.1768,False,False,0,
UC00000061,West,Mumbai,plumbing_electrical,249,626.49,19472.49,0.5126,0.1631,True,0.9617,36.87,3,0.7641,0.3232,False,True,17,2025-05-01
UC00000062,South,Bengaluru,salon_spa_premium,1533,1214.73,47697.83,0.4752,0.2699,True,0.9907,35.74,4,0.5922,0.5863,False,True,2,2024-02-01
UC00000063,West,Mumbai,beauty_wellness,377,1077.42,30481.66,0.6101,0.2358,True,0.9681,29.06,4,0.675,0.4688,True,False,0,
UC00000064,West,Surat,beauty_wellness,698,1029.79,40607.01,0.4787,0.2622,True,0.9681,47.74,4,0.7862,0.5534,False,False,0,
UC00000065,East,Guwahati,plumbing_electrical,102,785.96,14447.47,0.5284,0.1679,True,0.9586,21.93,4,0.6148,0.4677,True,True,18,2025-06-01
UC00000066,West,Ahmedabad,beauty_wellness,151,879.3,34664.84,0.3685,0.2373,True,0.9846,46.36,3,0.6789,0.3419,False,True,13,2025-01-01
UC00000067,South,Chennai,home_cleaning,645,1523.43,72407.13,0.5149,0.1849,True,0.9932,43.85,4,0.6473,0.4078,True,True,6,2024-06-01
UC00000068,West,Ahmedabad,home_cleaning,601,1488.78,52146.25,0.4408,0.2018,True,0.9741,37.34,4,0.6944,0.479,True,True,8,2024-08-01
UC00000069,South,Chennai,beauty_wellness,172,934.83,13751.85,0.297,0.2413,True,0.963,16.28,3,0.6029,0.4891,False,False,0,
UC00000070,North,Jaipur,plumbing_electrical,364,706.49,22923.65,0.5392,0.1851,True,0.9819,35.73,3,0.6898,0.408,False,True,18,2025-06-01
UC00000071,West,Surat,salon_spa_premium,224,1965.46,66285.67,0.319,0.2466,False,0.9283,33.84,1,0.3341,0.3585,False,False,0,
UC00000072,South,Hyderabad,home_cleaning,1147,1581.58,58253.79,0.4921,0.2564,True,0.9347,38.64,4,0.8584,0.5013,True,True,3,2024-03-01
UC00000073,South,Kochi,beauty_wellness,413,997.26,15013.5,0.4486,0.273,True,0.949,16.61,4,0.5128,0.5518,True,False,0,
UC00000074,South,Bengaluru,salon_spa_premium,352,1113.42,45387.2,0.3595,0.2602,True,0.9556,43.37,3,0.6918,0.3942,False,True,5,2024-05-01
UC00000075,North,Lucknow,salon_spa_premium,1015,1933.36,84096.25,0.383,0.2775,True,0.9889,40.48,3,0.4698,0.5464,True,False,0,
UC00000076,South,Hyderabad,salon_spa_premium,509,2130.8,65653.57,0.3377,0.2713,True,0.947,30.54,3,0.5483,0.3873,True,True,3,2024-03-01
UC00000077,South,Bengaluru,beauty_wellness,64,989.49,23052.29,0.3706,0.2722,True,0.9998,27.73,3,0.6723,0.4355,False,True,9,2024-09-01
UC00000078,West,Mumbai,beauty_wellness,480,1158.81,31322.77,0.5364,0.2446,False,0.9437,30.95,2,0.6374,0.3876,False,False,0,
UC00000079,South,Kochi,salon_spa_premium,143,1561.96,53237.84,0.2974,0.2385,True,0.9324,34.04,4,0.8438,0.4755,True,True,6,2024-06-01
UC00000080,West,Mumbai,home_cleaning,447,1206.17,40373.98,0.4714,0.187,True,0.9197,36.39,4,0.5648,0.487,True,False,0,
UC00000081,East,Bhubaneswar,beauty_wellness,430,1281.73,34750.58,0.6212,0.289,True,0.9193,31.28,3,0.4928,0.5497,True,False,0,
UC00000082,West,Mumbai,beauty_wellness,291,886.16,20864.99,0.4421,0.2622,True,0.9218,25.37,4,0.6517,0.3683,True,True,10,2024-10-01
UC00000083,North,Lucknow,beauty_wellness,1061,1346.83,61162.65,0.4078,0.2531,True,0.9389,38.78,2,0.5069,0.4822,False,False,0,
UC00000084,East,Bhubaneswar,appliance_repair,49,918.67,20723.63,0.4425,0.2155,True,0.9465,27.25,3,0.7912,0.3844,False,False,0,
UC00000085,West,Ahmedabad,salon_spa_premium,93,1107.43,51286.01,0.3106,0.2675,True,0.9955,44.66,2,0.4816,0.4517,False,False,0,
UC00000086,North,Lucknow,home_cleaning,789,1434.14,52704.73,0.5339,0.2363,True,0.9705,35.73,5,0.8466,0.7105,True,True,11,2024-11-01
UC00000087,West,Mumbai,beauty_wellness,1237,999.85,53305.79,0.316,0.2599,True,1.0,49.66,3,0.6945,0.3614,False,True,4,2024-04-01
UC00000088,West,Mumbai,beauty_wellness,356,1109.26,56099.53,0.3534,0.2111,True,0.9756,45.37,3,0.6716,0.2288,False,False,0,
UC00000089,West,Surat,appliance_repair,1010,777.02,18166.62,0.4247,0.2101,True,0.9247,23.08,3,0.8719,0.5493,False,False,0,
UC00000090,South,Bengaluru,appliance_repair,468,898.04,40986.23,0.2731,0.1969,True,0.9559,43.39,2,0.3675,0.2172,False,True,13,2025-01-01
UC00000091,South,Kochi,beauty_wellness,727,1000.82,25048.59,0.5047,0.2268,False,0.9693,27.6,3,0.8573,0.5887,False,False,0,
UC00000092,East,Kolkata,salon_spa_premium,163,1974.31,97955.95,0.3605,0.2473,True,0.9103,55.96,3,0.5468,0.3554,True,True,14,2025-02-01
UC00000093,West,Mumbai,beauty_wellness,191,1336.5,66926.65,0.4841,0.2501,False,0.944,45.71,2,0.5835,0.4538,False,False,0,
UC00000094,East,Patna,plumbing_electrical,30,670.36,9667.0,0.5082,0.1528,True,0.9383,14.71,2,0.4741,0.2866,False,False,0,
UC00000095,North,Delhi NCR,salon_spa_premium,703,1918.71,32926.07,0.4257,0.2549,True,0.971,19.0,3,0.5895,0.5157,False,True,2,2024-02-01
UC00000096,South,Bengaluru,plumbing_electrical,1659,926.97,40004.26,0.78,0.2049,False,0.9509,51.07,2,0.6446,0.4815,False,False,0,
UC00000097,West,Ahmedabad,appliance_repair,803,987.48,48302.14,0.3763,0.1783,True,0.8817,43.71,3,0.6233,0.4487,False,False,0,
UC00000098,West,Pune,home_cleaning,604,1910.39,53676.33,0.6797,0.2579,True,0.9532,33.66,3,0.6334,0.4174,False,False,0,
UC00000099,South,Hyderabad,appliance_repair,1713,1224.92,49793.58,0.4979,0.1787,True,0.9269,41.32,4,0.8379,0.5934,False,False,0,
UC00000100,North,Lucknow,beauty_wellness,952,530.1,15895.75,0.6954,0.2036,True,0.9654,35.26,5,0.901,0.6308,True,True,7,2024-07-01
UC00000101,South,Chennai,beauty_wellness,828,1125.52,38527.59,0.4697,0.2244,True,0.927,37.33,3,0.6315,0.3411,False,True,2,2024-02-01
UC00000102,South,Hyderabad,plumbing_electrical,297,759.45,23556.59,0.2023,0.1789,True,0.9788,33.07,3,0.6563,0.4565,False,True,12,2024-12-01
UC00000103,West,Mumbai,plumbing_electrical,275,643.27,9652.17,0.1356,0.1741,True,0.9498,12.98,4,0.5607,0.5266,True,False,0,
UC00000104,West,Pune,home_cleaning,585,1077.26,55856.0,0.5199,0.1778,False,0.9514,60.88,3,0.821,0.5025,True,False,0,
UC00000105,North,Lucknow,salon_spa_premium,96,1909.45,66961.11,0.3182,0.2455,True,0.9686,37.3,2,0.3709,0.251,False,False,0,
UC00000106,South,Bengaluru,salon_spa_premium,523,1264.2,28147.85,0.3218,0.2641,True,0.959,23.3,2,0.4199,0.3626,False,False,0,
UC00000107,West,Surat,beauty_wellness,485,540.74,18778.34,0.4186,0.2538,True,0.978,38.72,3,0.5774,0.246,False,True,8,2024-08-01
UC00000108,North,Delhi NCR,home_cleaning,144,1216.54,45766.03,0.4281,0.226,True,0.9845,38.51,3,0.5169,0.3775,True,True,15,2025-03-01
UC00000109,North,Delhi NCR,home_cleaning,663,1380.34,38546.98,0.4284,0.2189,True,0.91,30.49,4,0.5754,0.49,True,True,8,2024-08-01
UC00000110,West,Mumbai,beauty_wellness,490,1320.37,53926.06,0.2,0.2798,True,0.9636,38.99,3,0.7977,0.3829,False,False,0,
UC00000111,North,Lucknow,salon_spa_premium,97,1703.15,59269.59,0.4411,0.1996,True,0.9786,30.93,2,0.3756,0.328,False,False,0,
UC00000112,West,Ahmedabad,salon_spa_premium,1032,1553.46,44495.34,0.5335,0.216,True,0.9533,32.62,5,0.6353,0.7358,True,True,3,2024-03-01
UC00000113,West,Surat,beauty_wellness,553,1114.85,28641.99,0.2816,0.2434,True,0.9625,26.69,2,0.5366,0.2326,False,True,3,2024-03-01
UC00000114,South,Bengaluru,beauty_wellness,210,1332.54,34672.36,0.3495,0.2462,True,0.956,29.08,3,0.7939,0.444,False,True,7,2024-07-01
UC00000115,South,Chennai,salon_spa_premium,170,1523.01,84801.91,0.4193,0.2318,True,1.0,63.38,3,0.6967,0.2045,False,True,8,2024-08-01
UC00000116,West,Ahmedabad,beauty_wellness,423,526.58,19380.13,0.3257,0.2432,False,0.9612,40.22,2,0.3994,0.4135,True,False,0,
UC00000117,North,Delhi NCR,salon_spa_premium,954,1342.6,41825.18,0.4898,0.2577,True,0.9793,29.42,3,0.656,0.3198,False,False,0,
UC00000118,West,Mumbai,plumbing_electrical,513,965.93,36655.74,0.5041,0.1606,True,0.9391,42.12,4,0.7378,0.4389,True,True,12,2024-12-01
UC00000119,East,Kolkata,appliance_repair,939,1209.09,75243.27,0.4914,0.1706,True,0.9492,59.44,2,0.5139,0.3018,False,True,15,2025-03-01
UC00000120,North,Delhi NCR,home_cleaning,2140,1350.48,43168.9,0.4882,0.2627,True,0.9303,30.87,3,0.7324,0.4158,False,False,0,
UC00000121,South,Bengaluru,appliance_repair,740,1082.93,16242.66,0.5638,0.1585,True,0.9504,17.57,3,0.7426,0.4721,False,False,0,
UC00000122,West,Mumbai,salon_spa_premium,343,1868.13,56461.65,0.4273,0.212,True,0.9081,32.16,3,0.6768,0.4641,False,False,0,
UC00000123,North,Delhi NCR,beauty_wellness,533,1202.8,54503.68,0.4131,0.1873,False,0.9608,47.33,3,0.7576,0.5731,False,False,0,
UC00000124,West,Surat,salon_spa_premium,404,1721.82,38523.52,0.4828,0.2622,True,0.9395,22.19,5,0.5681,0.5794,True,True,3,2024-03-01
UC00000125,North,Delhi NCR,salon_spa_premium,160,1712.42,31843.09,0.4639,0.244,True,0.9387,22.56,4,0.6386,0.5093,True,True,14,2025-02-01
UC00000126,North,Chandigarh,beauty_wellness,146,800.54,44213.74,0.4252,0.2439,True,0.9793,52.24,4,0.6983,0.4191,True,True,13,2025-01-01
UC00000127,South,Chennai,appliance_repair,203,1003.26,52380.92,0.2399,0.2181,True,0.961,55.17,3,0.5747,0.4217,False,False,0,
UC00000128,South,Chennai,plumbing_electrical,678,559.03,11187.02,0.4287,0.1655,True,0.9448,22.92,3,0.7451,0.454,False,True,13,2025-01-01
UC00000129,North,Chandigarh,beauty_wellness,710,1057.45,44076.4,0.5024,0.2205,True,0.8811,37.52,3,0.6932,0.1622,False,False,0,
UC00000130,West,Pune,beauty_wellness,136,1286.19,16642.68,0.3896,0.2102,False,0.8925,12.66,2,0.4175,0.4368,True,False,0,
UC00000131,West,Surat,plumbing_electrical,154,694.01,13691.6,0.3169,0.1481,True,0.9048,20.76,2,0.3929,0.0921,False,True,18,2025-06-01
UC00000132,South,Bengaluru,beauty_wellness,1491,1106.44,18063.75,0.5672,0.2144,True,0.9572,14.61,3,0.5217,0.4147,True,True,2,2024-02-01
UC00000133,West,Mumbai,beauty_wellness,271,1104.83,36325.1,0.4898,0.2341,True,0.9768,34.87,5,0.7039,0.6544,True,False,0,
UC00000134,North,Delhi NCR,beauty_wellness,655,921.1,32424.1,0.3742,0.2328,True,0.9636,34.96,4,0.5523,0.3327,True,True,7,2024-07-01
UC00000135,East,Kolkata,appliance_repair,504,913.81,34871.34,0.6574,0.1887,True,0.9857,34.84,4,0.7034,0.5058,True,True,17,2025-05-01
UC00000136,North,Jaipur,plumbing_electrical,713,1019.89,37574.67,0.4752,0.1793,True,0.9376,43.44,3,0.6928,0.5355,False,True,12,2024-12-01
UC00000137,North,Jaipur,salon_spa_premium,135,711.28,26439.1,0.5258,0.2477,True,0.9423,36.94,4,0.5551,0.4117,True,True,10,2024-10-01
UC00000138,North,Lucknow,beauty_wellness,850,1490.78,36992.8,0.375,0.2565,True,0.9245,26.39,4,0.6028,0.3279,True,False,0,
UC00000139,North,Delhi NCR,plumbing_electrical,493,611.29,9338.55,0.3255,0.1438,True,0.9532,14.86,3,0.6995,0.5177,False,False,0,
UC00000140,South,Bengaluru,salon_spa_premium,413,1165.37,13419.08,0.4315,0.2278,True,0.9673,12.87,3,0.6857,0.2294,False,False,0,
UC00000141,North,Delhi NCR,plumbing_electrical,899,682.85,18791.74,0.5267,0.1849,True,0.9775,30.54,4,0.7146,0.5906,False,False,0,
UC00000142,North,Chandigarh,beauty_wellness,1190,655.67,14766.12,0.4843,0.2272,True,0.961,25.95,2,0.4501,0.3148,False,False,0,
UC00000143,North,Jaipur,beauty_wellness,656,1064.42,42877.11,0.5301,0.2539,True,0.9572,35.31,2,0.4941,0.4045,False,False,0,
UC00000144,West,Pune,home_cleaning,923,2198.11,76700.68,0.4027,0.2112,True,0.9576,32.22,4,0.7994,0.5724,False,False,0,
UC00000145,East,Kolkata,appliance_repair,274,652.04,25197.43,0.4232,0.1984,True,0.9668,44.18,2,0.4692,0.2511,False,False,0,
UC00000146,West,Pune,plumbing_electrical,269,530.09,25845.23,0.4704,0.2112,True,0.9294,47.69,2,0.4283,0.2708,False,False,0,
UC00000147,West,Pune,beauty_wellness,594,1160.64,39639.77,0.4087,0.293,True,0.9503,38.74,2,0.3942,0.242,False,False,0,
UC00000148,North,Delhi NCR,home_cleaning,680,1152.06,24758.63,0.4729,0.1736,True,0.9437,24.2,4,0.6872,0.4556,True,True,10,2024-10-01
UC00000149,South,Hyderabad,appliance_repair,929,754.21,25450.11,0.4398,0.2198,False,0.9447,41.66,4,0.7729,0.722,True,False,0,
UC00000150,South,Hyderabad,plumbing_electrical,133,561.7,22141.7,0.2848,0.1859,True,0.9706,37.2,4,0.7382,0.7165,False,False,0,
UC00000151,North,Delhi NCR,plumbing_electrical,230,692.96,20950.32,0.3751,0.2107,True,0.9359,32.83,3,0.4585,0.4666,True,False,0,
UC00000152,South,Bengaluru,beauty_wellness,974,1030.56,43136.39,0.5916,0.2104,True,0.8992,44.16,4,0.7435,0.6354,False,True,2,2024-02-01
UC00000153,North,Delhi NCR,beauty_wellness,651,1189.94,38172.05,0.4068,0.2504,True,0.8826,33.92,5,0.7679,0.6117,True,True,7,2024-07-01
UC00000154,North,Delhi NCR,appliance_repair,74,852.8,35256.57,0.4341,0.2091,True,0.9762,52.15,5,1.0,0.6901,True,True,18,2025-06-01
UC00000155,North,Lucknow,beauty_wellness,973,1641.68,37172.79,0.4575,0.2277,True,0.9324,23.87,2,0.1879,0.2349,False,True,3,2024-03-01
UC00000156,West,Pune,salon_spa_premium,567,1806.11,101226.67,0.4926,0.2692,True,0.9692,52.36,5,0.7494,0.7461,True,True,3,2024-03-01
UC00000157,West,Mumbai,beauty_wellness,42,539.52,24202.3,0.4846,0.2174,True,0.9603,53.26,4,0.7263,0.4633,True,False,0,
UC00000158,East,Kolkata,plumbing_electrical,812,665.79,6477.52,0.5514,0.1558,True,0.9692,11.5,3,0.5155,0.5783,False,False,0,
UC00000159,South,Chennai,salon_spa_premium,181,1757.03,63283.61,0.5572,0.2992,False,0.9757,38.2,1,0.5475,0.4509,False,False,0,
UC00000160,North,Jaipur,beauty_wellness,786,995.16,28734.28,0.4319,0.179,True,0.9455,32.84,2,0.4929,0.4071,False,True,3,2024-03-01
UC00000161,South,Hyderabad,home_cleaning,739,935.18,38451.33,0.4576,0.171,True,0.9218,40.87,2,0.4334,0.4092,False,False,0,
UC00000162,North,Delhi NCR,appliance_repair,697,1055.84,43502.79,0.3709,0.1588,True,0.9328,38.33,3,0.6136,0.1881,False,True,11,2024-11-01
UC00000163,South,Bengaluru,plumbing_electrical,944,565.9,15264.11,0.2522,0.1335,True,0.9903,29.74,4,0.8779,0.5233,True,True,8,2024-08-01
UC00000164,West,Surat,appliance_repair,1368,1065.79,23727.55,0.5077,0.176,True,0.9739,22.11,2,0.36,0.2646,False,False,0,
UC00000165,East,Patna,appliance_repair,221,1022.06,55134.32,0.3587,0.2192,True,0.9319,63.02,2,0.5043,0.3374,False,False,0,
UC00000166,West,Ahmedabad,home_cleaning,302,836.69,18981.75,0.3981,0.1903,True,0.9684,20.12,2,0.4755,0.3249,False,False,0,
UC00000167,South,Kochi,beauty_wellness,592,841.25,30521.54,0.4669,0.2591,True,0.961,37.81,3,0.8765,0.4578,False,True,3,2024-03-01
UC00000168,North,Jaipur,appliance_repair,814,849.53,33110.54,0.547,0.181,True,0.95,48.02,4,0.9501,0.5822,False,False,0,
UC00000169,South,Bengaluru,beauty_wellness,892,1330.08,64332.04,0.515,0.2626,True,0.9752,45.46,4,0.6025,0.6409,False,False,0,
UC00000170,North,Jaipur,plumbing_electrical,1125,391.93,14052.4,0.4836,0.135,True,0.9848,33.45,3,0.7094,0.5009,False,True,9,2024-09-01
UC00000171,North,Jaipur,home_cleaning,560,1394.01,73033.35,0.28,0.2354,False,0.9582,46.21,1,0.5424,0.4579,False,False,0,
UC00000172,South,Bengaluru,beauty_wellness,1505,1164.95,20671.16,0.5039,0.1879,True,0.9917,16.13,4,0.6337,0.263,True,False,0,
UC00000173,South,Kochi,salon_spa_premium,1063,2130.76,49844.83,0.5421,0.2148,True,0.9685,26.47,5,0.9585,0.6808,True,False,0,
UC00000174,South,Hyderabad,home_cleaning,222,1889.15,47409.07,0.396,0.2285,True,0.9682,25.06,3,0.8204,0.5237,False,True,11,2024-11-01
UC00000175,South,Kochi,salon_spa_premium,648,1088.89,31403.41,0.4807,0.2122,True,0.9582,25.23,4,0.525,0.5649,True,False,0,
UC00000176,North,Jaipur,plumbing_electrical,413,460.44,7586.55,0.3656,0.1702,True,0.9328,15.67,2,0.484,0.381,False,False,0,
UC00000177,South,Hyderabad,plumbing_electrical,1186,600.64,21218.51,0.6584,0.1596,True,0.9584,34.33,3,0.732,0.4123,False,False,0,
UC00000178,East,Patna,beauty_wellness,996,1000.79,44534.97,0.5495,0.2378,True,0.9929,41.26,3,0.4754,0.5637,False,True,13,2025-01-01
UC00000179,North,Lucknow,salon_spa_premium,204,1761.76,78445.94,0.4006,0.2454,True,0.926,47.79,2,0.4495,0.3382,False,False,0,
