merchant_id,month,target_month,default_probability,predicted_class,split,risk_band,city,business_type,loan_amount,payout_amount,working_capital_gap,default_flag
UC00000002,2024-07,2024-08,0.4798844978540532,0,train,Medium,Jaipur,beauty_wellness,0.0,33469.22,238.01,False
UC00000002,2024-08,2024-09,0.4206976861038073,0,train,Medium,Jaipur,beauty_wellness,0.0,30000.44,1804.11,False
UC00000002,2024-09,2024-10,0.4535535377238151,0,train,Medium,Jaipur,beauty_wellness,0.0,21310.42,1363.62,False
UC00000002,2024-10,2024-11,0.3696865019006644,0,train,Medium,Jaipur,beauty_wellness,0.0,20299.52,1643.39,False
UC00000002,2024-11,2024-12,0.2881069803296105,0,train,Low,Jaipur,beauty_wellness,0.0,0.0,0.0,False
UC00000002,2024-12,2025-01,0.007241016100973,0,train,Low,Jaipur,beauty_wellness,0.0,0.0,0.0,False
UC00000002,2025-01,2025-02,0.0056476881020863,0,train,Low,Jaipur,beauty_wellness,0.0,0.0,0.0,False
UC00000002,2025-02,2025-03,0.0261933354716539,0,train,Low,Jaipur,beauty_wellness,0.0,0.0,0.0,False
UC00000002,2025-03,2025-04,0.0258504451451066,0,train,Low,Jaipur,beauty_wellness,0.0,0.0,0.0,False
UC00000002,2025-04,2025-05,0.0255119259137032,0,train,Low,Jaipur,beauty_wellness,0.0,0.0,0.0,False
UC00000002,2025-05,2025-06,0.0251777251169352,0,train,Low,Jaipur,beauty_wellness,0.0,0.0,0.0,False
UC00000002,2025-06,2025-07,0.0248477906489124,0,train,Low,Jaipur,beauty_wellness,0.0,0.0,0.0,False
UC00000002,2025-07,2025-08,0.0245220709546449,0,train,Low,Jaipur,beauty_wellness,0.0,0.0,0.0,False
UC00000002,2025-08,2025-09,0.024200515026287,0,train,Low,Jaipur,beauty_wellness,0.0,0.0,0.0,False
UC00000002,2025-09,2025-10,0.0238830723993484,0,train,Low,Jaipur,beauty_wellness,0.0,0.0,0.0,False
UC00000002,2025-10,2025-11,0.023569693148872,0,train,Low,Jaipur,beauty_wellness,0.0,0.0,0.0,False
UC00000002,2025-11,2025-12,0.0232603278855832,0,test,Low,Jaipur,beauty_wellness,0.0,0.0,0.0,False
UC00000002,2025-12,2026-01,0.0229549277520105,0,test,Low,Jaipur,beauty_wellness,0.0,0.0,0.0,False
UC00000002,2026-01,2026-02,0.0226534444185808,0,test,Low,Jaipur,beauty_wellness,0.0,0.0,0.0,False
UC00000002,2026-02,2026-03,0.0223558300796917,0,test,Low,Jaipur,beauty_wellness,0.0,0.0,0.0,False
UC00000002,2026-03,2026-04,0.0220620374497614,0,test,Low,Jaipur,beauty_wellness,0.0,0.0,0.0,False
UC00000002,2026-04,2026-05,0.0217720197592593,0,test,Low,Jaipur,beauty_wellness,0.0,0.0,0.0,False
UC00000003,2024-01,2024-02,0.4201337247217444,0,train,Medium,Kochi,home_cleaning,0.0,32528.35,10029.43,False
UC00000003,2024-02,2024-03,0.3856027598202871,0,train,Medium,Kochi,home_cleaning,7836.09,36071.37,10599.49,False
UC00000003,2024-03,2024-04,0.4660748461911702,0,train,Medium,Kochi,home_cleaning,0.0,48799.28,6380.95,False
UC00000003,2024-04,2024-05,0.3749165855890442,0,train,Medium,Kochi,home_cleaning,0.0,62961.16,1586.61,False
UC00000003,2024-05,2024-06,0.3540060015376685,0,train,Medium,Kochi,home_cleaning,0.0,46192.52,3412.92,False
UC00000003,2024-06,2024-07,0.3732677985244475,0,train,Medium,Kochi,home_cleaning,0.0,46921.71,8025.87,False
UC00000003,2024-07,2024-08,0.5858869962349368,0,train,Medium,Kochi,home_cleaning,7207.17,32277.79,4618.91,False
UC00000003,2024-08,2024-09,0.5771391035748574,0,train,Medium,Kochi,home_cleaning,0.0,63612.84,0.0,False
UC00000003,2024-09,2024-10,0.5224909852849027,0,train,Medium,Kochi,home_cleaning,0.0,50971.42,0.0,False
UC00000003,2024-10,2024-11,0.4792458120875876,0,train,Medium,Kochi,home_cleaning,0.0,59583.67,0.0,False
UC00000003,2024-11,2024-12,0.5317840563679395,0,train,Medium,Kochi,home_cleaning,0.0,45454.44,0.0,False
UC00000003,2024-12,2025-01,0.4860388995995243,0,train,Medium,Kochi,home_cleaning,0.0,38897.46,0.0,False
UC00000003,2025-01,2025-02,0.4891468671592067,0,train,Medium,Kochi,home_cleaning,0.0,48074.79,0.0,False
UC00000003,2025-02,2025-03,0.5686987595011284,0,train,Medium,Kochi,home_cleaning,17048.16,60781.74,0.0,False
UC00000003,2025-03,2025-04,0.6785362428505768,1,train,Medium,Kochi,home_cleaning,20707.52,53436.12,0.0,False
UC00000003,2025-04,2025-05,0.6465252408881368,0,train,Medium,Kochi,home_cleaning,0.0,64165.49,0.0,False
UC00000003,2025-05,2025-06,0.653275331189135,0,train,Medium,Kochi,home_cleaning,0.0,0.0,0.0,False
UC00000003,2025-06,2025-07,0.0118150743707304,0,train,Low,Kochi,home_cleaning,0.0,0.0,0.0,False
UC00000003,2025-07,2025-08,0.0091830566908894,0,train,Low,Kochi,home_cleaning,0.0,0.0,0.0,False
UC00000003,2025-08,2025-09,0.0209026957903486,0,train,Low,Kochi,home_cleaning,0.0,0.0,0.0,False
UC00000003,2025-09,2025-10,0.0206275968269712,0,train,Low,Kochi,home_cleaning,0.0,0.0,0.0,False
UC00000003,2025-10,2025-11,0.0203560431487416,0,train,Low,Kochi,home_cleaning,0.0,0.0,0.0,False
UC00000003,2025-11,2025-12,0.0200879910361383,0,test,Low,Kochi,home_cleaning,0.0,0.0,0.0,False
UC00000003,2025-12,2026-01,0.0198233972571864,0,test,Low,Kochi,home_cleaning,0.0,0.0,0.0,False
UC00000003,2026-01,2026-02,0.0195622190633923,0,test,Low,Kochi,home_cleaning,0.0,0.0,0.0,False
UC00000003,2026-02,2026-03,0.0193044141856734,0,test,Low,Kochi,home_cleaning,0.0,0.0,0.0,False
UC00000003,2026-03,2026-04,0.0190499408302845,0,test,Low,Kochi,home_cleaning,0.0,0.0,0.0,False
UC00000003,2026-04,2026-05,0.0187987576747416,0,test,Low,Kochi,home_cleaning,0.0,0.0,0.0,False
UC00000004,2024-01,2024-02,0.4480907935811059,0,train,Medium,Lucknow,beauty_wellness,13650.6,41337.66,6658.32,False
UC00000004,2024-02,2024-03,0.4739381722702635,0,train,Medium,Lucknow,beauty_wellness,0.0,28758.9,9809.77,False
UC00000004,2024-03,2024-04,0.3780558900712699,0,train,Medium,Lucknow,beauty_wellness,0.0,44645.77,6485.24,False
UC00000004,2024-04,2024-05,0.4440771692606146,0,train,Medium,Lucknow,beauty_wellness,0.0,37201.1,6804.59,False
UC00000004,2024-05,2024-06,0.4754011079903515,0,train,Medium,Lucknow,beauty_wellness,0.0,37652.46,7235.96,False
UC00000004,2024-06,2024-07,0.5679347878229715,0,train,Medium,Lucknow,beauty_wellness,18436.06,45356.79,4216.73,False
UC00000004,2024-07,2024-08,0.5726722732575236,0,train,Medium,Lucknow,beauty_wellness,0.0,50996.57,0.0,False
UC00000004,2024-08,2024-09,0.5312918037457179,0,train,Medium,Lucknow,beauty_wellness,0.0,44178.15,0.0,False
UC00000004,2024-09,2024-10,0.5238048730648205,0,train,Medium,Lucknow,beauty_wellness,0.0,56099.0,0.0,False
UC00000004,2024-10,2024-11,0.6731721392759327,1,train,Medium,Lucknow,beauty_wellness,11761.99,40951.78,0.0,False
UC00000004,2024-11,2024-12,0.5934608512051814,0,train,Medium,Lucknow,beauty_wellness,0.0,33858.06,0.0,False
UC00000004,2024-12,2025-01,0.5059096663138652,0,train,Medium,Lucknow,beauty_wellness,10157.44,33425.95,117.17,False
UC00000004,2025-01,2025-02,0.60794760669838,0,train,Medium,Lucknow,beauty_wellness,12932.77,40695.41,0.0,False
UC00000004,2025-02,2025-03,0.6377332199347192,0,train,Medium,Lucknow,beauty_wellness,24200.66,65027.94,0.0,False
UC00000004,2025-03,2025-04,0.7539979357842944,1,train,High,Lucknow,beauty_wellness,9291.37,31191.58,0.0,False
UC00000004,2025-04,2025-05,0.4275057529468017,0,train,Medium,Lucknow,beauty_wellness,0.0,57146.78,0.0,False
UC00000004,2025-05,2025-06,0.6163225868542243,0,train,Medium,Lucknow,beauty_wellness,21312.63,56612.29,0.0,False
UC00000004,2025-06,2025-07,0.6812184156032821,1,train,Medium,Lucknow,beauty_wellness,17551.95,45890.73,0.0,False
UC00000004,2025-07,2025-08,0.6373565110624944,0,train,Medium,Lucknow,beauty_wellness,10628.94,43355.49,0.0,False
UC00000004,2025-08,2025-09,0.5469923531723676,0,train,Medium,Lucknow,beauty_wellness,12141.37,51200.75,0.0,False
UC00000004,2025-09,2025-10,0.6464563298400281,0,train,Medium,Lucknow,beauty_wellness,0.0,40232.06,0.0,False
UC00000004,2025-10,2025-11,0.4667641849656803,0,train,Medium,Lucknow,beauty_wellness,0.0,59755.77,0.0,False
UC00000004,2025-11,2025-12,0.6039409205964358,0,test,Medium,Lucknow,beauty_wellness,0.0,44598.23,0.0,False
UC00000004,2025-12,2026-01,0.5037877314319125,0,test,Medium,Lucknow,beauty_wellness,22046.92,54930.42,0.0,False
UC00000004,2026-01,2026-02,0.7238590129939306,1,test,High,Lucknow,beauty_wellness,0.0,68420.4,0.0,False
UC00000004,2026-02,2026-03,0.6927691184827521,1,test,Medium,Lucknow,beauty_wellness,0.0,47212.66,0.0,False
UC00000004,2026-03,2026-04,0.5143084357729583,0,test,Medium,Lucknow,beauty_wellness,19323.16,58053.57,0.0,False
UC00000004,2026-04,2026-05,0.6710402240375997,1,test,Medium,Lucknow,beauty_wellness,24902.54,62619.89,0.0,False
UC00000005,2024-01,2024-02,0.2818028308125522,0,train,Low,Ahmedabad,appliance_repair,0.0,32396.01,2779.37,False
UC00000005,2024-02,2024-03,0.3746696162948614,0,train,Medium,Ahmedabad,appliance_repair,0.0,19865.33,1983.04,False
UC00000005,2024-03,2024-04,0.2488093952102008,0,train,Low,Ahmedabad,appliance_repair,0.0,32296.76,108.86,False
UC00000005,2024-04,2024-05,0.2579116725065331,0,train,Low,Ahmedabad,appliance_repair,11011.18,32198.06,1738.72,False
UC00000005,2024-05,2024-06,0.3846928433593575,0,train,Medium,Ahmedabad,appliance_repair,0.0,24048.72,2397.18,False
UC00000005,2024-06,2024-07,0.2607406264020188,0,train,Low,Ahmedabad,appliance_repair,0.0,23018.29,3896.25,False
UC00000005,2024-07,2024-08,0.3016300654170548,0,train,Medium,Ahmedabad,appliance_repair,0.0,34576.84,1619.99,False
UC00000005,2024-08,2024-09,0.3596017639148742,0,train,Medium,Ahmedabad,appliance_repair,0.0,27772.94,179.89,False
UC00000005,2024-09,2024-10,0.2062798330673982,0,train,Low,Ahmedabad,appliance_repair,0.0,29691.91,1413.77,False
UC00000005,2024-10,2024-11,0.2221964953500668,0,train,Low,Ahmedabad,appliance_repair,10980.13,28550.44,0.0,False
UC00000005,2024-11,2024-12,0.2417670408233264,0,train,Low,Ahmedabad,appliance_repair,0.0,35320.38,0.0,False
UC00000005,2024-12,2025-01,0.3044244359736479,0,train,Medium,Ahmedabad,appliance_repair,0.0,21408.54,3828.12,False
UC00000005,2025-01,2025-02,0.2676247509783862,0,train,Low,Ahmedabad,appliance_repair,0.0,27802.49,2831.05,False
UC00000005,2025-02,2025-03,0.3152552283840816,0,train,Medium,Ahmedabad,appliance_repair,0.0,32442.87,0.0,False
UC00000005,2025-03,2025-04,0.2543044620955362,0,train,Low,Ahmedabad,appliance_repair,0.0,23871.42,4737.65,False
UC00000005,2025-04,2025-05,0.3436637485054409,0,train,Medium,Ahmedabad,appliance_repair,0.0,22073.82,2724.06,False
UC00000005,2025-05,2025-06,0.2566294342261109,0,train,Low,Ahmedabad,appliance_repair,0.0,38284.34,0.0,False
UC00000005,2025-06,2025-07,0.2395344771876777,0,train,Low,Ahmedabad,appliance_repair,0.0,19741.08,3120.38,False
UC00000005,2025-07,2025-08,0.1812947674090667,0,train,Low,Ahmedabad,appliance_repair,0.0,21232.57,3738.65,False
UC00000005,2025-08,2025-09,0.2261147730479061,0,train,Low,Ahmedabad,appliance_repair,5841.09,26349.58,1210.46,False
UC00000005,2025-09,2025-10,0.2343740280517443,0,train,Low,Ahmedabad,appliance_repair,0.0,26192.53,2852.86,False
UC00000005,2025-10,2025-11,0.3239621084378817,0,train,Medium,Ahmedabad,appliance_repair,0.0,30171.57,0.0,False
UC00000005,2025-11,2025-12,0.2435443270605155,0,test,Low,Ahmedabad,appliance_repair,3591.2,18154.04,5136.37,False
UC00000005,2025-12,2026-01,0.3661641366176067,0,test,Medium,Ahmedabad,appliance_repair,9414.3,28031.03,703.49,False
UC00000005,2026-01,2026-02,0.3371668234967163,0,test,Medium,Ahmedabad,appliance_repair,0.0,33810.73,0.0,False
UC00000005,2026-02,2026-03,0.3123218241881683,0,test,Medium,Ahmedabad,appliance_repair,0.0,22869.26,4922.38,False
UC00000005,2026-03,2026-04,0.3137020814321419,0,test,Medium,Ahmedabad,appliance_repair,0.0,42308.91,706.25,False
UC00000005,2026-04,2026-05,0.3514941810627531,0,test,Medium,Ahmedabad,appliance_repair,0.0,28153.13,4244.64,False
UC00000006,2024-01,2024-02,0.638006989091209,0,train,Medium,Hyderabad,plumbing_electrical,5394.0,16778.0,1222.25,False
UC00000006,2024-02,2024-03,0.593954703365369,0,train,Medium,Hyderabad,plumbing_electrical,0.0,18084.79,1000.31,False
UC00000006,2024-03,2024-04,0.6076416260385129,0,train,Medium,Hyderabad,plumbing_electrical,0.0,15923.38,1876.73,False
UC00000006,2024-04,2024-05,0.6059544222613412,0,train,Medium,Hyderabad,plumbing_electrical,0.0,10187.69,3339.97,False
UC00000006,2024-05,2024-06,0.5326540732376625,0,train,Medium,Hyderabad,plumbing_electrical,0.0,20834.29,1096.03,False
UC00000006,2024-06,2024-07,0.6000114535956885,0,train,Medium,Hyderabad,plumbing_electrical,0.0,14258.82,2806.97,False
UC00000006,2024-07,2024-08,0.4872431077224365,0,train,Medium,Hyderabad,plumbing_electrical,0.0,15126.19,1209.35,False
UC00000006,2024-08,2024-09,0.4089953800756028,0,train,Medium,Hyderabad,plumbing_electrical,0.0,8425.75,4047.38,False
UC00000006,2024-09,2024-10,0.4379954425720946,0,train,Medium,Hyderabad,plumbing_electrical,0.0,16573.75,999.61,False
UC00000006,2024-10,2024-11,0.4396842782388542,0,train,Medium,Hyderabad,plumbing_electrical,0.0,11629.48,812.19,False
UC00000006,2024-11,2024-12,0.448868031449146,0,train,Medium,Hyderabad,plumbing_electrical,0.0,22824.91,0.0,False
UC00000006,2024-12,2025-01,0.608478873724586,0,train,Medium,Hyderabad,plumbing_electrical,0.0,19357.39,375.09,False
UC00000006,2025-01,2025-02,0.6172229572804669,0,train,Medium,Hyderabad,plumbing_electrical,0.0,14129.64,524.97,False
UC00000006,2025-02,2025-03,0.5050435544801705,0,train,Medium,Hyderabad,plumbing_electrical,0.0,15400.32,442.73,False
UC00000006,2025-03,2025-04,0.5940491738051612,0,train,Medium,Hyderabad,plumbing_electrical,0.0,16217.74,44.38,False
UC00000006,2025-04,2025-05,0.6429827199177213,0,train,Medium,Hyderabad,plumbing_electrical,0.0,16678.45,2147.11,False
UC00000006,2025-05,2025-06,0.7384952111520888,1,train,High,Hyderabad,plumbing_electrical,0.0,18740.19,0.0,False
UC00000006,2025-06,2025-07,0.702875295721955,1,train,High,Hyderabad,plumbing_electrical,0.0,15711.05,1787.2,False
UC00000006,2025-07,2025-08,0.6839301132092472,1,train,Medium,Hyderabad,plumbing_electrical,0.0,18729.3,304.01,False
UC00000006,2025-08,2025-09,0.6227407495471569,0,train,Medium,Hyderabad,plumbing_electrical,0.0,19413.26,0.0,False
UC00000006,2025-09,2025-10,0.5982880652252337,0,train,Medium,Hyderabad,plumbing_electrical,0.0,26569.05,0.0,False
UC00000006,2025-10,2025-11,0.7875555734930451,1,train,High,Hyderabad,plumbing_electrical,0.0,12761.72,375.1,False
UC00000006,2025-11,2025-12,0.5592066903461869,0,test,Medium,Hyderabad,plumbing_electrical,0.0,12110.31,2863.8,False
UC00000006,2025-12,2026-01,0.5210372972749404,0,test,Medium,Hyderabad,plumbing_electrical,0.0,23177.28,0.0,False
UC00000006,2026-01,2026-02,0.6900564553741483,1,test,Medium,Hyderabad,plumbing_electrical,0.0,18338.63,1253.05,False
UC00000006,2026-02,2026-03,0.6124098683450118,0,test,Medium,Hyderabad,plumbing_electrical,0.0,11286.85,1859.94,False
UC00000006,2026-03,2026-04,0.4846376928778386,0,test,Medium,Hyderabad,plumbing_electrical,0.0,18294.28,665.3,False
UC00000006,2026-04,2026-05,0.5617446354986847,0,test,Medium,Hyderabad,plumbing_electrical,0.0,20058.22,836.11,False
UC00000007,2024-01,2024-02,0.7904620179045498,1,train,High,Pune,home_cleaning,0.0,15233.48,227.07,False
UC00000007,2024-02,2024-03,0.7714759628083939,1,train,High,Pune,home_cleaning,0.0,18276.91,2467.32,False
UC00000007,2024-03,2024-04,0.828802014714111,1,train,High,Pune,home_cleaning,0.0,15614.69,3645.46,False
UC00000007,2024-04,2024-05,0.7671141934623126,1,train,High,Pune,home_cleaning,0.0,11244.28,2238.96,False
UC00000007,2024-05,2024-06,0.634050420106283,0,train,Medium,Pune,home_cleaning,0.0,23132.13,1391.58,False
UC00000007,2024-06,2024-07,0.7027425286121561,1,train,High,Pune,home_cleaning,0.0,31068.97,0.0,False
UC00000007,2024-07,2024-08,0.8180185925544868,1,train,High,Pune,home_cleaning,0.0,16956.14,2170.06,False
UC00000007,2024-08,2024-09,0.7500399503630438,1,train,High,Pune,home_cleaning,0.0,25843.48,1047.27,False
UC00000007,2024-09,2024-10,0.8365176455823561,1,train,High,Pune,home_cleaning,3483.5,17433.8,16.25,False
UC00000007,2024-10,2024-11,0.6466701088016257,0,train,Medium,Pune,home_cleaning,0.0,15729.26,0.0,False
UC00000007,2024-11,2024-12,0.7444346219605897,1,train,High,Pune,home_cleaning,0.0,24340.17,0.0,False
UC00000007,2024-12,2025-01,0.8373954208303369,1,train,High,Pune,home_cleaning,0.0,20774.99,0.0,False
UC00000007,2025-01,2025-02,0.8675335738727021,1,train,High,Pune,home_cleaning,0.0,20340.73,0.0,False
UC00000007,2025-02,2025-03,0.8434028821063836,1,train,High,Pune,home_cleaning,0.0,26446.18,0.0,False
UC00000007,2025-03,2025-04,0.9006598712260491,1,train,High,Pune,home_cleaning,7277.06,31239.94,0.0,False
UC00000007,2025-04,2025-05,0.931388936390259,1,train,High,Pune,home_cleaning,0.0,21122.28,0.0,False
UC00000007,2025-05,2025-06,0.8698145552571557,1,train,High,Pune,home_cleaning,0.0,17551.59,0.0,False
UC00000007,2025-06,2025-07,0.8087796998511745,1,train,High,Pune,home_cleaning,0.0,25180.99,0.0,False
UC00000007,2025-07,2025-08,0.8640002423495841,1,train,High,Pune,home_cleaning,0.0,18631.49,0.0,False
UC00000007,2025-08,2025-09,0.8264956994339521,1,train,High,Pune,home_cleaning,0.0,28378.18,0.0,False
UC00000007,2025-09,2025-10,0.9139116297722918,1,train,High,Pune,home_cleaning,0.0,21509.26,0.0,False
UC00000007,2025-10,2025-11,0.8977901040772078,1,train,High,Pune,home_cleaning,0.0,26766.26,0.0,False
UC00000007,2025-11,2025-12,0.914880551936094,1,test,High,Pune,home_cleaning,5802.3,22718.8,0.0,False
UC00000007,2025-12,2026-01,0.8975056222153315,1,test,High,Pune,home_cleaning,4703.73,24704.49,0.0,False
UC00000007,2026-01,2026-02,0.9032807069485363,1,test,High,Pune,home_cleaning,0.0,26355.12,0.0,False
UC00000007,2026-02,2026-03,0.8959460675390638,1,test,High,Pune,home_cleaning,8222.26,26678.99,0.0,False
UC00000007,2026-03,2026-04,0.9268606759941084,1,test,High,Pune,home_cleaning,0.0,23786.48,0.0,False
UC00000007,2026-04,2026-05,0.8770976894388524,1,test,High,Pune,home_cleaning,8917.61,24917.51,0.0,False
UC00000008,2024-01,2024-02,0.4881478348260546,0,train,Medium,Delhi NCR,salon_spa_premium,0.0,48500.36,3116.13,False
UC00000008,2024-02,2024-03,0.4402423140104968,0,train,Medium,Delhi NCR,salon_spa_premium,22109.63,54563.2,0.0,False
UC00000008,2024-03,2024-04,0.3731018594347588,0,train,Medium,Delhi NCR,salon_spa_premium,0.0,42274.8,8553.69,False
UC00000008,2024-04,2024-05,0.5468960510499087,0,train,Medium,Delhi NCR,salon_spa_premium,0.0,42519.04,7719.81,False
UC00000008,2024-05,2024-06,0.547981718347594,0,train,Medium,Delhi NCR,salon_spa_premium,0.0,44478.92,8832.11,False
UC00000008,2024-06,2024-07,0.5432168601058598,0,train,Medium,Delhi NCR,salon_spa_premium,0.0,55441.23,4596.82,False
UC00000008,2024-07,2024-08,0.4481255936530514,0,train,Medium,Delhi NCR,salon_spa_premium,7891.49,41178.08,8816.24,False
UC00000008,2024-08,2024-09,0.6132981366586715,0,train,Medium,Delhi NCR,salon_spa_premium,0.0,56779.6,0.0,False
UC00000008,2024-09,2024-10,0.387565412331926,0,train,Medium,Delhi NCR,salon_spa_premium,0.0,40994.79,2796.38,False
UC00000008,2024-10,2024-11,0.3749265146635718,0,train,Medium,Delhi NCR,salon_spa_premium,0.0,35778.08,7612.16,False
UC00000008,2024-11,2024-12,0.5154439838891212,0,train,Medium,Delhi NCR,salon_spa_premium,0.0,57693.63,6899.4,False
UC00000008,2024-12,2025-01,0.5224753340768535,0,train,Medium,Delhi NCR,salon_spa_premium,0.0,56205.84,3542.29,False
UC00000008,2025-01,2025-02,0.4547697641153576,0,train,Medium,Delhi NCR,salon_spa_premium,0.0,54864.86,6535.68,False
UC00000008,2025-02,2025-03,0.5233738829976278,0,train,Medium,Delhi NCR,salon_spa_premium,0.0,57860.84,758.8,False
UC00000008,2025-03,2025-04,0.3478645236623159,0,train,Medium,Delhi NCR,salon_spa_premium,0.0,49236.24,2714.09,False
UC00000008,2025-04,2025-05,0.2961300896156628,0,train,Low,Delhi NCR,salon_spa_premium,0.0,37728.56,10663.23,False
UC00000008,2025-05,2025-06,0.5170343234388897,0,train,Medium,Delhi NCR,salon_spa_premium,0.0,46475.91,4090.99,False
UC00000008,2025-06,2025-07,0.396088389048856,0,train,Medium,Delhi NCR,salon_spa_premium,0.0,44225.75,2726.33,False
UC00000008,2025-07,2025-08,0.3552967713765372,0,train,Medium,Delhi NCR,salon_spa_premium,10870.78,47894.19,4072.24,False
UC00000008,2025-08,2025-09,0.5381077408322831,0,train,Medium,Delhi NCR,salon_spa_premium,0.0,63372.23,38.3,False
UC00000008,2025-09,2025-10,0.2988392984012671,0,train,Low,Delhi NCR,salon_spa_premium,0.0,61912.89,0.0,False
UC00000008,2025-10,2025-11,0.313041394467338,0,train,Medium,Delhi NCR,salon_spa_premium,0.0,51118.84,594.61,False
UC00000008,2025-11,2025-12,0.3037268812311927,0,test,Medium,Delhi NCR,salon_spa_premium,0.0,53239.25,506.0,False
UC00000008,2025-12,2026-01,0.3671600402206872,0,test,Medium,Delhi NCR,salon_spa_premium,0.0,45835.63,10274.82,False
UC00000008,2026-01,2026-02,0.728137031569783,1,test,High,Delhi NCR,salon_spa_premium,0.0,56906.72,1160.9,False
UC00000008,2026-02,2026-03,0.5165689927439486,0,test,Medium,Delhi NCR,salon_spa_premium,0.0,43681.76,5716.73,False
UC00000008,2026-03,2026-04,0.563193177745748,0,test,Medium,Delhi NCR,salon_spa_premium,0.0,56213.83,4369.72,False
