merchant_id,month,target_month,adoption_probability,predicted_class,actual,model_name,split,income_growth_pct,monthly_profit,adoption_bin
UC00000001,2025-10,2025-11,0.6472054634504242,1,0.0,embedded_finance_adoption,train,-0.1364,20320.83,High
UC00000001,2025-11,2025-12,0.6472054634504242,1,0.0,embedded_finance_adoption,test,-0.0898,19125.18,High
UC00000001,2025-12,2026-01,0.6472054634504242,1,0.0,embedded_finance_adoption,test,-0.2502,19263.26,High
UC00000001,2026-01,2026-02,0.6472054634504242,1,0.0,embedded_finance_adoption,test,0.0488,27007.53,High
UC00000001,2026-02,2026-03,0.6472054634504242,1,0.0,embedded_finance_adoption,test,0.067,24787.96,High
UC00000001,2026-03,2026-04,0.6472054634504242,1,0.0,embedded_finance_adoption,test,0.2864,24619.61,High
UC00000001,2026-04,2026-05,0.6472054634504242,1,0.0,embedded_finance_adoption,test,-0.1357,20489.89,High
UC00000002,2024-01,2024-02,0.59025412421515,1,0.0,embedded_finance_adoption,train,-0.0049,16260.23,High
UC00000002,2024-02,2024-03,0.59025412421515,1,0.0,embedded_finance_adoption,train,-0.0587,15916.61,High
UC00000002,2024-03,2024-04,0.59025412421515,1,0.0,embedded_finance_adoption,train,-0.2091,11436.27,High
UC00000002,2024-04,2024-05,0.59025412421515,1,0.0,embedded_finance_adoption,train,-0.2743,12710.04,High
UC00000002,2024-05,2024-06,0.59025412421515,1,0.0,embedded_finance_adoption,train,-0.1379,11855.08,High
UC00000002,2024-06,2024-07,0.59025412421515,1,0.0,embedded_finance_adoption,train,0.0708,18043.75,High
UC00000002,2024-07,2024-08,0.59025412421515,1,0.0,embedded_finance_adoption,train,-0.0402,15788.3,High
UC00000002,2024-08,2024-09,0.59025412421515,1,0.0,embedded_finance_adoption,train,-0.3182,10241.0,High
UC00000002,2024-09,2024-10,0.59025412421515,1,0.0,embedded_finance_adoption,train,-0.3506,9741.69,High
UC00000002,2024-10,2024-11,0.59025412421515,1,0.0,embedded_finance_adoption,train,-1.0,0.0,High
UC00000002,2024-11,2024-12,0.59025412421515,1,0.0,embedded_finance_adoption,train,-1.0,0.0,High
UC00000002,2024-12,2025-01,0.59025412421515,1,0.0,embedded_finance_adoption,train,-1.0,0.0,High
UC00000002,2025-01,2025-02,0.59025412421515,1,0.0,embedded_finance_adoption,train,-1.0,0.0,High
UC00000002,2025-02,2025-03,0.59025412421515,1,0.0,embedded_finance_adoption,train,-1.0,0.0,High
UC00000002,2025-03,2025-04,0.59025412421515,1,0.0,embedded_finance_adoption,train,-1.0,0.0,High
UC00000002,2025-04,2025-05,0.59025412421515,1,0.0,embedded_finance_adoption,train,-1.0,0.0,High
UC00000002,2025-05,2025-06,0.59025412421515,1,0.0,embedded_finance_adoption,train,-1.0,0.0,High
UC00000002,2025-06,2025-07,0.59025412421515,1,0.0,embedded_finance_adoption,train,-1.0,0.0,High
UC00000002,2025-07,2025-08,0.59025412421515,1,0.0,embedded_finance_adoption,train,-1.0,0.0,High
UC00000002,2025-08,2025-09,0.59025412421515,1,0.0,embedded_finance_adoption,train,-1.0,0.0,High
UC00000002,2025-09,2025-10,0.59025412421515,1,0.0,embedded_finance_adoption,train,-1.0,0.0,High
UC00000002,2025-10,2025-11,0.59025412421515,1,0.0,embedded_finance_adoption,train,-1.0,0.0,High
UC00000002,2025-11,2025-12,0.59025412421515,1,0.0,embedded_finance_adoption,test,-1.0,0.0,High
UC00000002,2025-12,2026-01,0.59025412421515,1,0.0,embedded_finance_adoption,test,-1.0,0.0,High
UC00000002,2026-01,2026-02,0.59025412421515,1,0.0,embedded_finance_adoption,test,-1.0,0.0,High
UC00000002,2026-02,2026-03,0.59025412421515,1,0.0,embedded_finance_adoption,test,-1.0,0.0,High
UC00000002,2026-03,2026-04,0.59025412421515,1,0.0,embedded_finance_adoption,test,-1.0,0.0,High
UC00000002,2026-04,2026-05,0.59025412421515,1,0.0,embedded_finance_adoption,test,-1.0,0.0,High
UC00000003,2024-01,2024-02,0.6398444555926103,1,0.0,embedded_finance_adoption,train,-0.3961,18081.73,High
UC00000003,2024-02,2024-03,0.6398444555926103,1,0.0,embedded_finance_adoption,train,-0.183,24931.84,High
UC00000003,2024-03,2024-04,0.6398444555926103,1,0.0,embedded_finance_adoption,train,0.0541,27783.84,High
UC00000003,2024-04,2024-05,0.6398444555926103,1,0.0,embedded_finance_adoption,train,-0.2266,22204.98,High
UC00000003,2024-05,2024-06,0.6398444555926103,1,1.0,embedded_finance_adoption,train,-0.2144,20274.78,High
UC00000003,2024-06,2024-07,0.6398444555926103,1,1.0,embedded_finance_adoption,train,-0.4596,15783.91,High
UC00000003,2024-07,2024-08,0.6398444555926103,1,1.0,embedded_finance_adoption,train,0.0651,32264.9,High
UC00000003,2024-08,2024-09,0.6398444555926103,1,1.0,embedded_finance_adoption,train,-0.1466,22531.71,High
UC00000003,2024-09,2024-10,0.6398444555926103,1,1.0,embedded_finance_adoption,train,-0.0024,29171.33,High
UC00000003,2024-10,2024-11,0.6398444555926103,1,1.0,embedded_finance_adoption,train,-0.239,24333.23,High
UC00000003,2024-11,2024-12,0.6398444555926103,1,1.0,embedded_finance_adoption,train,-0.3487,18849.8,High
UC00000003,2024-12,2025-01,0.6398444555926103,1,1.0,embedded_finance_adoption,train,-0.1951,26090.08,High
UC00000003,2025-01,2025-02,0.6398444555926103,1,1.0,embedded_finance_adoption,train,0.0177,31814.13,High
UC00000003,2025-02,2025-03,0.6398444555926103,1,1.0,embedded_finance_adoption,train,-0.1053,26146.27,High
UC00000003,2025-03,2025-04,0.6398444555926103,1,1.0,embedded_finance_adoption,train,0.0743,31160.29,High
UC00000003,2025-04,2025-05,0.6398444555926103,1,1.0,embedded_finance_adoption,train,-1.0,0.0,High
UC00000003,2025-05,2025-06,0.6398444555926103,1,1.0,embedded_finance_adoption,train,-1.0,0.0,High
UC00000003,2025-06,2025-07,0.6398444555926103,1,1.0,embedded_finance_adoption,train,-1.0,0.0,High
UC00000003,2025-07,2025-08,0.6398444555926103,1,1.0,embedded_finance_adoption,train,-1.0,0.0,High
UC00000003,2025-08,2025-09,0.6398444555926103,1,1.0,embedded_finance_adoption,train,-1.0,0.0,High
UC00000003,2025-09,2025-10,0.6398444555926103,1,1.0,embedded_finance_adoption,train,-1.0,0.0,High
UC00000003,2025-10,2025-11,0.6398444555926103,1,1.0,embedded_finance_adoption,train,-1.0,0.0,High
UC00000003,2025-11,2025-12,0.6398444555926103,1,1.0,embedded_finance_adoption,test,-1.0,0.0,High
UC00000003,2025-12,2026-01,0.6398444555926103,1,1.0,embedded_finance_adoption,test,-1.0,0.0,High
UC00000003,2026-01,2026-02,0.6398444555926103,1,1.0,embedded_finance_adoption,test,-1.0,0.0,High
UC00000003,2026-02,2026-03,0.6398444555926103,1,1.0,embedded_finance_adoption,test,-1.0,0.0,High
UC00000003,2026-03,2026-04,0.6398444555926103,1,1.0,embedded_finance_adoption,test,-1.0,0.0,High
UC00000003,2026-04,2026-05,0.6398444555926103,1,1.0,embedded_finance_adoption,test,-1.0,0.0,High
UC00000004,2024-01,2024-02,0.5973027484161836,1,0.0,embedded_finance_adoption,train,-0.419,12449.32,High
UC00000004,2024-02,2024-03,0.5973027484161836,1,0.0,embedded_finance_adoption,train,-0.098,22548.66,High
UC00000004,2024-03,2024-04,0.5973027484161836,1,0.0,embedded_finance_adoption,train,-0.2484,16323.51,High
UC00000004,2024-04,2024-05,0.5973027484161836,1,0.0,embedded_finance_adoption,train,-0.2393,19175.48,High
UC00000004,2024-05,2024-06,0.5973027484161836,1,1.0,embedded_finance_adoption,train,-0.0836,19480.04,High
UC00000004,2024-06,2024-07,0.5973027484161836,1,1.0,embedded_finance_adoption,train,0.0303,21870.31,High
UC00000004,2024-07,2024-08,0.5973027484161836,1,1.0,embedded_finance_adoption,train,-0.1074,22615.18,High
UC00000004,2024-08,2024-09,0.5973027484161836,1,1.0,embedded_finance_adoption,train,0.1334,30751.16,High
UC00000004,2024-09,2024-10,0.5973027484161836,1,1.0,embedded_finance_adoption,train,-0.1726,19134.57,High
UC00000004,2024-10,2024-11,0.5973027484161836,1,1.0,embedded_finance_adoption,train,-0.3159,16859.1,High
UC00000004,2024-11,2024-12,0.5973027484161836,1,1.0,embedded_finance_adoption,train,-0.3247,14050.02,High
UC00000004,2024-12,2025-01,0.5973027484161836,1,1.0,embedded_finance_adoption,train,-0.1778,18451.46,High
UC00000004,2025-01,2025-02,0.5973027484161836,1,1.0,embedded_finance_adoption,train,0.3138,31033.26,High
UC00000004,2025-02,2025-03,0.5973027484161836,1,1.0,embedded_finance_adoption,train,-0.3698,15683.25,High
UC00000004,2025-03,2025-04,0.5973027484161836,1,1.0,embedded_finance_adoption,train,0.1546,29563.82,High
UC00000004,2025-04,2025-05,0.5973027484161836,1,1.0,embedded_finance_adoption,train,0.1438,24204.16,High
UC00000004,2025-05,2025-06,0.5973027484161836,1,1.0,embedded_finance_adoption,train,-0.0728,23060.36,High
UC00000004,2025-06,2025-07,0.5973027484161836,1,1.0,embedded_finance_adoption,train,-0.124,20351.56,High
UC00000004,2025-07,2025-08,0.5973027484161836,1,1.0,embedded_finance_adoption,train,0.0345,21002.14,High
UC00000004,2025-08,2025-09,0.5973027484161836,1,1.0,embedded_finance_adoption,train,-0.1871,21368.2,High
UC00000004,2025-09,2025-10,0.5973027484161836,1,1.0,embedded_finance_adoption,train,0.2073,26657.36,High
UC00000004,2025-10,2025-11,0.5973027484161836,1,1.0,embedded_finance_adoption,train,-0.0989,18624.62,High
UC00000004,2025-11,2025-12,0.5973027484161836,1,1.0,embedded_finance_adoption,test,0.1098,31065.49,High
UC00000004,2025-12,2026-01,0.5973027484161836,1,1.0,embedded_finance_adoption,test,0.3824,36229.84,High
UC00000004,2026-01,2026-02,0.5973027484161836,1,1.0,embedded_finance_adoption,test,-0.0461,25183.65,High
UC00000004,2026-02,2026-03,0.5973027484161836,1,1.0,embedded_finance_adoption,test,0.1729,31313.68,High
UC00000004,2026-03,2026-04,0.5973027484161836,1,1.0,embedded_finance_adoption,test,0.2652,29539.74,High
UC00000004,2026-04,2026-05,0.5973027484161836,1,1.0,embedded_finance_adoption,test,-0.0592,20247.23,High
UC00000005,2024-01,2024-02,0.3637973011893131,0,0.0,embedded_finance_adoption,train,-0.3483,10361.37,Medium
UC00000005,2024-02,2024-03,0.3637973011893131,0,0.0,embedded_finance_adoption,train,0.0595,18054.51,Medium
UC00000005,2024-03,2024-04,0.3637973011893131,0,0.0,embedded_finance_adoption,train,0.0562,17895.38,Medium
UC00000005,2024-04,2024-05,0.3637973011893131,0,0.0,embedded_finance_adoption,train,-0.2111,12136.4,Medium
UC00000005,2024-05,2024-06,0.3637973011893131,0,0.0,embedded_finance_adoption,train,-0.2449,11429.38,Medium
UC00000005,2024-06,2024-07,0.3637973011893131,0,0.0,embedded_finance_adoption,train,0.1342,16760.6,Medium
UC00000005,2024-07,2024-08,0.3637973011893131,0,0.0,embedded_finance_adoption,train,-0.0889,14496.86,Medium
UC00000005,2024-08,2024-09,0.3637973011893131,0,0.0,embedded_finance_adoption,train,-0.026,15910.26,Medium
UC00000005,2024-09,2024-10,0.3637973011893131,0,0.0,embedded_finance_adoption,train,-0.0634,13815.75,Medium
UC00000005,2024-10,2024-11,0.3637973011893131,0,0.0,embedded_finance_adoption,train,0.1586,18170.1,Medium
UC00000005,2024-11,2024-12,0.3637973011893131,0,0.0,embedded_finance_adoption,train,-0.2977,10601.92,Medium
UC00000005,2024-12,2025-01,0.3637973011893131,0,0.0,embedded_finance_adoption,train,-0.088,15611.63,Medium
UC00000005,2025-01,2025-02,0.3637973011893131,0,0.0,embedded_finance_adoption,train,0.0642,16672.57,Medium
UC00000005,2025-02,2025-03,0.3637973011893131,0,0.0,embedded_finance_adoption,train,-0.2169,11995.46,Medium
UC00000005,2025-03,2025-04,0.3637973011893131,0,0.0,embedded_finance_adoption,train,-0.2759,11367.44,Medium
UC00000005,2025-04,2025-05,0.3637973011893131,0,0.0,embedded_finance_adoption,train,0.2559,20122.31,Medium
UC00000005,2025-05,2025-06,0.3637973011893131,0,0.0,embedded_finance_adoption,train,-0.3524,10250.71,Medium
UC00000005,2025-06,2025-07,0.3637973011893131,0,0.0,embedded_finance_adoption,train,-0.3035,9549.04,Medium
UC00000005,2025-07,2025-08,0.3637973011893131,0,0.0,embedded_finance_adoption,train,-0.1356,13425.3,Medium
UC00000005,2025-08,2025-09,0.3637973011893131,0,0.0,embedded_finance_adoption,train,-0.1408,13514.88,Medium
UC00000005,2025-09,2025-10,0.3637973011893131,0,0.0,embedded_finance_adoption,train,-0.0103,16383.18,Medium
UC00000005,2025-10,2025-11,0.3637973011893131,0,0.0,embedded_finance_adoption,train,-0.4045,8983.82,Medium
UC00000005,2025-11,2025-12,0.3637973011893131,0,0.0,embedded_finance_adoption,test,-0.0805,15339.71,Medium
UC00000005,2025-12,2026-01,0.3637973011893131,0,0.0,embedded_finance_adoption,test,0.1091,18191.96,Medium
UC00000005,2026-01,2026-02,0.3637973011893131,0,0.0,embedded_finance_adoption,test,-0.2498,11239.01,Medium
UC00000005,2026-02,2026-03,0.3637973011893131,0,0.0,embedded_finance_adoption,test,0.3879,23345.6,Medium
UC00000005,2026-03,2026-04,0.3637973011893131,0,0.0,embedded_finance_adoption,test,-0.0765,14767.73,Medium
UC00000005,2026-04,2026-05,0.3637973011893131,0,0.0,embedded_finance_adoption,test,-0.1532,13653.1,Medium
UC00000006,2024-01,2024-02,0.4204565795691003,1,0.0,embedded_finance_adoption,train,0.0091,10883.93,Medium
UC00000006,2024-02,2024-03,0.4204565795691003,1,0.0,embedded_finance_adoption,train,-0.1115,8826.03,Medium
UC00000006,2024-03,2024-04,0.4204565795691003,1,0.0,embedded_finance_adoption,train,-0.4315,5243.19,Medium
UC00000006,2024-04,2024-05,0.4204565795691003,1,0.0,embedded_finance_adoption,train,0.1625,10259.49,Medium
UC00000006,2024-05,2024-06,0.4204565795691003,1,0.0,embedded_finance_adoption,train,-0.2044,8640.2,Medium
UC00000006,2024-06,2024-07,0.4204565795691003,1,0.0,embedded_finance_adoption,train,-0.156,9252.41,Medium
UC00000006,2024-07,2024-08,0.4204565795691003,1,0.0,embedded_finance_adoption,train,-0.5299,4119.54,Medium
UC00000006,2024-08,2024-09,0.4204565795691003,1,0.0,embedded_finance_adoption,train,-0.0752,7840.16,Medium
UC00000006,2024-09,2024-10,0.4204565795691003,1,0.0,embedded_finance_adoption,train,-0.3511,5514.0,Medium
UC00000006,2024-10,2024-11,0.4204565795691003,1,0.0,embedded_finance_adoption,train,0.2736,11621.4,Medium
UC00000006,2024-11,2024-12,0.4204565795691003,1,0.0,embedded_finance_adoption,train,0.0801,9766.81,Medium
UC00000006,2024-12,2025-01,0.4204565795691003,1,0.0,embedded_finance_adoption,train,-0.2116,7948.71,Medium
UC00000006,2025-01,2025-02,0.4204565795691003,1,0.0,embedded_finance_adoption,train,-0.1407,8654.54,Medium
UC00000006,2025-02,2025-03,0.4204565795691003,1,0.0,embedded_finance_adoption,train,-0.0951,9695.94,Medium
UC00000006,2025-03,2025-04,0.4204565795691003,1,0.0,embedded_finance_adoption,train,-0.0694,7856.72,Medium
UC00000006,2025-04,2025-05,0.4204565795691003,1,0.0,embedded_finance_adoption,train,0.0457,9146.61,Medium
UC00000006,2025-05,2025-06,0.4204565795691003,1,0.0,embedded_finance_adoption,train,-0.1233,9411.53,Medium
UC00000006,2025-06,2025-07,0.4204565795691003,1,0.0,embedded_finance_adoption,train,0.0451,9789.18,Medium
UC00000006,2025-07,2025-08,0.4204565795691003,1,0.0,embedded_finance_adoption,train,0.0832,11462.4,Medium
UC00000006,2025-08,2025-09,0.4204565795691003,1,0.0,embedded_finance_adoption,train,0.4825,14685.54,Medium
UC00000006,2025-09,2025-10,0.4204565795691003,1,0.0,embedded_finance_adoption,train,-0.2879,6590.85,Medium
UC00000006,2025-10,2025-11,0.4204565795691003,1,0.0,embedded_finance_adoption,train,-0.3243,5931.31,Medium
UC00000006,2025-11,2025-12,0.4204565795691003,1,0.0,embedded_finance_adoption,test,0.2933,11917.03,Medium
UC00000006,2025-12,2026-01,0.4204565795691003,1,0.0,embedded_finance_adoption,test,0.0233,9875.07,Medium
UC00000006,2026-01,2026-02,0.4204565795691003,1,0.0,embedded_finance_adoption,test,-0.3702,6373.7,Medium
UC00000006,2026-02,2026-03,0.4204565795691003,1,0.0,embedded_finance_adoption,test,0.0208,9659.68,Medium
UC00000006,2026-03,2026-04,0.4204565795691003,1,0.0,embedded_finance_adoption,test,0.1192,10456.28,Medium
UC00000006,2026-04,2026-05,0.4204565795691003,1,0.0,embedded_finance_adoption,test,0.4956,16034.65,Medium
UC00000007,2024-01,2024-02,0.6231994622500634,1,0.0,embedded_finance_adoption,train,-0.1844,10354.49,High
UC00000007,2024-02,2024-03,0.6231994622500634,1,0.0,embedded_finance_adoption,train,-0.3032,8616.11,High
UC00000007,2024-03,2024-04,0.6231994622500634,1,0.0,embedded_finance_adoption,train,-0.4982,6419.17,High
UC00000007,2024-04,2024-05,0.6231994622500634,1,0.0,embedded_finance_adoption,train,0.0322,10502.22,High
UC00000007,2024-05,2024-06,0.6231994622500634,1,0.0,embedded_finance_adoption,train,0.3864,15860.14,High
UC00000007,2024-06,2024-07,0.6231994622500634,1,0.0,embedded_finance_adoption,train,-0.2434,8737.58,High
UC00000007,2024-07,2024-08,0.6231994622500634,1,0.0,embedded_finance_adoption,train,0.1532,12651.6,High
UC00000007,2024-08,2024-09,0.6231994622500634,1,1.0,embedded_finance_adoption,train,-0.222,9776.9,High
UC00000007,2024-09,2024-10,0.6231994622500634,1,1.0,embedded_finance_adoption,train,-0.2981,7630.7,High
UC00000007,2024-10,2024-11,0.6231994622500634,1,1.0,embedded_finance_adoption,train,0.0861,13729.23,High
UC00000007,2024-11,2024-12,0.6231994622500634,1,1.0,embedded_finance_adoption,train,-0.073,9328.77,High
UC00000007,2024-12,2025-01,0.6231994622500634,1,1.0,embedded_finance_adoption,train,-0.0923,8895.75,High
UC00000007,2025-01,2025-02,0.6231994622500634,1,1.0,embedded_finance_adoption,train,0.1801,14777.72,High
UC00000007,2025-02,2025-03,0.6231994622500634,1,1.0,embedded_finance_adoption,train,0.394,15092.79,High
UC00000007,2025-03,2025-04,0.6231994622500634,1,1.0,embedded_finance_adoption,train,-0.0575,9888.09,High
UC00000007,2025-04,2025-05,0.6231994622500634,1,1.0,embedded_finance_adoption,train,-0.2168,8665.48,High
UC00000007,2025-05,2025-06,0.6231994622500634,1,1.0,embedded_finance_adoption,train,0.1237,13216.09,High
UC00000007,2025-06,2025-07,0.6231994622500634,1,1.0,embedded_finance_adoption,train,-0.1686,10331.83,High
UC00000007,2025-07,2025-08,0.6231994622500634,1,1.0,embedded_finance_adoption,train,0.2663,12431.92,High
UC00000007,2025-08,2025-09,0.6231994622500634,1,1.0,embedded_finance_adoption,train,-0.0402,9845.95,High
UC00000007,2025-09,2025-10,0.6231994622500634,1,1.0,embedded_finance_adoption,train,0.1944,15636.4,High
UC00000007,2025-10,2025-11,0.6231994622500634,1,1.0,embedded_finance_adoption,train,0.0138,10903.69,High
UC00000007,2025-11,2025-12,0.6231994622500634,1,1.0,embedded_finance_adoption,test,0.1024,12921.0,High
UC00000007,2025-12,2026-01,0.6231994622500634,1,1.0,embedded_finance_adoption,test,0.176,12406.23,High
UC00000007,2026-01,2026-02,0.6231994622500634,1,1.0,embedded_finance_adoption,test,0.1905,15394.55,High
UC00000007,2026-02,2026-03,0.6231994622500634,1,1.0,embedded_finance_adoption,test,0.0614,12938.98,High
UC00000007,2026-03,2026-04,0.6231994622500634,1,1.0,embedded_finance_adoption,test,0.1119,14406.39,High
UC00000007,2026-04,2026-05,0.6231994622500634,1,1.0,embedded_finance_adoption,test,0.3474,14175.29,High
UC00000008,2024-01,2024-02,0.6322743814314807,1,0.0,embedded_finance_adoption,train,-0.1204,21730.65,High
UC00000008,2024-02,2024-03,0.6322743814314807,1,0.0,embedded_finance_adoption,train,-0.3185,22055.64,High
UC00000008,2024-03,2024-04,0.6322743814314807,1,0.0,embedded_finance_adoption,train,-0.3145,20810.79,High
UC00000008,2024-04,2024-05,0.6322743814314807,1,0.0,embedded_finance_adoption,train,-0.2829,19671.37,High
UC00000008,2024-05,2024-06,0.6322743814314807,1,0.0,embedded_finance_adoption,train,-0.1062,21569.1,High
UC00000008,2024-06,2024-07,0.6322743814314807,1,0.0,embedded_finance_adoption,train,-0.3362,21236.67,High
UC00000008,2024-07,2024-08,0.6322743814314807,1,0.0,embedded_finance_adoption,train,-0.0846,23604.39,High
UC00000008,2024-08,2024-09,0.6322743814314807,1,0.0,embedded_finance_adoption,train,-0.3391,21223.63,High
UC00000008,2024-09,2024-10,0.6322743814314807,1,0.0,embedded_finance_adoption,train,-0.4232,18929.6,High
UC00000008,2024-10,2024-11,0.6322743814314807,1,0.0,embedded_finance_adoption,train,-0.0699,30905.73,High
UC00000008,2024-11,2024-12,0.6322743814314807,1,0.0,embedded_finance_adoption,train,-0.0939,28123.99,High
UC00000008,2024-12,2025-01,0.6322743814314807,1,0.0,embedded_finance_adoption,train,-0.1155,27971.08,High
UC00000008,2025-01,2025-02,0.6322743814314807,1,0.0,embedded_finance_adoption,train,-0.0672,28459.04,High
UC00000008,2025-02,2025-03,0.6322743814314807,1,0.0,embedded_finance_adoption,train,-0.2063,22186.14,High
UC00000008,2025-03,2025-04,0.6322743814314807,1,0.0,embedded_finance_adoption,train,-0.3918,17755.73,High
UC00000008,2025-04,2025-05,0.6322743814314807,1,0.0,embedded_finance_adoption,train,-0.2508,18200.45,High
UC00000008,2025-05,2025-06,0.6322743814314807,1,0.0,embedded_finance_adoption,train,-0.287,20882.28,High
UC00000008,2025-06,2025-07,0.6322743814314807,1,0.0,embedded_finance_adoption,train,-0.2279,24159.91,High
UC00000008,2025-07,2025-08,0.6322743814314807,1,0.0,embedded_finance_adoption,train,0.0216,24632.09,High
UC00000008,2025-08,2025-09,0.6322743814314807,1,0.0,embedded_finance_adoption,train,-0.0019,30769.09,High
UC00000008,2025-09,2025-10,0.6322743814314807,1,0.0,embedded_finance_adoption,train,-0.1759,22397.83,High
UC00000008,2025-10,2025-11,0.6322743814314807,1,0.0,embedded_finance_adoption,train,-0.1417,24790.9,High
UC00000008,2025-11,2025-12,0.6322743814314807,1,0.0,embedded_finance_adoption,test,-0.2611,17730.34,High
UC00000008,2025-12,2026-01,0.6322743814314807,1,0.0,embedded_finance_adoption,test,-0.0826,22984.0,High
UC00000008,2026-01,2026-02,0.6322743814314807,1,0.0,embedded_finance_adoption,test,-0.2958,17589.21,High
UC00000008,2026-02,2026-03,0.6322743814314807,1,0.0,embedded_finance_adoption,test,-0.0938,30041.31,High
UC00000008,2026-03,2026-04,0.6322743814314807,1,0.0,embedded_finance_adoption,test,0.0372,34593.1,High
UC00000008,2026-04,2026-05,0.6322743814314807,1,0.0,embedded_finance_adoption,test,0.1154,30535.11,High
UC00000009,2024-01,2024-02,0.6285007814101399,1,0.0,embedded_finance_adoption,train,-0.3198,18845.55,High
UC00000009,2024-02,2024-03,0.6285007814101399,1,0.0,embedded_finance_adoption,train,-0.3753,17876.21,High
UC00000009,2024-03,2024-04,0.6285007814101399,1,1.0,embedded_finance_adoption,train,-0.1407,27663.37,High
UC00000009,2024-04,2024-05,0.6285007814101399,1,1.0,embedded_finance_adoption,train,-0.048,30257.02,High
UC00000009,2024-05,2024-06,0.6285007814101399,1,1.0,embedded_finance_adoption,train,-0.4999,14877.54,High
UC00000009,2024-06,2024-07,0.6285007814101399,1,1.0,embedded_finance_adoption,train,-0.2402,23804.28,High
UC00000009,2024-07,2024-08,0.6285007814101399,1,1.0,embedded_finance_adoption,train,-0.0641,24214.8,High
UC00000009,2024-08,2024-09,0.6285007814101399,1,1.0,embedded_finance_adoption,train,-0.0502,27424.71,High
UC00000009,2024-09,2024-10,0.6285007814101399,1,1.0,embedded_finance_adoption,train,-0.2092,26433.58,High
UC00000009,2024-10,2024-11,0.6285007814101399,1,1.0,embedded_finance_adoption,train,-0.2714,20588.99,High
UC00000009,2024-11,2024-12,0.6285007814101399,1,1.0,embedded_finance_adoption,train,-0.214,24138.12,High
UC00000009,2024-12,2025-01,0.6285007814101399,1,1.0,embedded_finance_adoption,train,0.1254,36488.96,High
UC00000009,2025-01,2025-02,0.6285007814101399,1,1.0,embedded_finance_adoption,train,0.093,31848.51,High
UC00000009,2025-02,2025-03,0.6285007814101399,1,1.0,embedded_finance_adoption,train,-0.3132,20268.36,High
UC00000009,2025-03,2025-04,0.6285007814101399,1,1.0,embedded_finance_adoption,train,-1.0,0.0,High
UC00000009,2025-04,2025-05,0.6285007814101399,1,1.0,embedded_finance_adoption,train,-1.0,0.0,High
UC00000009,2025-05,2025-06,0.6285007814101399,1,1.0,embedded_finance_adoption,train,-1.0,0.0,High
UC00000009,2025-06,2025-07,0.6285007814101399,1,1.0,embedded_finance_adoption,train,-1.0,0.0,High
UC00000009,2025-07,2025-08,0.6285007814101399,1,1.0,embedded_finance_adoption,train,-1.0,0.0,High
UC00000009,2025-08,2025-09,0.6285007814101399,1,1.0,embedded_finance_adoption,train,-1.0,0.0,High
