merchant_id,month,target_month,default_probability,predicted_class,split,risk_band,city,business_type,predicted_income_growth,growth_segment,risk_segment,opportunity_quadrant
UC00000002,2024-07,2024-08,0.4798844978540532,0,train,Medium,Jaipur,beauty_wellness,-0.1364856738937221,High growth,Low risk,High growth + Low risk
UC00000002,2024-08,2024-09,0.4206976861038073,0,train,Medium,Jaipur,beauty_wellness,-0.119269896079128,High growth,Low risk,High growth + Low risk
UC00000002,2024-09,2024-10,0.4535535377238151,0,train,Medium,Jaipur,beauty_wellness,-0.1205173962314811,High growth,Low risk,High growth + Low risk
UC00000002,2024-10,2024-11,0.3696865019006644,0,train,Medium,Jaipur,beauty_wellness,-0.1403450450847332,Low growth,Low risk,Low growth + Low risk
UC00000002,2024-11,2024-12,0.2881069803296105,0,train,Low,Jaipur,beauty_wellness,-0.1576246482888066,Low growth,Low risk,Low growth + Low risk
UC00000002,2024-12,2025-01,0.007241016100973,0,train,Low,Jaipur,beauty_wellness,-1.0145013910709657,Low growth,Low risk,Low growth + Low risk
UC00000002,2025-01,2025-02,0.0056476881020863,0,train,Low,Jaipur,beauty_wellness,-1.0219939451450248,Low growth,Low risk,Low growth + Low risk
UC00000002,2025-02,2025-03,0.0261933354716539,0,train,Low,Jaipur,beauty_wellness,-1.0151270713020943,Low growth,Low risk,Low growth + Low risk
UC00000002,2025-03,2025-04,0.0258504451451066,0,train,Low,Jaipur,beauty_wellness,-1.01242659515659,Low growth,Low risk,Low growth + Low risk
UC00000002,2025-04,2025-05,0.0255119259137032,0,train,Low,Jaipur,beauty_wellness,-1.009726119011086,Low growth,Low risk,Low growth + Low risk
UC00000002,2025-05,2025-06,0.0251777251169352,0,train,Low,Jaipur,beauty_wellness,-1.0070256428655815,Low growth,Low risk,Low growth + Low risk
UC00000002,2025-06,2025-07,0.0248477906489124,0,train,Low,Jaipur,beauty_wellness,-1.0043251667200774,Low growth,Low risk,Low growth + Low risk
UC00000002,2025-07,2025-08,0.0245220709546449,0,train,Low,Jaipur,beauty_wellness,-1.0016246905745734,Low growth,Low risk,Low growth + Low risk
UC00000002,2025-08,2025-09,0.024200515026287,0,train,Low,Jaipur,beauty_wellness,-0.9989242144290692,Low growth,Low risk,Low growth + Low risk
UC00000002,2025-09,2025-10,0.0238830723993484,0,train,Low,Jaipur,beauty_wellness,-0.9962237382835648,Low growth,Low risk,Low growth + Low risk
UC00000002,2025-10,2025-11,0.023569693148872,0,train,Low,Jaipur,beauty_wellness,-0.9935232621380604,Low growth,Low risk,Low growth + Low risk
UC00000002,2025-11,2025-12,0.0232603278855832,0,test,Low,Jaipur,beauty_wellness,-0.9908227859925564,Low growth,Low risk,Low growth + Low risk
UC00000002,2025-12,2026-01,0.0229549277520105,0,test,Low,Jaipur,beauty_wellness,-0.9881223098470522,Low growth,Low risk,Low growth + Low risk
UC00000002,2026-01,2026-02,0.0226534444185808,0,test,Low,Jaipur,beauty_wellness,-0.985421833701548,Low growth,Low risk,Low growth + Low risk
UC00000002,2026-02,2026-03,0.0223558300796917,0,test,Low,Jaipur,beauty_wellness,-0.9827213575560438,Low growth,Low risk,Low growth + Low risk
UC00000002,2026-03,2026-04,0.0220620374497614,0,test,Low,Jaipur,beauty_wellness,-0.9800208814105396,Low growth,Low risk,Low growth + Low risk
UC00000002,2026-04,2026-05,0.0217720197592593,0,test,Low,Jaipur,beauty_wellness,-0.9773204052650352,Low growth,Low risk,Low growth + Low risk
UC00000003,2024-01,2024-02,0.4201337247217444,0,train,Medium,Kochi,home_cleaning,-0.2712692265665267,Low growth,Low risk,Low growth + Low risk
UC00000003,2024-02,2024-03,0.3856027598202871,0,train,Medium,Kochi,home_cleaning,-0.254856524451177,Low growth,Low risk,Low growth + Low risk
UC00000003,2024-03,2024-04,0.4660748461911702,0,train,Medium,Kochi,home_cleaning,-0.2309966012649074,Low growth,Low risk,Low growth + Low risk
UC00000003,2024-04,2024-05,0.3749165855890442,0,train,Medium,Kochi,home_cleaning,-0.2076154793318517,Low growth,Low risk,Low growth + Low risk
UC00000003,2024-05,2024-06,0.3540060015376685,0,train,Medium,Kochi,home_cleaning,-0.1761326068163107,Low growth,Low risk,Low growth + Low risk
UC00000003,2024-06,2024-07,0.3732677985244475,0,train,Medium,Kochi,home_cleaning,-0.1885180861251704,Low growth,Low risk,Low growth + Low risk
UC00000003,2024-07,2024-08,0.5858869962349368,0,train,Medium,Kochi,home_cleaning,-0.167734426580065,Low growth,Low risk,Low growth + Low risk
UC00000003,2024-08,2024-09,0.5771391035748574,0,train,Medium,Kochi,home_cleaning,-0.1095353473951284,High growth,Low risk,High growth + Low risk
UC00000003,2024-09,2024-10,0.5224909852849027,0,train,Medium,Kochi,home_cleaning,-0.0634536752002523,High growth,Low risk,High growth + Low risk
UC00000003,2024-10,2024-11,0.4792458120875876,0,train,Medium,Kochi,home_cleaning,-0.086003766338776,High growth,Low risk,High growth + Low risk
UC00000003,2024-11,2024-12,0.5317840563679395,0,train,Medium,Kochi,home_cleaning,-0.0846945920820546,High growth,Low risk,High growth + Low risk
UC00000003,2024-12,2025-01,0.4860388995995243,0,train,Medium,Kochi,home_cleaning,-0.1068643547299078,High growth,Low risk,High growth + Low risk
UC00000003,2025-01,2025-02,0.4891468671592067,0,train,Medium,Kochi,home_cleaning,-0.1045687384475792,High growth,Low risk,High growth + Low risk
UC00000003,2025-02,2025-03,0.5686987595011284,0,train,Medium,Kochi,home_cleaning,-0.098257722883972,High growth,Low risk,High growth + Low risk
UC00000003,2025-03,2025-04,0.6785362428505768,1,train,Medium,Kochi,home_cleaning,-0.0643364763438908,High growth,Low risk,High growth + Low risk
UC00000003,2025-04,2025-05,0.6465252408881368,0,train,Medium,Kochi,home_cleaning,-0.0773514411230477,High growth,Low risk,High growth + Low risk
UC00000003,2025-05,2025-06,0.653275331189135,0,train,Medium,Kochi,home_cleaning,-0.0603370682673587,High growth,Low risk,High growth + Low risk
UC00000003,2025-06,2025-07,0.0118150743707304,0,train,Low,Kochi,home_cleaning,-0.965300165047132,Low growth,Low risk,Low growth + Low risk
UC00000003,2025-07,2025-08,0.0091830566908894,0,train,Low,Kochi,home_cleaning,-0.9706699068366288,Low growth,Low risk,Low growth + Low risk
UC00000003,2025-08,2025-09,0.0209026957903486,0,train,Low,Kochi,home_cleaning,-1.0036861886279929,Low growth,Low risk,Low growth + Low risk
UC00000003,2025-09,2025-10,0.0206275968269712,0,train,Low,Kochi,home_cleaning,-1.0009857124824886,Low growth,Low risk,Low growth + Low risk
UC00000003,2025-10,2025-11,0.0203560431487416,0,train,Low,Kochi,home_cleaning,-0.9982852363369844,Low growth,Low risk,Low growth + Low risk
UC00000003,2025-11,2025-12,0.0200879910361383,0,test,Low,Kochi,home_cleaning,-0.99558476019148,Low growth,Low risk,Low growth + Low risk
UC00000003,2025-12,2026-01,0.0198233972571864,0,test,Low,Kochi,home_cleaning,-0.992884284045976,Low growth,Low risk,Low growth + Low risk
UC00000003,2026-01,2026-02,0.0195622190633923,0,test,Low,Kochi,home_cleaning,-0.9901838079004716,Low growth,Low risk,Low growth + Low risk
UC00000003,2026-02,2026-03,0.0193044141856734,0,test,Low,Kochi,home_cleaning,-0.9874833317549674,Low growth,Low risk,Low growth + Low risk
UC00000003,2026-03,2026-04,0.0190499408302845,0,test,Low,Kochi,home_cleaning,-0.9847828556094632,Low growth,Low risk,Low growth + Low risk
UC00000003,2026-04,2026-05,0.0187987576747416,0,test,Low,Kochi,home_cleaning,-0.982082379463959,Low growth,Low risk,Low growth + Low risk
UC00000004,2024-01,2024-02,0.4480907935811059,0,train,Medium,Lucknow,beauty_wellness,-0.2687201290784979,Low growth,Low risk,Low growth + Low risk
UC00000004,2024-02,2024-03,0.4739381722702635,0,train,Medium,Lucknow,beauty_wellness,-0.1908906187759028,Low growth,Low risk,Low growth + Low risk
UC00000004,2024-03,2024-04,0.3780558900712699,0,train,Medium,Lucknow,beauty_wellness,-0.1975564021737862,Low growth,Low risk,Low growth + Low risk
UC00000004,2024-04,2024-05,0.4440771692606146,0,train,Medium,Lucknow,beauty_wellness,-0.1715087210332967,Low growth,Low risk,Low growth + Low risk
UC00000004,2024-05,2024-06,0.4754011079903515,0,train,Medium,Lucknow,beauty_wellness,-0.1819153950548511,Low growth,Low risk,Low growth + Low risk
UC00000004,2024-06,2024-07,0.5679347878229715,0,train,Medium,Lucknow,beauty_wellness,-0.183302110706591,Low growth,Low risk,Low growth + Low risk
UC00000004,2024-07,2024-08,0.5726722732575236,0,train,Medium,Lucknow,beauty_wellness,-0.1675619630149372,Low growth,Low risk,Low growth + Low risk
UC00000004,2024-08,2024-09,0.5312918037457179,0,train,Medium,Lucknow,beauty_wellness,-0.0817836850833646,High growth,Low risk,High growth + Low risk
UC00000004,2024-09,2024-10,0.5238048730648205,0,train,Medium,Lucknow,beauty_wellness,-0.0869663093407408,High growth,Low risk,High growth + Low risk
UC00000004,2024-10,2024-11,0.6731721392759327,1,train,Medium,Lucknow,beauty_wellness,-0.0546162716260476,High growth,Low risk,High growth + Low risk
UC00000004,2024-11,2024-12,0.5934608512051814,0,train,Medium,Lucknow,beauty_wellness,-0.0671300053987314,High growth,Low risk,High growth + Low risk
UC00000004,2024-12,2025-01,0.5059096663138652,0,train,Medium,Lucknow,beauty_wellness,-0.0750026324585433,High growth,Low risk,High growth + Low risk
UC00000004,2025-01,2025-02,0.60794760669838,0,train,Medium,Lucknow,beauty_wellness,-0.075181063768252,High growth,Low risk,High growth + Low risk
UC00000004,2025-02,2025-03,0.6377332199347192,0,train,Medium,Lucknow,beauty_wellness,-0.0686411063872332,High growth,Low risk,High growth + Low risk
UC00000004,2025-03,2025-04,0.7539979357842944,1,train,High,Lucknow,beauty_wellness,-0.009181777047077,High growth,High risk,High growth + High risk
UC00000004,2025-04,2025-05,0.4275057529468017,0,train,Medium,Lucknow,beauty_wellness,-0.0777376395946557,High growth,Low risk,High growth + Low risk
UC00000004,2025-05,2025-06,0.6163225868542243,0,train,Medium,Lucknow,beauty_wellness,-0.0182773149759061,High growth,Low risk,High growth + Low risk
UC00000004,2025-06,2025-07,0.6812184156032821,1,train,Medium,Lucknow,beauty_wellness,-0.0139250933403058,High growth,Low risk,High growth + Low risk
UC00000004,2025-07,2025-08,0.6373565110624944,0,train,Medium,Lucknow,beauty_wellness,-0.041613930835233,High growth,Low risk,High growth + Low risk
UC00000004,2025-08,2025-09,0.5469923531723676,0,train,Medium,Lucknow,beauty_wellness,-0.0519093339292571,High growth,Low risk,High growth + Low risk
UC00000004,2025-09,2025-10,0.6464563298400281,0,train,Medium,Lucknow,beauty_wellness,-0.0342550909340381,High growth,Low risk,High growth + Low risk
UC00000004,2025-10,2025-11,0.4667641849656803,0,train,Medium,Lucknow,beauty_wellness,-0.0633992160348923,High growth,Low risk,High growth + Low risk
UC00000004,2025-11,2025-12,0.6039409205964358,0,test,Medium,Lucknow,beauty_wellness,-0.0140782268231549,High growth,Low risk,High growth + Low risk
UC00000004,2025-12,2026-01,0.5037877314319125,0,test,Medium,Lucknow,beauty_wellness,-0.0391309766264189,High growth,Low risk,High growth + Low risk
UC00000004,2026-01,2026-02,0.7238590129939306,1,test,High,Lucknow,beauty_wellness,0.0005540614397988,High growth,High risk,High growth + High risk
UC00000004,2026-02,2026-03,0.6927691184827521,1,test,Medium,Lucknow,beauty_wellness,0.0267751374320722,High growth,Low risk,High growth + Low risk
UC00000004,2026-03,2026-04,0.5143084357729583,0,test,Medium,Lucknow,beauty_wellness,-0.0251919449936461,High growth,Low risk,High growth + Low risk
UC00000004,2026-04,2026-05,0.6710402240375997,1,test,Medium,Lucknow,beauty_wellness,-0.0040951235058991,High growth,Low risk,High growth + Low risk
UC00000005,2024-01,2024-02,0.2818028308125522,0,train,Low,Ahmedabad,appliance_repair,-0.2033440316502901,Low growth,Low risk,Low growth + Low risk
UC00000005,2024-02,2024-03,0.3746696162948614,0,train,Medium,Ahmedabad,appliance_repair,-0.1479028186342699,Low growth,Low risk,Low growth + Low risk
UC00000005,2024-03,2024-04,0.2488093952102008,0,train,Low,Ahmedabad,appliance_repair,-0.1856001159398636,Low growth,Low risk,Low growth + Low risk
UC00000005,2024-04,2024-05,0.2579116725065331,0,train,Low,Ahmedabad,appliance_repair,-0.1522223348888196,Low growth,Low risk,Low growth + Low risk
UC00000005,2024-05,2024-06,0.3846928433593575,0,train,Medium,Ahmedabad,appliance_repair,-0.1466780643698017,Low growth,Low risk,Low growth + Low risk
UC00000005,2024-06,2024-07,0.2607406264020188,0,train,Low,Ahmedabad,appliance_repair,-0.1715282251619743,Low growth,Low risk,Low growth + Low risk
UC00000005,2024-07,2024-08,0.3016300654170548,0,train,Medium,Ahmedabad,appliance_repair,-0.160689967427023,Low growth,Low risk,Low growth + Low risk
UC00000005,2024-08,2024-09,0.3596017639148742,0,train,Medium,Ahmedabad,appliance_repair,-0.1259859589137144,High growth,Low risk,High growth + Low risk
UC00000005,2024-09,2024-10,0.2062798330673982,0,train,Low,Ahmedabad,appliance_repair,-0.1550644363760677,Low growth,Low risk,Low growth + Low risk
UC00000005,2024-10,2024-11,0.2221964953500668,0,train,Low,Ahmedabad,appliance_repair,-0.1517288248911737,Low growth,Low risk,Low growth + Low risk
UC00000005,2024-11,2024-12,0.2417670408233264,0,train,Low,Ahmedabad,appliance_repair,-0.1544142103877901,Low growth,Low risk,Low growth + Low risk
UC00000005,2024-12,2025-01,0.3044244359736479,0,train,Medium,Ahmedabad,appliance_repair,-0.1232157886595143,High growth,Low risk,High growth + Low risk
UC00000005,2025-01,2025-02,0.2676247509783862,0,train,Low,Ahmedabad,appliance_repair,-0.1402240436797178,High growth,Low risk,High growth + Low risk
UC00000005,2025-02,2025-03,0.3152552283840816,0,train,Medium,Ahmedabad,appliance_repair,-0.1225593737664663,High growth,Low risk,High growth + Low risk
UC00000005,2025-03,2025-04,0.2543044620955362,0,train,Low,Ahmedabad,appliance_repair,-0.118528904807716,High growth,Low risk,High growth + Low risk
UC00000005,2025-04,2025-05,0.3436637485054409,0,train,Medium,Ahmedabad,appliance_repair,-0.1417716395483919,Low growth,Low risk,Low growth + Low risk
UC00000005,2025-05,2025-06,0.2566294342261109,0,train,Low,Ahmedabad,appliance_repair,-0.1509130126072825,Low growth,Low risk,Low growth + Low risk
UC00000005,2025-06,2025-07,0.2395344771876777,0,train,Low,Ahmedabad,appliance_repair,-0.1027668380323673,High growth,Low risk,High growth + Low risk
UC00000005,2025-07,2025-08,0.1812947674090667,0,train,Low,Ahmedabad,appliance_repair,-0.1466308041255575,Low growth,Low risk,Low growth + Low risk
UC00000005,2025-08,2025-09,0.2261147730479061,0,train,Low,Ahmedabad,appliance_repair,-0.131356492442365,High growth,Low risk,High growth + Low risk
UC00000005,2025-09,2025-10,0.2343740280517443,0,train,Low,Ahmedabad,appliance_repair,-0.1203669654886199,High growth,Low risk,High growth + Low risk
UC00000005,2025-10,2025-11,0.3239621084378817,0,train,Medium,Ahmedabad,appliance_repair,-0.1175427273947182,High growth,Low risk,High growth + Low risk
UC00000005,2025-11,2025-12,0.2435443270605155,0,test,Low,Ahmedabad,appliance_repair,-0.1078733284290636,High growth,Low risk,High growth + Low risk
UC00000005,2025-12,2026-01,0.3661641366176067,0,test,Medium,Ahmedabad,appliance_repair,-0.1241559896683895,High growth,Low risk,High growth + Low risk
UC00000005,2026-01,2026-02,0.3371668234967163,0,test,Medium,Ahmedabad,appliance_repair,-0.1046250021450966,High growth,Low risk,High growth + Low risk
UC00000005,2026-02,2026-03,0.3123218241881683,0,test,Medium,Ahmedabad,appliance_repair,-0.0996584268823646,High growth,Low risk,High growth + Low risk
UC00000005,2026-03,2026-04,0.3137020814321419,0,test,Medium,Ahmedabad,appliance_repair,-0.1215576349933657,High growth,Low risk,High growth + Low risk
UC00000005,2026-04,2026-05,0.3514941810627531,0,test,Medium,Ahmedabad,appliance_repair,-0.064722227857198,High growth,Low risk,High growth + Low risk
UC00000006,2024-01,2024-02,0.638006989091209,0,train,Medium,Hyderabad,plumbing_electrical,-0.1947769707303345,Low growth,Low risk,Low growth + Low risk
UC00000006,2024-02,2024-03,0.593954703365369,0,train,Medium,Hyderabad,plumbing_electrical,-0.1086071293320234,High growth,Low risk,High growth + Low risk
UC00000006,2024-03,2024-04,0.6076416260385129,0,train,Medium,Hyderabad,plumbing_electrical,-0.0930364520586618,High growth,Low risk,High growth + Low risk
UC00000006,2024-04,2024-05,0.6059544222613412,0,train,Medium,Hyderabad,plumbing_electrical,-0.1093450194289864,High growth,Low risk,High growth + Low risk
UC00000006,2024-05,2024-06,0.5326540732376625,0,train,Medium,Hyderabad,plumbing_electrical,-0.1364862789394907,High growth,Low risk,High growth + Low risk
UC00000006,2024-06,2024-07,0.6000114535956885,0,train,Medium,Hyderabad,plumbing_electrical,-0.0831514290362499,High growth,Low risk,High growth + Low risk
UC00000006,2024-07,2024-08,0.4872431077224365,0,train,Medium,Hyderabad,plumbing_electrical,-0.101345007244793,High growth,Low risk,High growth + Low risk
UC00000006,2024-08,2024-09,0.4089953800756028,0,train,Medium,Hyderabad,plumbing_electrical,-0.0986028297583017,High growth,Low risk,High growth + Low risk
UC00000006,2024-09,2024-10,0.4379954425720946,0,train,Medium,Hyderabad,plumbing_electrical,-0.1279367906112327,High growth,Low risk,High growth + Low risk
UC00000006,2024-10,2024-11,0.4396842782388542,0,train,Medium,Hyderabad,plumbing_electrical,-0.0995668325226653,High growth,Low risk,High growth + Low risk
UC00000006,2024-11,2024-12,0.448868031449146,0,train,Medium,Hyderabad,plumbing_electrical,-0.1230444338577139,High growth,Low risk,High growth + Low risk
UC00000006,2024-12,2025-01,0.608478873724586,0,train,Medium,Hyderabad,plumbing_electrical,-0.0424391351025412,High growth,Low risk,High growth + Low risk
UC00000006,2025-01,2025-02,0.6172229572804669,0,train,Medium,Hyderabad,plumbing_electrical,-0.0448069865712877,High growth,Low risk,High growth + Low risk
UC00000006,2025-02,2025-03,0.5050435544801705,0,train,Medium,Hyderabad,plumbing_electrical,-0.0901569276278931,High growth,Low risk,High growth + Low risk
UC00000006,2025-03,2025-04,0.5940491738051612,0,train,Medium,Hyderabad,plumbing_electrical,-0.08271748629898,High growth,Low risk,High growth + Low risk
UC00000006,2025-04,2025-05,0.6429827199177213,0,train,Medium,Hyderabad,plumbing_electrical,-0.084566185356365,High growth,Low risk,High growth + Low risk
UC00000006,2025-05,2025-06,0.7384952111520888,1,train,High,Hyderabad,plumbing_electrical,-0.0595275808693449,High growth,High risk,High growth + High risk
UC00000006,2025-06,2025-07,0.702875295721955,1,train,High,Hyderabad,plumbing_electrical,-0.0543501927352845,High growth,High risk,High growth + High risk
UC00000006,2025-07,2025-08,0.6839301132092472,1,train,Medium,Hyderabad,plumbing_electrical,-0.0756759841891119,High growth,Low risk,High growth + Low risk
UC00000006,2025-08,2025-09,0.6227407495471569,0,train,Medium,Hyderabad,plumbing_electrical,-0.0771356667833296,High growth,Low risk,High growth + Low risk
UC00000006,2025-09,2025-10,0.5982880652252337,0,train,Medium,Hyderabad,plumbing_electrical,-0.069441985503577,High growth,Low risk,High growth + Low risk
UC00000006,2025-10,2025-11,0.7875555734930451,1,train,High,Hyderabad,plumbing_electrical,0.0026451285321509,High growth,High risk,High growth + High risk
UC00000006,2025-11,2025-12,0.5592066903461869,0,test,Medium,Hyderabad,plumbing_electrical,-0.0633568105282192,High growth,Low risk,High growth + Low risk
UC00000006,2025-12,2026-01,0.5210372972749404,0,test,Medium,Hyderabad,plumbing_electrical,-0.0657877413784001,High growth,Low risk,High growth + Low risk
UC00000006,2026-01,2026-02,0.6900564553741483,1,test,Medium,Hyderabad,plumbing_electrical,-0.0134111482155477,High growth,Low risk,High growth + Low risk
UC00000006,2026-02,2026-03,0.6124098683450118,0,test,Medium,Hyderabad,plumbing_electrical,-0.0296130732786058,High growth,Low risk,High growth + Low risk
UC00000006,2026-03,2026-04,0.4846376928778386,0,test,Medium,Hyderabad,plumbing_electrical,-0.0667825562807344,High growth,Low risk,High growth + Low risk
UC00000006,2026-04,2026-05,0.5617446354986847,0,test,Medium,Hyderabad,plumbing_electrical,-0.0371086704307008,High growth,Low risk,High growth + Low risk
UC00000007,2024-01,2024-02,0.7904620179045498,1,train,High,Pune,home_cleaning,-0.2699494108725971,Low growth,High risk,Low growth + High risk
UC00000007,2024-02,2024-03,0.7714759628083939,1,train,High,Pune,home_cleaning,-0.1470185471613237,Low growth,High risk,Low growth + High risk
UC00000007,2024-03,2024-04,0.828802014714111,1,train,High,Pune,home_cleaning,-0.1230294627658658,High growth,High risk,High growth + High risk
UC00000007,2024-04,2024-05,0.7671141934623126,1,train,High,Pune,home_cleaning,-0.1423873126485606,Low growth,High risk,Low growth + High risk
UC00000007,2024-05,2024-06,0.634050420106283,0,train,Medium,Pune,home_cleaning,-0.16575423056,Low growth,Low risk,Low growth + Low risk
UC00000007,2024-06,2024-07,0.7027425286121561,1,train,High,Pune,home_cleaning,-0.1145250038396637,High growth,High risk,High growth + High risk
UC00000007,2024-07,2024-08,0.8180185925544868,1,train,High,Pune,home_cleaning,-0.0646420407686953,High growth,High risk,High growth + High risk
UC00000007,2024-08,2024-09,0.7500399503630438,1,train,High,Pune,home_cleaning,-0.1305017790457712,High growth,High risk,High growth + High risk
UC00000007,2024-09,2024-10,0.8365176455823561,1,train,High,Pune,home_cleaning,-0.0872468485591033,High growth,High risk,High growth + High risk
UC00000007,2024-10,2024-11,0.6466701088016257,0,train,Medium,Pune,home_cleaning,-0.1367482767383014,High growth,Low risk,High growth + Low risk
UC00000007,2024-11,2024-12,0.7444346219605897,1,train,High,Pune,home_cleaning,-0.0595661714189781,High growth,High risk,High growth + High risk
UC00000007,2024-12,2025-01,0.8373954208303369,1,train,High,Pune,home_cleaning,-0.0363046164721537,High growth,High risk,High growth + High risk
UC00000007,2025-01,2025-02,0.8675335738727021,1,train,High,Pune,home_cleaning,-0.0453786571034651,High growth,High risk,High growth + High risk
UC00000007,2025-02,2025-03,0.8434028821063836,1,train,High,Pune,home_cleaning,-0.0571331325214224,High growth,High risk,High growth + High risk
UC00000007,2025-03,2025-04,0.9006598712260491,1,train,High,Pune,home_cleaning,-0.0167836856060173,High growth,High risk,High growth + High risk
UC00000007,2025-04,2025-05,0.931388936390259,1,train,High,Pune,home_cleaning,0.0144367909228058,High growth,High risk,High growth + High risk
