merchant_id,month,income_growth_pct,monthly_profit,retention_flag,churn_probability,treatment_flag,post_treatment_flag,lock_in_score,technology_adoption_score,advancement_score,agentic_intelligence_score,forecast_usage
UC00000002,2025-02,-1.0,0.0,False,1.0,False,False,0.0,0.812,0.0,0.6799,False
UC00000002,2025-03,-1.0,0.0,False,1.0,False,False,0.0,0.822,0.0,0.6919,False
UC00000002,2025-04,-1.0,0.0,False,1.0,False,False,0.0,0.832,0.0,0.7039,False
UC00000002,2025-05,-1.0,0.0,False,1.0,False,False,0.0,0.842,0.0,0.7159,False
UC00000002,2025-06,-1.0,0.0,False,1.0,False,False,0.0,0.852,0.0,0.7279,False
UC00000002,2025-07,-1.0,0.0,False,1.0,False,False,0.0,0.862,0.0,0.7399,False
UC00000002,2025-08,-1.0,0.0,False,1.0,False,False,0.0,0.872,0.0,0.7519,False
UC00000002,2025-09,-1.0,0.0,False,1.0,False,False,0.0,0.882,0.0,0.7639,False
UC00000002,2025-10,-1.0,0.0,False,1.0,False,False,0.0,0.892,0.0,0.7759,False
UC00000002,2025-11,-1.0,0.0,False,1.0,False,False,0.0,0.902,0.0,0.7879,False
UC00000002,2025-12,-1.0,0.0,False,1.0,False,False,0.0,0.912,0.0,0.7999,False
UC00000002,2026-01,-1.0,0.0,False,1.0,False,False,0.0,0.922,0.0,0.8119,False
UC00000002,2026-02,-1.0,0.0,False,1.0,False,False,0.0,0.932,0.0,0.8239,False
UC00000002,2026-03,-1.0,0.0,False,1.0,False,False,0.0,0.942,0.0,0.8359,False
UC00000002,2026-04,-1.0,0.0,False,1.0,False,False,0.0,0.952,0.0,0.8479,False
UC00000002,2026-05,-1.0,0.0,False,1.0,False,False,0.0,0.962,0.0,0.8599,False
UC00000003,2024-01,-0.4554,13786.78,True,0.0182,True,False,0.5441,0.678,0.4068,0.2065,False
UC00000003,2024-02,-0.3961,18081.73,True,0.0174,True,False,0.5411,0.6867,0.4305,0.212,False
UC00000003,2024-03,-0.183,24931.84,True,0.0142,True,False,0.543,0.6955,0.5516,0.2175,False
UC00000003,2024-04,0.0541,27783.84,True,0.0106,True,False,0.5441,0.7042,0.6562,0.223,False
UC00000003,2024-05,-0.2266,22204.98,True,0.0149,True,False,0.5426,0.713,0.5188,0.2285,False
UC00000003,2024-06,-0.2144,20274.78,True,0.0147,True,False,0.5404,0.7217,0.518,0.234,False
UC00000003,2024-07,-0.4596,15783.91,True,0.0111,True,True,0.6927,0.7503,0.4173,0.2494,False
UC00000003,2024-08,0.0651,32264.9,True,0.0058,True,True,0.6956,0.7591,0.6829,0.2549,False
UC00000003,2024-09,-0.1466,22531.71,True,0.0073,True,True,0.6988,0.7678,0.5551,0.2604,False
UC00000003,2024-10,-0.0024,29171.33,True,0.0062,True,True,0.6959,0.7766,0.641,0.2659,False
UC00000003,2024-11,-0.239,24333.23,True,0.0081,True,True,0.6985,0.7853,0.5256,0.2714,False
UC00000003,2024-12,-0.3487,18849.8,True,0.0095,True,True,0.6968,0.794,0.4586,0.2769,False
UC00000003,2025-01,-0.1951,26090.08,True,0.0074,True,True,0.699,0.8021,0.5556,0.2824,False
UC00000003,2025-02,0.0177,31814.13,True,0.0061,True,True,0.6988,0.8101,0.6645,0.2879,False
UC00000003,2025-03,-0.1053,26146.27,True,0.0073,True,True,0.6957,0.8182,0.5855,0.2934,False
UC00000003,2025-04,0.0743,31160.29,False,0.0056,True,True,0.6987,0.8262,0.6821,0.2989,False
UC00000003,2025-05,-1.0,0.0,False,1.0,True,True,0.0,0.8201,0.0,0.5674,False
UC00000003,2025-06,-1.0,0.0,False,1.0,True,True,0.0,0.8301,0.0,0.5794,False
UC00000003,2025-07,-1.0,0.0,False,1.0,True,True,0.0,0.8401,0.0,0.5914,False
UC00000003,2025-08,-1.0,0.0,False,1.0,True,True,0.0,0.8501,0.0,0.6034,False
UC00000003,2025-09,-1.0,0.0,False,1.0,True,True,0.0,0.8601,0.0,0.6154,False
UC00000003,2025-10,-1.0,0.0,False,1.0,True,True,0.0,0.8701,0.0,0.6274,False
UC00000003,2025-11,-1.0,0.0,False,1.0,True,True,0.0,0.8801,0.0,0.6394,False
UC00000003,2025-12,-1.0,0.0,False,1.0,True,True,0.0,0.8901,0.0,0.6514,False
UC00000003,2026-01,-1.0,0.0,False,1.0,True,True,0.0,0.9001,0.0,0.6634,False
UC00000003,2026-02,-1.0,0.0,False,1.0,True,True,0.0,0.9101,0.0,0.6754,False
UC00000003,2026-03,-1.0,0.0,False,1.0,True,True,0.0,0.9201,0.0,0.6874,False
UC00000003,2026-04,-1.0,0.0,False,1.0,True,True,0.0,0.9301,0.0,0.6994,False
UC00000003,2026-05,-1.0,0.0,False,1.0,True,True,0.0,0.9401,0.0,0.7114,False
UC00000004,2024-01,-0.1648,22798.12,True,0.0133,True,False,0.6163,0.6686,0.5688,0.3252,False
UC00000004,2024-02,-0.419,12449.32,True,0.0172,True,False,0.6134,0.6774,0.4149,0.3307,False
UC00000004,2024-03,-0.098,22548.66,True,0.0127,True,False,0.616,0.6861,0.5919,0.3362,False
UC00000004,2024-04,-0.2484,16323.51,True,0.0143,True,False,0.6184,0.6949,0.4959,0.3417,False
UC00000004,2024-05,-0.2393,19175.48,True,0.0143,True,False,0.6176,0.7036,0.517,0.3472,False
UC00000004,2024-06,-0.0836,19480.04,True,0.0123,True,False,0.616,0.7124,0.5763,0.3527,False
UC00000004,2024-07,0.0303,21870.31,True,0.0063,True,True,0.7732,0.7397,0.6414,0.3681,False
UC00000004,2024-08,-0.1074,22615.18,True,0.0072,True,True,0.7688,0.7478,0.5931,0.3736,False
UC00000004,2024-09,0.1334,30751.16,True,0.0058,True,True,0.7702,0.7558,0.7406,0.3791,False
UC00000004,2024-10,-0.1726,19134.57,True,0.0077,True,True,0.767,0.7639,0.5464,0.3846,False
UC00000004,2024-11,-0.3159,16859.1,True,0.0089,True,True,0.7679,0.7719,0.48,0.3901,False
UC00000004,2024-12,-0.3247,14050.02,True,0.0087,True,True,0.7703,0.78,0.4554,0.3956,False
UC00000004,2025-01,-0.1778,18451.46,True,0.0073,True,True,0.7709,0.788,0.541,0.4011,False
UC00000004,2025-02,0.3138,31033.26,True,0.005,True,True,0.7708,0.7961,0.8121,0.4066,False
UC00000004,2025-03,-0.3698,15683.25,True,0.0089,True,True,0.7691,0.8041,0.4506,0.4121,False
UC00000004,2025-04,0.1546,29563.82,True,0.0056,True,True,0.7692,0.8122,0.7371,0.4176,False
UC00000004,2025-05,0.1438,24204.16,True,0.0055,True,True,0.7695,0.8202,0.7014,0.4231,False
UC00000004,2025-06,-0.0728,23060.36,True,0.0068,True,True,0.7691,0.8283,0.6104,0.4286,False
UC00000004,2025-07,-0.124,20351.56,True,0.0068,True,True,0.771,0.8363,0.5752,0.4341,False
UC00000004,2025-08,0.0345,21002.14,True,0.0061,True,True,0.769,0.8444,0.6365,0.4396,False
UC00000004,2025-09,-0.1871,21368.2,True,0.0072,True,True,0.7714,0.8524,0.5548,0.4451,False
UC00000004,2025-10,0.2073,26657.36,True,0.0052,True,True,0.7696,0.8605,0.7414,0.4506,False
UC00000004,2025-11,-0.0989,18624.62,True,0.0069,True,True,0.7676,0.8685,0.5713,0.4561,False
UC00000004,2025-12,0.1098,31065.49,True,0.0058,True,True,0.7679,0.8766,0.7309,0.4616,False
UC00000004,2026-01,0.3824,36229.84,True,0.005,True,True,0.7702,0.8846,0.8692,0.4671,False
UC00000004,2026-02,-0.0461,25183.65,True,0.0063,True,True,0.7725,0.8927,0.6353,0.4726,False
UC00000004,2026-03,0.1729,31313.68,True,0.0052,True,True,0.7705,0.9007,0.7568,0.4781,False
UC00000004,2026-04,0.2652,29539.74,True,0.005,True,True,0.7708,0.9088,0.7825,0.4836,False
UC00000004,2026-05,-0.0592,20247.23,True,0.0065,True,True,0.7681,0.9168,0.5984,0.4891,False
UC00000005,2024-01,0.0627,16758.33,True,0.016,False,False,0.569,0.5406,0.6848,0.153,False
UC00000005,2024-02,-0.3483,10361.37,True,0.0194,False,False,0.5716,0.5494,0.4599,0.1585,False
UC00000005,2024-03,0.0595,18054.51,True,0.0155,False,False,0.5724,0.5581,0.6935,0.164,False
UC00000005,2024-04,0.0562,17895.38,True,0.0152,False,False,0.5707,0.5669,0.6927,0.1695,False
UC00000005,2024-05,-0.2111,12136.4,True,0.0179,False,False,0.5684,0.5756,0.5317,0.175,False
UC00000005,2024-06,-0.2449,11429.38,True,0.0187,False,False,0.5685,0.5844,0.5097,0.1805,False
UC00000005,2024-07,0.1342,16760.6,True,0.0145,False,False,0.5708,0.5931,0.7132,0.186,False
UC00000005,2024-08,-0.0889,14496.86,True,0.0162,False,False,0.5716,0.6019,0.6034,0.1915,False
UC00000005,2024-09,-0.026,15910.26,True,0.0156,False,False,0.5719,0.6106,0.6417,0.197,False
UC00000005,2024-10,-0.0634,13815.75,True,0.0161,False,False,0.5697,0.6194,0.6048,0.2025,False
UC00000005,2024-11,0.1586,18170.1,True,0.0144,False,False,0.5699,0.6281,0.7348,0.208,False
UC00000005,2024-12,-0.2977,10601.92,True,0.0193,False,False,0.5674,0.6369,0.4828,0.2135,False
UC00000005,2025-01,-0.088,15611.63,True,0.0165,False,False,0.5696,0.6456,0.6137,0.219,False
UC00000005,2025-02,0.0642,16672.57,True,0.0153,False,False,0.5726,0.6544,0.6824,0.2245,False
UC00000005,2025-03,-0.2169,11995.46,True,0.0172,False,False,0.5707,0.6631,0.5266,0.23,False
UC00000005,2025-04,-0.2759,11367.44,True,0.0181,False,False,0.5704,0.6719,0.4982,0.2355,False
UC00000005,2025-05,0.2559,20122.31,True,0.013,False,False,0.572,0.6806,0.7936,0.241,False
UC00000005,2025-06,-0.3524,10250.71,True,0.0185,False,False,0.5674,0.6888,0.4583,0.2465,False
UC00000005,2025-07,-0.3035,9549.04,True,0.0188,False,False,0.5688,0.6968,0.4714,0.252,False
UC00000005,2025-08,-0.1356,13425.3,True,0.0161,False,False,0.5699,0.7049,0.5715,0.2575,False
UC00000005,2025-09,-0.1408,13514.88,True,0.017,False,False,0.5699,0.7129,0.5735,0.263,False
UC00000005,2025-10,-0.0103,16383.18,True,0.016,False,False,0.5691,0.721,0.6529,0.2685,False
UC00000005,2025-11,-0.4045,8983.82,True,0.0195,False,False,0.5719,0.729,0.4271,0.274,False
UC00000005,2025-12,-0.0805,15339.71,True,0.0157,False,False,0.5704,0.7371,0.6162,0.2795,False
UC00000005,2026-01,0.1091,18191.96,True,0.0137,False,False,0.5751,0.7451,0.7175,0.285,False
UC00000005,2026-02,-0.2498,11239.01,True,0.0171,False,False,0.571,0.7532,0.5082,0.2905,False
UC00000005,2026-03,0.3879,23345.6,True,0.0121,False,False,0.57,0.7612,0.8783,0.296,False
UC00000005,2026-04,-0.0765,14767.73,True,0.0157,False,False,0.5687,0.7693,0.6116,0.3015,False
UC00000005,2026-05,-0.1532,13653.1,True,0.0161,False,False,0.5714,0.7773,0.5704,0.307,False
UC00000006,2024-01,-0.0638,8634.85,True,0.0208,False,False,0.6121,0.6641,0.6135,0.6962,True
UC00000006,2024-02,0.0091,10883.93,True,0.0208,False,False,0.6102,0.6728,0.6796,0.7017,True
UC00000006,2024-03,-0.1115,8826.03,True,0.0212,False,False,0.6159,0.6816,0.5984,0.5072,False
UC00000006,2024-04,-0.4315,5243.19,True,0.0227,False,False,0.6112,0.6903,0.426,0.5127,False
UC00000006,2024-05,0.1625,10259.49,True,0.0189,False,False,0.6134,0.6991,0.7311,0.7182,True
UC00000006,2024-06,-0.2044,8640.2,True,0.0226,False,False,0.608,0.7078,0.5572,0.7237,True
UC00000006,2024-07,-0.156,9252.41,True,0.0215,False,False,0.6097,0.7166,0.5877,0.5292,False
UC00000006,2024-08,-0.5299,4119.54,True,0.0229,False,False,0.6134,0.7253,0.4069,0.5347,False
UC00000006,2024-09,-0.0752,7840.16,True,0.0195,False,False,0.6156,0.7341,0.5963,0.7402,True
UC00000006,2024-10,-0.3511,5514.0,True,0.024,False,False,0.6075,0.7428,0.4525,0.5457,False
UC00000006,2024-11,0.2736,11621.4,True,0.0182,False,False,0.6124,0.7516,0.7973,0.7512,True
UC00000006,2024-12,0.0801,9766.81,True,0.0196,False,False,0.6105,0.7603,0.6877,0.7567,True
UC00000006,2025-01,-0.2116,7948.71,True,0.0211,False,False,0.6165,0.7691,0.5452,0.7622,True
UC00000006,2025-02,-0.1407,8654.54,True,0.0206,False,False,0.6126,0.7772,0.5862,0.7677,True
UC00000006,2025-03,-0.0951,9695.94,True,0.02,False,False,0.6147,0.7852,0.6185,0.7732,True
UC00000006,2025-04,-0.0694,7856.72,True,0.0217,False,False,0.6098,0.7933,0.5986,0.7787,True
UC00000006,2025-05,0.0457,9146.61,True,0.0191,False,False,0.6168,0.8013,0.6648,0.7842,True
UC00000006,2025-06,-0.1233,9411.53,True,0.0191,False,False,0.6179,0.8094,0.6008,0.7897,True
UC00000006,2025-07,0.0451,9789.18,True,0.0187,False,False,0.616,0.8174,0.6789,0.7952,True
UC00000006,2025-08,0.0832,11462.4,True,0.0192,False,False,0.6129,0.8255,0.7217,0.6007,False
UC00000006,2025-09,0.4825,14685.54,True,0.0174,False,False,0.6099,0.8335,0.9304,0.8062,True
UC00000006,2025-10,-0.2879,6590.85,True,0.0209,False,False,0.6152,0.8416,0.4926,0.8117,True
UC00000006,2025-11,-0.3243,5931.31,True,0.0208,False,False,0.6132,0.8496,0.4678,0.8172,True
UC00000006,2025-12,0.2933,11917.03,True,0.0189,False,False,0.61,0.8577,0.8064,0.8227,True
UC00000006,2026-01,0.0233,9875.07,True,0.0193,False,False,0.6137,0.8657,0.6698,0.8282,True
UC00000006,2026-02,-0.3702,6373.7,True,0.021,False,False,0.6129,0.8738,0.4565,0.6337,False
UC00000006,2026-03,0.0208,9659.68,True,0.0194,False,False,0.6121,0.8818,0.6629,0.8392,True
UC00000006,2026-04,0.1192,10456.28,True,0.0187,False,False,0.6123,0.8899,0.7195,0.8447,True
UC00000006,2026-05,0.4956,16034.65,True,0.0166,False,False,0.6112,0.8979,0.9583,0.6502,False
UC00000007,2024-01,-0.3202,7372.46,True,0.0219,True,False,0.5854,0.8205,0.4691,0.2807,False
UC00000007,2024-02,-0.1844,10354.49,True,0.021,True,False,0.5847,0.8292,0.5624,0.2862,False
UC00000007,2024-03,-0.3032,8616.11,True,0.0202,True,False,0.5876,0.838,0.4985,0.2917,False
UC00000007,2024-04,-0.4982,6419.17,True,0.0226,True,False,0.582,0.8467,0.4259,0.2972,False
UC00000007,2024-05,0.0322,10502.22,True,0.018,True,False,0.5874,0.8555,0.6466,0.3027,False
UC00000007,2024-06,0.3864,15860.14,True,0.0161,True,False,0.5871,0.8642,0.8625,0.3082,False
UC00000007,2024-07,-0.2434,8737.58,True,0.02,True,False,0.5882,0.873,0.5152,0.3137,False
UC00000007,2024-08,0.1532,12651.6,True,0.0174,True,False,0.5865,0.8817,0.7259,0.3192,False
UC00000007,2024-09,-0.222,9776.9,True,0.019,True,False,0.5902,0.8905,0.5404,0.3247,False
UC00000007,2024-10,-0.2981,7630.7,True,0.0117,True,True,0.741,0.9171,0.4841,0.3401,False
UC00000007,2024-11,0.0861,13729.23,True,0.0094,True,True,0.7466,0.9198,0.7147,0.3456,False
UC00000007,2024-12,-0.073,9328.77,True,0.0108,True,True,0.7412,0.9225,0.5944,0.3511,False
UC00000007,2025-01,-0.0923,8895.75,True,0.0102,True,True,0.7443,0.9252,0.583,0.3566,False
UC00000007,2025-02,0.1801,14777.72,True,0.0095,True,True,0.7415,0.9279,0.7695,0.3621,False
UC00000007,2025-03,0.394,15092.79,True,0.0091,True,True,0.7386,0.9306,0.8555,0.3676,False
UC00000007,2025-04,-0.0575,9888.09,True,0.0103,True,True,0.7415,0.9333,0.6071,0.3731,False
UC00000007,2025-05,-0.2168,8665.48,True,0.0112,True,True,0.7379,0.936,0.53,0.3786,False
UC00000007,2025-06,0.1237,13216.09,True,0.0093,True,True,0.7464,0.9387,0.7225,0.3841,False
UC00000007,2025-07,-0.1686,10331.83,True,0.0113,True,True,0.7401,0.9414,0.5729,0.3896,False
UC00000007,2025-08,0.2663,12431.92,True,0.0092,True,True,0.7419,0.9437,0.7724,0.3951,False
UC00000007,2025-09,-0.0402,9845.95,True,0.0109,True,True,0.7415,0.9457,0.6174,0.4006,False
UC00000007,2025-10,0.1944,15636.4,True,0.0094,True,True,0.7426,0.9477,0.784,0.4061,False
UC00000007,2025-11,0.0138,10903.69,True,0.0099,True,True,0.7436,0.9497,0.6475,0.4116,False
UC00000007,2025-12,0.1024,12921.0,True,0.0101,True,True,0.7427,0.9517,0.7127,0.4171,False
UC00000007,2026-01,0.176,12406.23,True,0.0094,True,True,0.7411,0.9537,0.7356,0.4226,False
UC00000007,2026-02,0.1905,15394.55,True,0.0096,True,True,0.7423,0.9557,0.7765,0.4281,False
UC00000007,2026-03,0.0614,12938.98,True,0.0097,True,True,0.7463,0.9577,0.6987,0.4336,False
UC00000007,2026-04,0.1119,14406.39,True,0.0105,True,True,0.7406,0.9597,0.7336,0.4391,False
UC00000007,2026-05,0.3474,14175.29,True,0.009,True,True,0.742,0.9617,0.8233,0.4446,False
UC00000008,2024-01,-0.2181,22423.37,True,0.0116,False,False,0.5473,0.7173,0.5192,0.2696,False
UC00000008,2024-02,-0.1204,21730.65,True,0.0105,False,False,0.5459,0.726,0.5534,0.2751,False
UC00000008,2024-03,-0.3185,22055.64,True,0.0134,False,False,0.5437,0.7348,0.4782,0.2806,False
UC00000008,2024-04,-0.3145,20810.79,True,0.0135,False,False,0.5444,0.7435,0.4767,0.2861,False
UC00000008,2024-05,-0.2829,19671.37,True,0.0127,False,False,0.5435,0.7523,0.4806,0.2916,False
UC00000008,2024-06,-0.1062,21569.1,True,0.0105,False,False,0.5456,0.761,0.5583,0.2971,False
UC00000008,2024-07,-0.3362,21236.67,True,0.0144,False,False,0.5428,0.7698,0.4669,0.3026,False
UC00000008,2024-08,-0.0846,23604.39,True,0.0101,False,False,0.5436,0.7785,0.575,0.3081,False
UC00000008,2024-09,-0.3391,21223.63,True,0.0132,False,False,0.5473,0.7873,0.4674,0.3136,False
UC00000008,2024-10,-0.4232,18929.6,True,0.015,False,False,0.548,0.796,0.4338,0.3191,False
UC00000008,2024-11,-0.0699,30905.73,True,0.0096,False,False,0.5458,0.8048,0.6195,0.3246,False
UC00000008,2024-12,-0.0939,28123.99,True,0.0102,False,False,0.5442,0.8135,0.5963,0.3301,False
UC00000008,2025-01,-0.1155,27971.08,True,0.0103,False,False,0.5462,0.8223,0.5887,0.3356,False
UC00000008,2025-02,-0.0672,28459.04,True,0.0096,False,False,0.5458,0.831,0.6085,0.3411,False
UC00000008,2025-03,-0.2063,22186.14,True,0.0111,False,False,0.5469,0.8398,0.5189,0.3466,False
UC00000008,2025-04,-0.3918,17755.73,True,0.0144,False,False,0.5416,0.8485,0.428,0.3521,False
UC00000008,2025-05,-0.2508,18200.45,True,0.0123,False,False,0.5429,0.8573,0.4865,0.3576,False
UC00000008,2025-06,-0.287,20882.28,True,0.0123,False,False,0.5442,0.866,0.4847,0.3631,False
UC00000008,2025-07,-0.2279,24159.91,True,0.0116,False,False,0.5431,0.8743,0.5247,0.3686,False
UC00000008,2025-08,0.0216,24632.09,True,0.0087,False,False,0.5431,0.8824,0.6292,0.3741,False
UC00000008,2025-09,-0.0019,30769.09,True,0.0086,False,False,0.5466,0.8904,0.6431,0.3796,False
UC00000008,2025-10,-0.1759,22397.83,True,0.0109,False,False,0.5441,0.8985,0.5352,0.3851,False
UC00000008,2025-11,-0.1417,24790.9,True,0.0107,False,False,0.5473,0.9065,0.5616,0.3906,False
UC00000008,2025-12,-0.2611,17730.34,True,0.0119,False,False,0.5446,0.9146,0.4798,0.3961,False
UC00000008,2026-01,-0.0826,22984.0,True,0.01,False,False,0.5464,0.9226,0.5781,0.4016,False
UC00000008,2026-02,-0.2958,17589.21,True,0.0129,False,False,0.5438,0.9307,0.4703,0.4071,False
UC00000008,2026-03,-0.0938,30041.31,True,0.0096,False,False,0.5455,0.9387,0.604,0.4126,False
UC00000008,2026-04,0.0372,34593.1,True,0.0083,False,False,0.5459,0.9468,0.6803,0.4181,False
UC00000008,2026-05,0.1154,30535.11,True,0.0078,False,False,0.5492,0.954,0.6912,0.4236,False
UC00000009,2024-01,0.0473,29633.02,True,0.0088,True,False,0.579,0.5837,0.6679,0.7122,True
UC00000009,2024-02,-0.3198,18845.55,True,0.0132,True,False,0.5792,0.5925,0.4655,0.7177,True
UC00000009,2024-03,-0.3753,17876.21,True,0.0133,True,False,0.5768,0.6012,0.4391,0.5232,False
UC00000009,2024-04,-0.1407,27663.37,True,0.0109,True,False,0.5751,0.61,0.5827,0.5287,False
UC00000009,2024-05,-0.048,30257.02,True,0.0057,True,True,0.7305,0.6386,0.6324,0.5441,False
UC00000009,2024-06,-0.4999,14877.54,True,0.0091,True,True,0.7284,0.6473,0.4183,0.7496,True
UC00000009,2024-07,-0.2402,23804.28,True,0.0067,True,True,0.7333,0.6561,0.5255,0.5551,False
UC00000009,2024-08,-0.0641,24214.8,True,0.0055,True,True,0.7312,0.6648,0.5964,0.7606,True
UC00000009,2024-09,-0.0502,27424.71,True,0.0053,True,True,0.7309,0.6736,0.6183,0.7661,True
UC00000009,2024-10,-0.2092,26433.58,True,0.0065,True,True,0.7297,0.6823,0.5512,0.5716,False
UC00000009,2024-11,-0.2714,20588.99,True,0.0068,True,True,0.7327,0.6911,0.4979,0.7771,True
UC00000009,2024-12,-0.214,24138.12,True,0.0063,True,True,0.7332,0.6998,0.5388,0.7826,True
UC00000009,2025-01,0.1254,36488.96,True,0.005,True,True,0.7316,0.7086,0.7341,0.7881,True
UC00000009,2025-02,0.093,31848.51,True,0.005,True,True,0.7296,0.7173,0.6966,0.7936,True
UC00000009,2025-03,-0.3132,20268.36,False,0.0069,True,True,0.734,0.7261,0.4834,0.5991,False
UC00000009,2025-04,-1.0,0.0,False,1.0,True,True,0.0,0.622,0.0,0.6568,False
UC00000009,2025-05,-1.0,0.0,False,1.0,True,True,0.0,0.632,0.0,0.6688,False
UC00000009,2025-06,-1.0,0.0,False,1.0,True,True,0.0,0.642,0.0,0.6808,False
UC00000009,2025-07,-1.0,0.0,False,1.0,True,True,0.0,0.652,0.0,0.6928,False
UC00000009,2025-08,-1.0,0.0,False,1.0,True,True,0.0,0.662,0.0,0.7048,False
UC00000009,2025-09,-1.0,0.0,False,1.0,True,True,0.0,0.672,0.0,0.7168,False
UC00000009,2025-10,-1.0,0.0,False,1.0,True,True,0.0,0.682,0.0,0.7288,False
UC00000009,2025-11,-1.0,0.0,False,1.0,True,True,0.0,0.692,0.0,0.7408,False
UC00000009,2025-12,-1.0,0.0,False,1.0,True,True,0.0,0.702,0.0,0.7528,False
UC00000009,2026-01,-1.0,0.0,False,1.0,True,True,0.0,0.712,0.0,0.7648,False
UC00000009,2026-02,-1.0,0.0,False,1.0,True,True,0.0,0.722,0.0,0.7768,False
UC00000009,2026-03,-1.0,0.0,False,1.0,True,True,0.0,0.732,0.0,0.7888,False
